	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
2	anim-inanim	actors	by	tractors	hate	driving	GSLD_plur_semantic	The actors by the tractors hate driving.	0	4703106084	18120032	1908544	16538862	25592961	2	6	8	4	7	semantic
9	anim-anim	plumbers	by	teachers	dislikes	hunting	GDLD_plur_syntactic	The plumbers by the teachers dislikes hunting.	1	4703106084	543869	73279702	1451937	19801295	2	8	8	8	7	syntactic
5	anim-anim	baker	beside	vet	hates	shopping	GSLS_C_sing_syntactic	The baker that the vet hates sits.	0	29718597	13610150	2597895	2416713	11206466	6	5	3	5	8	syntactic
5	anim-anim	teacher	beside	doctors	fear	climbing	GDLS_sing_syntactic	The teacher beside the doctors fear climbing.	1	29718597	74147301	19521968	83025936	7755370	6	7	7	4	8	syntactic
1	inanim-anim	buses	by	doctors	rust	suddenly	GSLD_plur_semantic	The buses by the doctors rust suddenly.	0	4703106084	4213326	19521968	3598446	58025537	2	5	7	4	8	semantic
3	anim-anim	baker	beside	judge	loves	yachting	GSLS_sing_syntactic	The baker beside the judge loves yachting.	0	29718597	13610150	63704000	12028067	382785	6	5	5	5	8	syntactic
2	anim-anim	athletes	near	pilots	loves	knitting	GDLD_plur_syntactic	The athletes near the pilots loves knitting.	1	154954539	4726603	5455700	12028067	2033048	4	8	6	5	8	syntactic
4	anim-anim	pilots	beside	waiters	loves	dancing	GDLD_C_plur_syntactic	The pilots that the waiters loves die.	1	29718597	5455700	1363954	12028067	15565681	6	6	7	5	7	syntactic
7	anim-anim	tailors	by	actors	avoid	shopping	GSLS_plur_semantic	The tailors by the actors avoid shopping.	0	4703106084	1121681	18120032	60713817	11206466	2	7	6	5	8	semantic
4	anim-anim	athlete	by	chefs	fears	boxing	GSLD_sing_syntactic	The athlete by the chefs fears boxing.	0	4703106084	3419291	752773	17721106	2262574	2	7	5	5	6	syntactic
4	inanim-inanim	scooter	near	car	detests	driving	GDLD_sing_semantic	The scooter near the car detests driving.	1	154954539	405037	71566944	181255	25592961	4	7	3	7	7	semantic
9	anim-anim	teachers	by	chefs	malfunction	suddenly	GDLD_plur_semantic	The teachers by the chefs malfunction suddenly.	1	4703106084	73279702	752773	818548	58025537	2	8	5	11	8	semantic
1	anim-anim	farmer	by	author	love	climbing	GDLD_C_sing_syntactic	The farmer that the author love arrives.	1	4703106084	20568429	99092074	210137973	7755370	2	6	6	4	8	syntactic
4	anim-anim	builders	by	judges	hate	gambling	GSLS_C_plur_syntactic	The builders that the judges hate pray.	0	4703106084	5454568	24677643	16538862	6130169	2	8	6	4	8	syntactic
9	anim-anim	pilot	near	waiter	hate	cooking	GDLD_C_sing_syntactic	The pilot that the waiter hate prays.	1	154954539	16262831	3340926	16538862	13672366	4	5	6	4	7	syntactic
5	anim-anim	bankers	by	dentist	prefers	dancing	GDLS_C_plur_syntactic	The bankers that the dentist prefers die.	0	4703106084	6179440	3198534	4149558	15565681	2	7	7	7	7	syntactic
9	anim-anim	vet	near	painter	prefers	gambling	GSLS_sing_syntactic	The vet near the painter prefers gambling.	0	154954539	2597895	13065194	4149558	6130169	4	3	7	7	8	syntactic
