	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
3	anim-anim	bakers	near	pilots	prefer	gambling	GSLS_C_plur_syntactic	The bakers that the pilots prefer die.	0	154954539	997597	5455700	20278168	6130169	4	6	6	6	8	syntactic
4	anim-anim	athletes	near	doctors	dislike	dancing	GSLS_plur_semantic	The athletes near the doctors dislike dancing.	0	154954539	4726603	19521968	6703610	15565681	4	8	7	7	7	semantic
3	inanim-anim	cars	by	vets	malfunction	suddenly	GSLD_plur_semantic	The cars by the vets malfunction suddenly.	0	4703106084	24371897	262330	818548	58025537	2	4	4	11	8	semantic
7	anim-anim	plumber	by	athletes	dislike	cooking	GDLS_sing_syntactic	The plumber by the athletes dislike cooking.	1	4703106084	734834	4726603	6703610	13672366	2	7	8	7	7	syntactic
6	anim-anim	baker	beside	actor	prefer	gambling	GDLD_C_sing_syntactic	The baker that the actor prefer prays.	1	29718597	13610150	14665285	20278168	6130169	6	5	5	6	8	syntactic
6	anim-anim	actors	beside	doctor	prefers	boxing	GDLS_C_plur_syntactic	The actors that the doctor prefers arrive.	0	29718597	18120032	52110730	4149558	2262574	6	6	6	7	6	syntactic
0	anim-anim	bakers	by	waiter	hate	cycling	GSLD_plur_syntactic	The bakers by the waiter hate cycling.	0	4703106084	997597	3340926	16538862	2334761	2	6	6	4	7	syntactic
0	inanim-anim	trucks	beside	judges	detest	skating	GDLS_plur_semantic	The trucks beside the judges detest skating.	1	29718597	6808013	24677643	740903	1784648	6	6	6	6	7	semantic
8	anim-anim	dentists	near	judges	avoids	driving	GDLD_plur_syntactic	The dentists near the judges avoids driving.	1	154954539	1487700	24677643	3608938	25592961	4	8	6	6	7	syntactic
5	anim-inanim	author	by	van	rusts	abruptly	GDLS_sing_semantic	The author by the van rusts abruptly.	1	4703106084	99092074	54213864	219876	7262021	2	6	3	5	8	semantic
8	anim-anim	painters	by	doctors	likes	hunting	GDLD_C_plur_syntactic	The painters that the doctors likes sit.	1	4703106084	7084827	19521968	9285296	19801295	2	8	7	5	7	syntactic
1	inanim-anim	tractor	by	pilot	rusts	suddenly	GSLD_sing_semantic	The tractor by the pilot rusts suddenly.	0	4703106084	3282135	16262831	219876	58025537	2	7	5	5	8	semantic
9	anim-anim	builder	near	doctor	avoids	skiing	GSLS_C_sing_syntactic	The builder that the doctor avoids dies.	0	154954539	4915470	52110730	3608938	1934331	4	7	6	6	6	syntactic
4	anim-anim	painters	near	dentists	malfunction	abruptly	GDLD_plur_semantic	The painters near the dentists malfunction abruptly.	1	154954539	7084827	1487700	818548	7262021	4	8	8	11	8	semantic
1	anim-anim	author	beside	waiters	likes	dancing	GSLD_sing_syntactic	The author beside the waiters likes dancing.	0	29718597	99092074	1363954	9285296	15565681	6	6	7	5	7	syntactic
1	anim-anim	athlete	near	waiters	likes	bowling	GSLD_C_sing_syntactic	The athlete that the waiters likes arrives.	1	154954539	3419291	1363954	9285296	2476732	4	7	7	5	7	syntactic
5	anim-anim	doctors	by	painter	detest	shopping	GSLD_plur_syntactic	The doctors by the painter detest shopping.	0	4703106084	19521968	13065194	740903	11206466	2	7	7	6	8	syntactic
5	inanim-inanim	bus	by	car	leaks	suddenly	GSLS_sing_semantic	The bus by the car leaks suddenly.	0	4703106084	19370874	71566944	1935324	58025537	2	3	3	5	8	semantic
2	anim-anim	farmer	beside	plumber	detest	shopping	GDLD_C_sing_syntactic	The farmer that the plumber detest prays.	1	29718597	20568429	734834	740903	11206466	6	6	7	6	8	syntactic
1	anim-anim	nurse	beside	painter	prefers	sailing	GSLS_C_sing_syntactic	The nurse that the painter prefers dies.	0	29718597	23875250	13065194	4149558	8731451	6	5	7	7	7	syntactic
3	anim-anim	lawyer	by	tailor	loves	hunting	GSLS_sing_syntactic	The lawyer by the tailor loves hunting.	0	4703106084	21493788	3371396	12028067	19801295	2	6	6	5	7	syntactic
2	anim-anim	vets	by	dentists	likes	cycling	GDLD_plur_syntactic	The vets by the dentists likes cycling.	1	4703106084	262330	1487700	9285296	2334761	2	4	8	5	7	syntactic
3	anim-anim	pilots	beside	athlete	avoids	yachting	GDLS_C_plur_syntactic	The pilots that the athlete avoids die.	0	29718597	5455700	3419291	3608938	382785	6	6	7	6	8	syntactic
3	anim-inanim	judges	near	taxis	rust	abruptly	GDLS_plur_semantic	The judges near the taxis rust abruptly.	1	154954539	24677643	1073931	3598446	7262021	4	6	5	4	8	semantic
1	anim-anim	authors	near	painters	love	boxing	GSLS_plur_syntactic	The authors near the painters love boxing.	0	154954539	42845288	7084827	210137973	2262574	4	7	8	4	6	syntactic
8	anim-anim	dentist	by	teacher	likes	skating	GSLS_sing_semantic	The dentist by the teacher likes skating.	0	4703106084	3198534	74147301	9285296	1784648	2	7	7	5	7	semantic
1	anim-anim	teachers	near	actors	hates	studying	GDLD_C_plur_syntactic	The teachers that the actors hates arrive.	1	154954539	73279702	18120032	2416713	19754110	4	8	6	5	8	syntactic
0	anim-anim	baker	by	dentists	fear	fishing	GDLS_C_sing_syntactic	The baker that the dentists fear arrives.	0	4703106084	13610150	1487700	83025936	21745307	2	5	8	4	7	syntactic
6	anim-inanim	actor	beside	car	dislikes	skiing	GSLD_sing_semantic	The actor beside the car dislikes skiing.	0	29718597	14665285	71566944	1451937	1934331	6	5	3	8	6	semantic
9	anim-anim	dentist	near	waiters	like	gambling	GDLS_sing_syntactic	The dentist near the waiters like gambling.	1	154954539	3198534	1363954	709849832	6130169	4	7	7	4	8	syntactic
7	anim-anim	teacher	near	athletes	fears	spinning	GSLD_sing_syntactic	The teacher near the athletes fears spinning.	0	154954539	74147301	4726603	17721106	6978676	4	7	8	5	8	syntactic
0	anim-anim	nurse	near	actors	detests	cycling	GSLD_C_sing_syntactic	The nurse that the actors detests arrives.	1	154954539	23875250	18120032	181255	2334761	4	5	6	7	7	syntactic
8	anim-anim	plumber	near	lawyer	malfunctions	suddenly	GDLD_sing_semantic	The plumber near the lawyer malfunctions suddenly.	1	154954539	734834	21493788	327422	58025537	4	7	6	12	8	semantic
2	inanim-anim	car	beside	tailor	loves	yachting	GDLS_sing_semantic	The car beside the tailor loves yachting.	1	29718597	71566944	3371396	12028067	382785	6	3	6	5	8	semantic
1	anim-anim	plumbers	beside	barber	detests	climbing	GDLS_plur_syntactic	The plumbers beside the barber detests climbing.	1	29718597	543869	4668021	181255	7755370	6	8	6	7	8	syntactic
7	anim-anim	builders	beside	athletes	detest	boxing	GSLS_plur_syntactic	The builders beside the athletes detest boxing.	0	29718597	5454568	4726603	740903	2262574	6	8	8	6	6	syntactic
4	anim-anim	chefs	by	authors	detest	acting	GSLS_C_plur_syntactic	The chefs that the authors detest sit.	0	4703106084	752773	42845288	740903	38536231	2	5	7	6	6	syntactic
7	inanim-inanim	car	by	taxi	detests	painting	GDLD_sing_semantic	The car by the taxi detests painting.	1	4703106084	71566944	4478068	181255	32738623	2	3	4	7	8	semantic
2	anim-anim	teachers	by	judge	loves	skating	GDLS_plur_syntactic	The teachers by the judge loves skating.	1	4703106084	73279702	63704000	12028067	1784648	2	8	5	5	7	syntactic
8	anim-inanim	builders	near	trucks	love	knitting	GSLD_plur_semantic	The builders near the trucks love knitting.	0	154954539	5454568	6808013	210137973	2033048	4	8	6	4	8	semantic
0	anim-anim	doctors	near	teacher	avoid	knitting	GSLD_C_plur_syntactic	The doctors that the teacher avoid pray.	1	154954539	19521968	74147301	60713817	2033048	4	7	7	5	8	syntactic
5	anim-anim	judge	beside	pilot	detests	boxing	GSLS_sing_syntactic	The judge beside the pilot detests boxing.	0	29718597	63704000	16262831	181255	2262574	6	5	5	7	6	syntactic
7	anim-anim	bankers	by	lawyer	prefer	hunting	GSLD_C_plur_syntactic	The bankers that the lawyer prefer die.	1	4703106084	6179440	21493788	20278168	19801295	2	7	6	6	7	syntactic
2	anim-anim	plumber	by	farmer	avoid	spinning	GDLD_sing_syntactic	The plumber by the farmer avoid spinning.	1	4703106084	734834	20568429	60713817	6978676	2	7	6	5	8	syntactic
9	inanim-inanim	tractors	near	buses	leak	suddenly	GSLS_plur_semantic	The tractors near the buses leak suddenly.	0	154954539	1908544	4213326	3272091	58025537	4	8	5	4	8	semantic
