	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
3	anim-anim	waiter	beside	dentist	likes	hunting	GSLS_sing_syntactic	The waiter beside the dentist likes hunting.	0	29718597	3340926	3198534	9285296	19801295	6	6	7	5	7	syntactic
8	anim-anim	pilots	beside	teachers	hates	acting	GDLD_plur_syntactic	The pilots beside the teachers hates acting.	1	29718597	5455700	73279702	2416713	38536231	6	6	8	5	6	syntactic
6	anim-inanim	judges	by	buses	detest	fencing	GSLD_plur_semantic	The judges by the buses detest fencing.	0	4703106084	24677643	4213326	740903	1887055	2	6	5	6	7	semantic
4	inanim-anim	taxis	by	painters	hate	acting	GDLS_plur_semantic	The taxis by the painters hate acting.	1	4703106084	1073931	7084827	16538862	38536231	2	5	8	4	6	semantic
6	inanim-anim	truck	near	actor	hates	skiing	GDLS_sing_semantic	The truck near the actor hates skiing.	1	154954539	14274010	14665285	2416713	1934331	4	5	5	5	6	semantic
7	anim-anim	builders	near	bankers	leak	suddenly	GDLD_plur_semantic	The builders near the bankers leak suddenly.	1	154954539	5454568	6179440	3272091	58025537	4	8	7	4	8	semantic
6	anim-anim	barbers	beside	actor	detests	cooking	GDLS_plur_syntactic	The barbers beside the actor detests cooking.	1	29718597	607437	14665285	181255	13672366	6	7	5	7	7	syntactic
7	inanim-anim	scooters	near	pilots	leak	abruptly	GSLD_plur_semantic	The scooters near the pilots leak abruptly.	0	154954539	182717	5455700	3272091	7262021	4	8	6	4	8	semantic
7	anim-anim	pilot	near	nurse	avoids	acting	GSLS_C_sing_syntactic	The pilot that the nurse avoids dies.	0	154954539	16262831	23875250	3608938	38536231	4	5	5	6	6	syntactic
0	anim-anim	bakers	by	pilots	detest	bowling	GSLS_plur_syntactic	The bakers by the pilots detest bowling.	0	4703106084	997597	5455700	740903	2476732	2	6	6	6	7	syntactic
8	anim-inanim	builder	by	taxi	leaks	abruptly	GDLS_sing_semantic	The builder by the taxi leaks abruptly.	1	4703106084	4915470	4478068	1935324	7262021	2	7	4	5	8	semantic
0	anim-anim	builder	beside	chef	love	fencing	GDLD_sing_syntactic	The builder beside the chef love fencing.	1	29718597	4915470	2470923	210137973	1887055	6	7	4	4	7	syntactic
2	anim-anim	barbers	by	teachers	avoids	yachting	GDLD_C_plur_syntactic	The barbers that the teachers avoids pray.	1	4703106084	607437	73279702	3608938	382785	2	7	8	6	8	syntactic
8	anim-inanim	bankers	near	trucks	leak	abruptly	GDLS_plur_semantic	The bankers near the trucks leak abruptly.	1	154954539	6179440	6808013	3272091	7262021	4	7	6	4	8	semantic
9	inanim-anim	car	by	dentist	leaks	abruptly	GSLD_sing_semantic	The car by the dentist leaks abruptly.	0	4703106084	71566944	3198534	1935324	7262021	2	3	7	5	8	semantic
4	anim-anim	dentists	near	painter	hate	fencing	GSLD_C_plur_syntactic	The dentists that the painter hate arrive.	1	154954539	1487700	13065194	16538862	1887055	4	8	7	4	7	syntactic
3	anim-anim	farmers	near	chef	likes	driving	GDLS_plur_syntactic	The farmers near the chef likes driving.	1	154954539	33753767	2470923	9285296	25592961	4	7	4	5	7	syntactic
7	anim-anim	plumber	by	nurse	leaks	abruptly	GDLD_sing_semantic	The plumber by the nurse leaks abruptly.	1	4703106084	734834	23875250	1935324	7262021	2	7	5	5	8	semantic
2	anim-anim	farmer	near	dentists	avoid	walking	GDLS_sing_syntactic	The farmer near the dentists avoid walking.	1	154954539	20568429	1487700	60713817	30746983	4	6	8	5	7	syntactic
5	anim-anim	vets	near	builders	detest	fencing	GSLS_C_plur_syntactic	The vets that the builders detest sit.	0	154954539	262330	5454568	740903	1887055	4	4	8	6	7	syntactic
5	anim-anim	lawyer	by	actors	detest	studying	GDLS_C_sing_syntactic	The lawyer that the actors detest dies.	0	4703106084	21493788	18120032	740903	19754110	2	6	6	6	8	syntactic
2	anim-anim	judges	beside	lawyer	dislikes	dancing	GDLS_C_plur_syntactic	The judges that the lawyer dislikes arrive.	0	29718597	24677643	21493788	1451937	15565681	6	6	6	8	7	syntactic
4	anim-anim	chefs	beside	doctors	prefer	cycling	GSLS_plur_semantic	The chefs beside the doctors prefer cycling.	0	29718597	752773	19521968	20278168	2334761	6	5	7	6	7	semantic
0	anim-anim	authors	beside	tailor	dislike	walking	GSLD_plur_syntactic	The authors beside the tailor dislike walking.	0	29718597	42845288	3371396	6703610	30746983	6	7	6	7	7	syntactic
1	anim-anim	pilot	by	judges	detests	gambling	GSLD_C_sing_syntactic	The pilot that the judges detests sits.	1	4703106084	16262831	24677643	181255	6130169	2	5	6	7	8	syntactic
0	anim-anim	athletes	near	waiters	detests	acting	GDLD_C_plur_syntactic	The athletes that the waiters detests arrive.	1	154954539	4726603	1363954	181255	38536231	4	8	7	7	6	syntactic
0	anim-anim	bakers	near	dentists	like	painting	GSLS_C_plur_syntactic	The bakers that the dentists like arrive.	0	154954539	997597	1487700	709849832	32738623	4	6	8	4	8	syntactic
2	anim-anim	farmers	near	judges	fears	farming	GDLD_plur_syntactic	The farmers near the judges fears farming.	1	154954539	33753767	24677643	17721106	15602571	4	7	6	5	7	syntactic
6	anim-anim	athlete	by	vets	dislikes	bowling	GSLD_sing_syntactic	The athlete by the vets dislikes bowling.	0	4703106084	3419291	262330	1451937	2476732	2	7	4	8	7	syntactic
6	inanim-inanim	tractor	by	scooter	leaks	suddenly	GSLS_sing_semantic	The tractor by the scooter leaks suddenly.	0	4703106084	3282135	405037	1935324	58025537	2	7	7	5	8	semantic
8	anim-anim	baker	beside	lawyers	love	sailing	GDLS_sing_syntactic	The baker beside the lawyers love sailing.	1	29718597	13610150	15702570	210137973	8731451	6	5	7	4	7	syntactic
6	anim-anim	dentist	beside	bankers	love	dancing	GDLS_C_sing_syntactic	The dentist that the bankers love prays.	0	29718597	3198534	6179440	210137973	15565681	6	7	7	4	7	syntactic
3	anim-anim	painter	beside	pilots	loves	cycling	GSLD_sing_syntactic	The painter beside the pilots loves cycling.	0	29718597	13065194	5455700	12028067	2334761	6	7	6	5	7	syntactic
9	anim-anim	painters	beside	author	detests	cooking	GDLS_C_plur_syntactic	The painters that the author detests die.	0	29718597	7084827	99092074	181255	13672366	6	8	6	7	7	syntactic
8	anim-anim	athletes	near	vet	fear	yachting	GSLD_C_plur_syntactic	The athletes that the vet fear pray.	1	154954539	4726603	2597895	83025936	382785	4	8	3	4	8	syntactic
5	anim-anim	painters	by	waiter	love	driving	GSLD_plur_syntactic	The painters by the waiter love driving.	0	4703106084	7084827	3340926	210137973	25592961	2	8	6	4	7	syntactic
7	anim-anim	painter	beside	tailor	fears	fishing	GSLS_sing_syntactic	The painter beside the tailor fears fishing.	0	29718597	13065194	3371396	17721106	21745307	6	7	6	5	7	syntactic
7	anim-anim	doctors	beside	nurses	like	driving	GSLS_plur_syntactic	The doctors beside the nurses like driving.	0	29718597	19521968	14176931	709849832	25592961	6	7	6	4	7	syntactic
5	inanim-inanim	cars	by	buses	fear	fishing	GDLD_plur_semantic	The cars by the buses fear fishing.	1	4703106084	24371897	4213326	83025936	21745307	2	4	5	4	7	semantic
1	anim-inanim	barber	near	taxi	loves	farming	GSLD_sing_semantic	The barber near the taxi loves farming.	0	154954539	4668021	4478068	12028067	15602571	4	6	4	5	7	semantic
9	inanim-inanim	cars	near	taxis	leak	abruptly	GSLS_plur_semantic	The cars near the taxis leak abruptly.	0	154954539	24371897	1073931	3272091	7262021	4	4	5	4	8	semantic
2	anim-anim	lawyer	near	teacher	prefers	yachting	GSLS_sing_semantic	The lawyer near the teacher prefers yachting.	0	154954539	21493788	74147301	4149558	382785	4	6	7	7	8	semantic
9	anim-anim	athlete	beside	chefs	prefers	cooking	GSLD_C_sing_syntactic	The athlete that the chefs prefers sits.	1	29718597	3419291	752773	4149558	13672366	6	7	5	7	7	syntactic
8	anim-anim	painter	beside	pilot	detests	studying	GSLS_C_sing_syntactic	The painter that the pilot detests arrives.	0	29718597	13065194	16262831	181255	19754110	6	7	5	7	8	syntactic
4	anim-anim	dentist	near	farmer	dislike	skiing	GDLD_C_sing_syntactic	The dentist that the farmer dislike prays.	1	154954539	3198534	20568429	6703610	1934331	4	7	6	7	6	syntactic
1	inanim-inanim	bus	beside	taxi	detests	dancing	GDLD_sing_semantic	The bus beside the taxi detests dancing.	1	29718597	19370874	4478068	181255	15565681	6	3	4	7	7	semantic
4	anim-anim	baker	beside	plumber	avoid	cycling	GDLD_sing_syntactic	The baker beside the plumber avoid cycling.	1	29718597	13610150	734834	60713817	2334761	6	5	7	5	7	syntactic
0	anim-anim	athlete	near	tailor	love	boxing	GDLD_C_sing_syntactic	The athlete that the tailor love dies.	1	154954539	3419291	3371396	210137973	2262574	4	7	6	4	6	syntactic
