	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
9	anim-anim	baker	by	nurses	dislike	spinning	GDLS_sing_syntactic	The baker by the nurses dislike spinning.	1	4703106084	13610150	14176931	6703610	6978676	2	5	6	7	8	syntactic
1	anim-anim	athletes	beside	nurse	hate	boxing	GSLD_plur_syntactic	The athletes beside the nurse hate boxing.	0	29718597	4726603	23875250	16538862	2262574	6	8	5	4	6	syntactic
2	anim-inanim	barber	near	van	loves	bowling	GSLD_sing_semantic	The barber near the van loves bowling.	0	154954539	4668021	54213864	12028067	2476732	4	6	3	5	7	semantic
3	anim-anim	lawyer	by	vet	likes	bowling	GSLS_sing_syntactic	The lawyer by the vet likes bowling.	0	4703106084	21493788	2597895	9285296	2476732	2	6	3	5	7	syntactic
3	anim-anim	builder	beside	authors	avoid	driving	GDLS_C_sing_syntactic	The builder that the authors avoid arrives.	0	29718597	4915470	42845288	60713817	25592961	6	7	7	5	7	syntactic
0	inanim-anim	vans	beside	builders	avoid	walking	GDLS_plur_semantic	The vans beside the builders avoid walking.	1	29718597	963840	5454568	60713817	30746983	6	4	8	5	7	semantic
7	anim-anim	farmer	by	pilots	like	fencing	GDLS_sing_syntactic	The farmer by the pilots like fencing.	1	4703106084	20568429	5455700	709849832	1887055	2	6	6	4	7	syntactic
7	anim-anim	judge	by	painter	detest	boxing	GDLD_C_sing_syntactic	The judge that the painter detest arrives.	1	4703106084	63704000	13065194	740903	2262574	2	5	7	6	6	syntactic
6	inanim-anim	car	near	dentist	hates	studying	GDLS_sing_semantic	The car near the dentist hates studying.	1	154954539	71566944	3198534	2416713	19754110	4	3	7	5	8	semantic
7	inanim-anim	bus	near	athlete	leaks	suddenly	GSLD_sing_semantic	The bus near the athlete leaks suddenly.	0	154954539	19370874	3419291	1935324	58025537	4	3	7	5	8	semantic
5	anim-anim	vet	near	painter	fears	fishing	GSLS_sing_semantic	The vet near the painter fears fishing.	0	154954539	2597895	13065194	17721106	21745307	4	3	7	5	7	semantic
2	inanim-inanim	buses	beside	scooters	fear	skating	GDLD_plur_semantic	The buses beside the scooters fear skating.	1	29718597	4213326	182717	83025936	1784648	6	5	8	4	7	semantic
2	anim-inanim	chefs	beside	cars	rust	abruptly	GDLS_plur_semantic	The chefs beside the cars rust abruptly.	1	29718597	752773	24371897	3598446	7262021	6	5	4	4	8	semantic
4	anim-anim	tailor	near	teacher	fear	walking	GDLD_sing_syntactic	The tailor near the teacher fear walking.	1	154954539	3371396	74147301	83025936	30746983	4	6	7	4	7	syntactic
9	anim-anim	chef	by	pilot	likes	yachting	GSLS_C_sing_syntactic	The chef that the pilot likes arrives.	0	4703106084	2470923	16262831	9285296	382785	2	4	5	5	8	syntactic
4	inanim-inanim	vans	near	cars	rust	abruptly	GSLS_plur_semantic	The vans near the cars rust abruptly.	0	154954539	963840	24371897	3598446	7262021	4	4	4	4	8	semantic
5	inanim-inanim	taxi	near	bus	loves	sailing	GDLD_sing_semantic	The taxi near the bus loves sailing.	1	154954539	4478068	19370874	12028067	8731451	4	4	3	5	7	semantic
5	anim-anim	athletes	beside	dentists	avoid	camping	GSLS_plur_semantic	The athletes beside the dentists avoid camping.	0	29718597	4726603	1487700	60713817	3430548	6	8	8	5	7	semantic
4	inanim-anim	vans	by	chefs	rust	abruptly	GSLD_plur_semantic	The vans by the chefs rust abruptly.	0	4703106084	963840	752773	3598446	7262021	2	4	5	4	8	semantic
3	anim-inanim	waiter	by	truck	leaks	suddenly	GDLS_sing_semantic	The waiter by the truck leaks suddenly.	1	4703106084	3340926	14274010	1935324	58025537	2	6	5	5	8	semantic
1	anim-anim	banker	by	chef	prefers	studying	GSLS_sing_syntactic	The banker by the chef prefers studying.	0	4703106084	5135467	2470923	4149558	19754110	2	6	4	7	8	syntactic
3	anim-anim	bankers	near	authors	hates	yachting	GDLD_C_plur_syntactic	The bankers that the authors hates pray.	1	154954539	6179440	42845288	2416713	382785	4	7	7	5	8	syntactic
0	anim-anim	dentist	near	barbers	prefers	sailing	GSLD_sing_syntactic	The dentist near the barbers prefers sailing.	0	154954539	3198534	607437	4149558	8731451	4	7	7	7	7	syntactic
0	anim-anim	athletes	near	doctor	love	fishing	GSLD_C_plur_syntactic	The athletes that the doctor love arrive.	1	154954539	4726603	52110730	210137973	21745307	4	8	6	4	7	syntactic
9	anim-anim	teacher	by	farmer	rusts	suddenly	GDLD_sing_semantic	The teacher by the farmer rusts suddenly.	1	4703106084	74147301	20568429	219876	58025537	2	7	6	5	8	semantic
7	anim-anim	doctor	by	banker	detests	fencing	GSLS_C_sing_syntactic	The doctor that the banker detests sits.	0	4703106084	52110730	5135467	181255	1887055	2	6	6	7	7	syntactic
8	inanim-inanim	bus	near	scooter	malfunctions	suddenly	GSLS_sing_semantic	The bus near the scooter malfunctions suddenly.	0	154954539	19370874	405037	327422	58025537	4	3	7	12	8	semantic
4	anim-anim	doctors	near	barber	likes	fencing	GDLS_plur_syntactic	The doctors near the barber likes fencing.	1	154954539	19521968	4668021	9285296	1887055	4	7	6	5	7	syntactic
