	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
10034817	anim-anim	nurse	that	painter	like	coughs	GDLD_C_sing_syntactic	The nurse that the painter like coughs.	1	8000768228	23875250	13065194	709849832	582381	4	5	7	4	6	syntactic	0	0
6909585	anim-anim	dentists	that	dentist	dislikes	pray	GDLS_C_plur_syntactic	The dentists that the dentist dislikes pray.	0	8000768228	1487700	3198534	1451937	20289141	4	8	7	8	4	syntactic	0	0
1326788	inanim-inanim	car	beside	taxi	brakes	loudly	GSLS_sing_semantic	The car beside the taxi brakes loudly.	0	29718597	71566944	4478068	2506876	5998778	6	3	4	6	6	semantic	0	0
1575645	inanim-inanim	van	near	crane	likes	boxing	GDLD_sing_semantic	The van near the crane likes boxing.	1	154954539	54213864	5664326	9285296	2262574	4	3	5	5	6	semantic	0	0
1350249	anim-inanim	doctor	beside	truck	hates	fencing	GSLD_sing_semantic	The doctor beside the truck hates fencing.	0	29718597	52110730	14274010	2416713	1887055	6	6	5	5	7	semantic	0	0
1325492	inanim-inanim	taxis	by	buses	honk	loudly	GSLS_plur_semantic	The taxis by the buses honk loudly.	0	4703106084	1073931	4213326	186601	5998778	2	5	5	4	6	semantic	0	0
3900746	anim-anim	author	beside	barbers	admires	loyalty	GSLD_sing_syntactic	The author beside the barbers admires loyalty.	0	29718597	99092074	607437	929819	15810585	6	6	7	7	7	syntactic	0	0
1383468	anim-inanim	athlete	near	crane	likes	painting	GSLD_sing_semantic	The athlete near the crane likes painting.	0	154954539	3419291	5664326	9285296	32738623	4	7	5	5	8	semantic	0	0
1333095	inanim-inanim	tractors	beside	vans	brake	suddenly	GSLS_plur_semantic	The tractors beside the vans brake suddenly.	0	29718597	1908544	963840	4685005	58025537	6	8	4	5	8	semantic	0	0
1568805	inanim-inanim	scooter	near	van	loves	hunting	GDLD_sing_semantic	The scooter near the van loves hunting.	1	154954539	405037	54213864	12028067	19801295	4	7	3	5	7	semantic	0	0
5126758	anim-anim	plumbers	beside	waiter	dislike	knitting	GSLD_plur_syntactic	The plumbers beside the waiter dislike knitting.	0	29718597	543869	3340926	6703610	2033048	6	8	6	7	8	syntactic	0	0
9901332	anim-anim	judges	near	nurses	dislikes	gambling	GDLD_plur_syntactic	The judges near the nurses dislikes gambling.	1	154954539	24677643	14176931	1451937	6130169	4	6	6	8	8	syntactic	0	0
2412817	anim-anim	teacher	that	vet	dislikes	prays	GSLS_C_sing_syntactic	The teacher that the vet dislikes prays.	0	8000768228	74147301	2597895	1451937	1506735	4	7	3	8	5	syntactic	0	0
