	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
2152433	anim-anim	lawyer	that	tailor	loves	sneezes	GSLS_C_sing_syntactic	The lawyer that the tailor loves sneezes.	0	8000768228	21493788	3371396	12028067	134227	4	6	6	5	7	syntactic	0	0
2293526	anim-anim	actors	near	waiters	like	shopping	GSLS_plur_syntactic	The actors near the waiters like shopping.	0	154954539	18120032	1363954	709849832	11206466	4	6	7	4	8	syntactic	87	0
1589913	anim-anim	waiters	that	judges	admire	cough	GSLS_C_plur_syntactic	The waiters that the judges admire cough.	0	8000768228	1363954	24677643	6461497	5632779	4	7	6	6	5	syntactic	0	0
1565646	inanim-inanim	taxi	near	van	likes	walking	GDLD_sing_semantic	The taxi near the van likes walking.	1	154954539	4478068	54213864	9285296	30746983	4	4	3	5	7	semantic	0	0
1365946	anim-inanim	teachers	near	tractors	like	cooking	GSLD_plur_semantic	The teachers near the tractors like cooking.	0	154954539	73279702	1908544	709849832	13672366	4	8	8	4	7	semantic	100	0
1354979	anim-inanim	actors	by	trucks	know	japanese	GSLD_plur_semantic	The actors by the trucks know Japanese.	0	4703106084	18120032	6808013	405542218	65199997	2	6	6	4	8	semantic	0	0
6936422	anim-anim	plumber	beside	dentists	hate	shopping	GDLS_sing_syntactic	The plumber beside the dentists hate shopping.	1	29718597	734834	1487700	16538862	11206466	6	7	8	4	8	syntactic	0	0
6731281	anim-anim	lawyers	that	chef	likes	study	GDLS_C_plur_syntactic	The lawyers that the chef likes study.	0	8000768228	15702570	2470923	9285296	251146114	4	7	4	5	5	syntactic	0	0
5219882	anim-anim	barber	near	vets	dislikes	hunting	GSLD_sing_syntactic	The barber near the vets dislikes hunting.	0	154954539	4668021	262330	1451937	19801295	4	6	4	8	7	syntactic	0	0
1327941	inanim-inanim	car	beside	truck	crashes	noisily	GSLS_sing_semantic	The car beside the truck crashes noisily.	0	29718597	71566944	14274010	1060077	807804	6	3	5	7	7	semantic	167	0
4119950	anim-anim	judge	near	dentists	likes	driving	GSLD_sing_syntactic	The judge near the dentists likes driving.	0	154954539	63704000	1487700	9285296	25592961	4	5	8	5	7	syntactic	0	0
9583564	anim-anim	teacher	beside	dentist	hate	spinning	GDLD_sing_syntactic	The teacher beside the dentist hate spinning.	1	29718597	74147301	3198534	16538862	6978676	6	7	7	4	8	syntactic	0	0
1449721	inanim-anim	tractor	by	actor	loves	fencing	GDLS_sing_semantic	The tractor by the actor loves fencing.	1	4703106084	3282135	14665285	12028067	1887055	2	7	5	5	7	semantic	0	0
9349393	anim-anim	chef	that	barber	hate	studies	GDLD_C_sing_syntactic	The chef that the barber hate studies.	1	8000768228	2470923	4668021	16538862	159772512	4	4	6	4	7	syntactic	0	0
2154752	anim-anim	lawyers	beside	tailors	like	farming	GSLS_plur_syntactic	The lawyers beside the tailors like farming.	0	29718597	15702570	1121681	709849832	15602571	6	7	7	4	7	syntactic	78	0
3883124	anim-anim	waiters	beside	barber	dislike	gambling	GSLD_plur_syntactic	The waiters beside the barber dislike gambling.	0	29718597	1363954	4668021	6703610	6130169	6	7	6	7	8	syntactic	0	0
51313	anim-anim	barber	that	baker	hates	moves	GSLS_C_sing_syntactic	The barber that the baker hates moves.	0	8000768228	4668021	13610150	2416713	24787121	4	6	5	5	5	syntactic	0	0
3053377	anim-anim	bakers	that	farmer	know	smile	GSLD_C_plur_syntactic	The bakers that the farmer know smile.	1	8000768228	997597	20568429	405542218	32358171	4	6	6	4	5	syntactic	0	0
1332006	inanim-inanim	tractors	beside	scooters	crash	abruptly	GSLS_plur_semantic	The tractors beside the scooters crash abruptly.	0	29718597	1908544	182717	6995312	7262021	6	8	8	5	8	semantic	0	0
2296356	anim-anim	author	by	waiter	likes	cooking	GSLS_sing_syntactic	The author by the waiter likes cooking.	0	4703106084	99092074	3340926	9285296	13672366	2	6	6	5	7	syntactic	0	0
10318385	anim-anim	tailor	that	plumber	like	sneezes	GDLD_C_sing_syntactic	The tailor that the plumber like sneezes.	1	8000768228	3371396	734834	709849832	134227	4	6	7	4	7	syntactic	0	0
6554770	anim-anim	painter	by	bankers	admire	honor	GDLS_sing_syntactic	The painter by the bankers admire honor.	1	4703106084	13065194	6179440	6461497	30299052	2	7	7	6	5	syntactic	0	0
5856411	anim-anim	judge	that	farmers	admire	studies	GDLS_C_sing_syntactic	The judge that the farmers admire studies.	0	8000768228	63704000	33753767	6461497	159772512	4	5	7	6	7	syntactic	0	0
1537646	inanim-inanim	scooter	beside	taxi	hates	walking	GDLD_sing_semantic	The scooter beside the taxi hates walking.	1	29718597	405037	4478068	2416713	30746983	6	7	4	5	7	semantic	0	0
1330064	inanim-inanim	jeeps	beside	tractors	honk	loudly	GSLS_plur_semantic	The jeeps beside the tractors honk loudly.	0	29718597	406341	1908544	186601	5998778	6	5	8	4	6	semantic	0	0
1438342	inanim-anim	cars	by	teachers	admire	honesty	GDLS_plur_semantic	The cars by the teachers admire honesty.	1	4703106084	24371897	73279702	6461497	7341751	2	4	8	6	7	semantic	0	0
8294710	anim-anim	dentist	beside	baker	hate	shopping	GDLD_sing_syntactic	The dentist beside the baker hate shopping.	1	29718597	3198534	13610150	16538862	11206466	6	7	5	4	8	syntactic	0	0
1325970	inanim-inanim	truck	near	bus	smashes	abruptly	GSLS_sing_semantic	The truck near the bus smashes abruptly.	0	154954539	14274010	19370874	177467	7262021	4	5	3	7	8	semantic	0	0
1406021	anim-inanim	athlete	near	tractor	crashes	noisily	GDLS_sing_semantic	The athlete near the tractor crashes noisily.	1	154954539	3419291	3282135	1060077	807804	4	7	7	7	7	semantic	0	0
2881672	anim-anim	painters	beside	doctor	hate	acting	GSLD_plur_syntactic	The painters beside the doctor hate acting.	0	29718597	7084827	52110730	16538862	38536231	6	8	6	4	6	syntactic	0	0
1501212	anim-anim	farmers	beside	judges	smash	loudly	GDLD_plur_semantic	The farmers beside the judges smash loudly.	1	29718597	33753767	24677643	1655337	5998778	6	7	6	5	6	semantic	0	0
4292641	anim-anim	tailor	that	judges	dislikes	sits	GSLD_C_sing_syntactic	The tailor that the judges dislikes sits.	1	8000768228	3371396	24677643	1451937	8154939	4	6	6	8	4	syntactic	0	0
7386385	anim-anim	bakers	that	painter	admires	swim	GDLS_C_plur_syntactic	The bakers that the painter admires swim.	0	8000768228	997597	13065194	929819	6237963	4	6	7	7	4	syntactic	0	0
8404946	anim-anim	authors	beside	doctors	loves	fencing	GDLD_plur_syntactic	The authors beside the doctors loves fencing.	1	29718597	42845288	19521968	12028067	1887055	6	7	7	5	7	syntactic	0	0
1334894	anim-inanim	athlete	near	bus	dislikes	spinning	GSLD_sing_semantic	The athlete near the bus dislikes spinning.	0	154954539	3419291	19370874	1451937	6978676	4	7	3	8	8	semantic	0	0
7410708	anim-anim	doctors	beside	pilot	loves	gambling	GDLS_plur_syntactic	The doctors beside the pilot loves gambling.	1	29718597	19521968	16262831	12028067	6130169	6	7	5	5	8	syntactic	0	0
5206545	anim-anim	author	that	vets	loves	studies	GSLD_C_sing_syntactic	The author that the vets loves studies.	1	8000768228	99092074	262330	12028067	159772512	4	6	4	5	7	syntactic	0	0
1476092	anim-anim	chefs	by	teachers	honk	loudly	GDLD_plur_semantic	The chefs by the teachers honk loudly.	1	4703106084	752773	73279702	186601	5998778	2	5	8	4	6	semantic	0	0
7371170	anim-anim	waiters	near	painter	dislikes	fencing	GDLS_plur_syntactic	The waiters near the painter dislikes fencing.	1	154954539	1363954	13065194	1451937	1887055	4	7	7	8	7	syntactic	0	0
10684529	anim-anim	chefs	that	vets	dislikes	sneeze	GDLD_C_plur_syntactic	The chefs that the vets dislikes sneeze.	1	8000768228	752773	262330	1451937	504411	4	5	4	8	6	syntactic	0	0
6876081	anim-anim	actor	that	dentists	dislike	lies	GDLS_C_sing_syntactic	The actor that the dentists dislike lies.	0	8000768228	14665285	1487700	6703610	48941300	4	5	8	7	4	syntactic	0	0
9277281	anim-anim	doctors	that	bankers	knows	swim	GDLD_C_plur_syntactic	The doctors that the bankers knows swim.	1	8000768228	19521968	6179440	50729807	6237963	4	7	7	5	4	syntactic	0	0
772593	anim-anim	waiters	that	actors	dislike	cry	GSLS_C_plur_syntactic	The waiters that the actors dislike cry.	0	8000768228	1363954	18120032	6703610	24708519	4	7	6	7	3	syntactic	0	0
3287585	anim-anim	judges	that	lawyer	hate	sit	GSLD_C_plur_syntactic	The judges that the lawyer hate sit.	1	8000768228	24677643	21493788	16538862	40245691	4	6	6	4	3	syntactic	0	0
8380408	anim-anim	farmers	beside	doctors	loves	painting	GDLD_plur_syntactic	The farmers beside the doctors loves painting.	1	29718597	33753767	19521968	12028067	32738623	6	7	7	5	8	syntactic	0	0
1377208	anim-inanim	baker	near	van	likes	climbing	GSLD_sing_semantic	The baker near the van likes climbing.	0	154954539	13610150	54213864	9285296	7755370	4	5	3	5	8	semantic	0	0
1441487	inanim-anim	trucks	beside	lawyers	like	driving	GDLS_plur_semantic	The trucks beside the lawyers like driving.	1	29718597	6808013	15702570	709849832	25592961	6	6	7	4	7	semantic	0	78
875236	anim-anim	painter	beside	author	likes	cooking	GSLS_sing_syntactic	The painter beside the author likes cooking.	0	29718597	13065194	99092074	9285296	13672366	6	7	6	5	7	syntactic	0	0
