	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
10701425	anim-anim	nurses	that	vets	loves	sneeze	GDLD_C_plur_syntactic	The nurses that the vets loves sneeze.	1	8000768228	14176931	262330	12028067	504411	4	6	4	5	6	syntactic	0	0
5683233	anim-anim	plumbers	that	doctor	loves	sit	GDLS_C_plur_syntactic	The plumbers that the doctor loves sit.	0	8000768228	543869	52110730	12028067	40245691	4	8	6	5	3	syntactic	0	0
2764929	anim-anim	waiters	that	baker	like	swim	GSLD_C_plur_syntactic	The waiters that the baker like swim.	1	8000768228	1363954	13610150	709849832	6237963	4	7	5	4	4	syntactic	0	0
1442955	inanim-anim	tractor	by	lawyer	dislikes	shopping	GDLS_sing_semantic	The tractor by the lawyer dislikes shopping.	1	4703106084	3282135	21493788	1451937	11206466	2	7	6	8	8	semantic	0	0
8287188	anim-anim	chef	beside	baker	like	gambling	GDLD_sing_syntactic	The chef beside the baker like gambling.	1	29718597	2470923	13610150	709849832	6130169	6	4	5	4	8	syntactic	0	0
4694881	anim-anim	painters	that	pilot	hate	laugh	GSLD_C_plur_syntactic	The painters that the pilot hate laugh.	1	8000768228	7084827	16262831	16538862	18161896	4	8	5	4	5	syntactic	0	0
1398547	inanim-anim	buses	near	authors	smash	suddenly	GSLD_plur_semantic	The buses near the authors smash suddenly.	0	154954539	4213326	42845288	1655337	58025537	4	5	7	5	8	semantic	0	0
3684737	anim-anim	barber	that	bankers	hates	swims	GSLD_C_sing_syntactic	The barber that the bankers hates swims.	1	8000768228	4668021	6179440	2416713	692721	4	6	7	5	5	syntactic	0	0
1331160	inanim-inanim	trucks	beside	scooters	honk	loudly	GSLS_plur_semantic	The trucks beside the scooters honk loudly.	0	29718597	6808013	182717	186601	5998778	6	6	8	4	6	semantic	0	0
8618125	anim-anim	nurse	that	farmer	know	cries	GDLD_C_sing_syntactic	The nurse that the farmer know cries.	1	8000768228	23875250	20568429	405542218	9051102	4	5	6	4	5	syntactic	0	0
3526404	anim-anim	actor	by	authors	hates	cooking	GSLD_sing_syntactic	The actor by the authors hates cooking.	0	4703106084	14665285	42845288	2416713	13672366	2	5	7	5	7	syntactic	0	0
1715359	anim-anim	bakers	that	nurses	admire	lie	GSLS_C_plur_syntactic	The bakers that the nurses admire lie.	0	8000768228	997597	14176931	6461497	44672168	4	6	6	6	3	syntactic	0	0
10266878	anim-anim	authors	near	plumbers	loves	driving	GDLD_plur_syntactic	The authors near the plumbers loves driving.	1	154954539	42845288	543869	12028067	25592961	4	7	8	5	7	syntactic	0	0
9623889	anim-anim	chefs	that	dentists	hates	turn	GDLD_C_plur_syntactic	The chefs that the dentists hates turn.	1	8000768228	752773	1487700	2416713	134505772	4	5	8	5	4	syntactic	0	0
6283820	anim-anim	athletes	by	author	dislikes	spinning	GDLS_plur_syntactic	The athletes by the author dislikes spinning.	1	4703106084	4726603	99092074	1451937	6978676	2	8	6	8	8	syntactic	0	0
2902718	anim-anim	waiter	beside	doctors	hates	driving	GSLD_sing_syntactic	The waiter beside the doctors hates driving.	0	29718597	3340926	19521968	2416713	25592961	6	6	7	5	7	syntactic	0	0
7142458	anim-anim	teacher	near	nurses	dislike	studying	GDLS_sing_syntactic	The teacher near the nurses dislike studying.	1	154954539	74147301	14176931	6703610	19754110	4	7	6	7	8	syntactic	0	0
1493312	anim-anim	painters	by	barbers	brake	loudly	GDLD_plur_semantic	The painters by the barbers brake loudly.	1	4703106084	7084827	607437	4685005	5998778	2	8	7	5	6	semantic	0	0
1371300	anim-inanim	doctor	beside	scooter	dislikes	acting	GSLD_sing_semantic	The doctor beside the scooter dislikes acting.	0	29718597	52110730	405037	1451937	38536231	6	6	7	8	6	semantic	0	0
9583236	anim-anim	teacher	near	dentist	hate	cooking	GDLD_sing_syntactic	The teacher near the dentist hate cooking.	1	154954539	74147301	3198534	16538862	13672366	4	7	7	4	7	syntactic	0	0
2861286	anim-anim	dentists	by	doctor	like	sailing	GSLD_plur_syntactic	The dentists by the doctor like sailing.	0	4703106084	1487700	52110730	709849832	8731451	2	8	6	4	7	syntactic	0	27
1324100	anim-anim	tailor	near	chef	admires	honor	GSLS_sing_syntactic	The tailor near the chef admires honor.	0	154954539	3371396	2470923	929819	30299052	4	6	4	7	5	syntactic	0	0
6854721	anim-anim	doctors	that	dentist	dislikes	arrive	GDLS_C_plur_syntactic	The doctors that the dentist dislikes arrive.	0	8000768228	19521968	3198534	1451937	19261937	4	7	7	8	6	syntactic	0	0
7932257	anim-anim	vet	that	waiters	dislike	laughs	GDLS_C_sing_syntactic	The vet that the waiters dislike laughs.	0	8000768228	2597895	1363954	6703610	2942362	4	3	7	7	6	syntactic	0	0
8050978	anim-anim	plumber	beside	vets	like	skating	GDLS_sing_syntactic	The plumber beside the vets like skating.	1	29718597	734834	262330	709849832	1784648	6	7	4	4	7	syntactic	0	0
1365839	anim-inanim	teacher	near	tractor	dislikes	camping	GSLD_sing_semantic	The teacher near the tractor dislikes camping.	0	154954539	74147301	3282135	1451937	3430548	4	7	7	8	7	semantic	0	0
