	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1722303	anim-anim	waiter	that	nurse	admires	lies	GSLS_C_sing_syntactic	The waiter that the nurse admires lies.	0	8000768228	3340926	23875250	929819	48941300	4	6	5	7	4	syntactic	0	0
4945025	anim-anim	chef	that	tailors	likes	swims	GSLD_C_sing_syntactic	The chef that the tailors likes swims.	1	8000768228	2470923	1121681	9285296	692721	4	4	7	5	5	syntactic	0	0
3868993	anim-anim	plumbers	that	barber	like	arrive	GSLD_C_plur_syntactic	The plumbers that the barber like arrive.	1	8000768228	543869	4668021	709849832	19261937	4	8	6	4	6	syntactic	0	0
9037904	anim-anim	bakers	near	authors	hates	farming	GDLD_plur_syntactic	The bakers near the authors hates farming.	1	154954539	997597	42845288	2416713	15602571	4	6	7	5	7	syntactic	0	0
1488932	anim-anim	farmer	near	banker	brakes	loudly	GDLD_sing_semantic	The farmer near the banker brakes loudly.	1	154954539	20568429	5135467	2506876	5998778	4	6	6	6	6	semantic	0	0
1419499	inanim-anim	taxi	beside	doctor	loves	sailing	GDLS_sing_semantic	The taxi beside the doctor loves sailing.	1	29718597	4478068	52110730	12028067	8731451	6	4	6	5	7	semantic	0	0
1483624	anim-anim	chef	beside	actor	brakes	loudly	GDLD_sing_semantic	The chef beside the actor brakes loudly.	1	29718597	2470923	14665285	2506876	5998778	6	4	5	6	6	semantic	0	0
1167390	anim-anim	waiter	beside	barber	dislikes	driving	GSLS_sing_syntactic	The waiter beside the barber dislikes driving.	0	29718597	3340926	4668021	1451937	25592961	6	6	6	8	7	syntactic	0	0
7639328	anim-anim	tailor	by	plumbers	love	fishing	GDLS_sing_syntactic	The tailor by the plumbers love fishing.	1	4703106084	3371396	543869	210137973	21745307	2	6	8	4	7	syntactic	0	0
159617	anim-anim	lawyer	that	doctor	dislikes	coughs	GSLS_C_sing_syntactic	The lawyer that the doctor dislikes coughs.	0	8000768228	21493788	52110730	1451937	582381	4	6	6	8	6	syntactic	0	0
9328934	anim-anim	actor	by	barber	like	sailing	GDLD_sing_syntactic	The actor by the barber like sailing.	1	4703106084	14665285	4668021	709849832	8731451	2	5	6	4	7	syntactic	0	0
7723857	anim-anim	banker	that	tailors	love	runs	GDLS_C_sing_syntactic	The banker that the tailors love runs.	0	8000768228	5135467	1121681	210137973	26702428	4	6	7	4	4	syntactic	0	0
29410	anim-anim	lawyers	near	bakers	hate	skating	GSLS_plur_syntactic	The lawyers near the bakers hate skating.	0	154954539	15702570	997597	16538862	1784648	4	7	6	4	7	syntactic	0	0
5454424	anim-anim	doctor	near	bakers	love	yachting	GDLS_sing_syntactic	The doctor near the bakers love yachting.	1	154954539	52110730	997597	210137973	382785	4	6	6	4	8	syntactic	0	0
1327352	inanim-inanim	tractor	beside	taxi	smashes	loudly	GSLS_sing_semantic	The tractor beside the taxi smashes loudly.	0	29718597	3282135	4478068	177467	5998778	6	7	4	7	6	semantic	0	0
2683089	anim-anim	lawyer	that	bakers	loves	turns	GSLD_C_sing_syntactic	The lawyer that the bakers loves turns.	1	8000768228	21493788	997597	12028067	29719923	4	6	6	5	5	syntactic	0	0
6623153	anim-anim	chefs	that	barber	loves	lie	GDLS_C_plur_syntactic	The chefs that the barber loves lie.	0	8000768228	752773	4668021	12028067	44672168	4	5	6	5	3	syntactic	0	0
10116001	anim-anim	teachers	that	pilots	loves	sit	GDLD_C_plur_syntactic	The teachers that the pilots loves sit.	1	8000768228	73279702	5455700	12028067	40245691	4	8	6	5	3	syntactic	0	0
3360784	anim-anim	doctor	by	actors	likes	farming	GSLD_sing_syntactic	The doctor by the actors likes farming.	0	4703106084	52110730	18120032	9285296	15602571	2	6	6	5	7	syntactic	0	0
1446604	inanim-anim	bus	by	actor	loves	acting	GDLS_sing_semantic	The bus by the actor loves acting.	1	4703106084	19370874	14665285	12028067	38536231	2	3	5	5	6	semantic	0	0
1327120	inanim-inanim	trucks	by	taxis	skid	loudly	GSLS_plur_semantic	The trucks by the taxis skid loudly.	0	4703106084	6808013	1073931	816187	5998778	2	6	5	4	6	semantic	0	0
5276688	anim-anim	waiters	by	vet	love	farming	GSLD_plur_syntactic	The waiters by the vet love farming.	0	4703106084	1363954	2597895	210137973	15602571	2	7	3	4	7	syntactic	0	0
1401873	anim-inanim	authors	beside	buses	smash	noisily	GDLS_plur_semantic	The authors beside the buses smash noisily.	1	29718597	42845288	4213326	1655337	807804	6	7	5	5	7	semantic	0	0
1357244	anim-inanim	doctor	near	jeep	hates	painting	GSLD_sing_semantic	The doctor near the jeep hates painting.	0	154954539	52110730	2009598	2416713	32738623	4	6	4	5	8	semantic	0	0
8703200	anim-anim	nurse	by	teacher	like	farming	GDLD_sing_syntactic	The nurse by the teacher like farming.	1	4703106084	23875250	74147301	709849832	15602571	2	5	7	4	7	syntactic	0	31
1551857	inanim-inanim	vans	near	jeeps	admire	modesty	GDLD_plur_semantic	The vans near the jeeps admire modesty.	1	154954539	963840	406341	6461497	4114868	4	4	5	6	7	semantic	0	0
765777	anim-anim	tailors	that	actors	hate	pray	GSLS_C_plur_syntactic	The tailors that the actors hate pray.	0	8000768228	1121681	18120032	16538862	20289141	4	7	6	4	4	syntactic	0	0
1425376	inanim-anim	cars	beside	farmers	hate	climbing	GDLS_plur_semantic	The cars beside the farmers hate climbing.	1	29718597	24371897	33753767	16538862	7755370	6	4	7	4	8	semantic	0	0
4530641	anim-anim	chefs	that	painter	love	turn	GSLD_C_plur_syntactic	The chefs that the painter love turn.	1	8000768228	752773	13065194	210137973	134505772	4	5	7	4	4	syntactic	0	0
10348353	anim-anim	chef	that	plumber	admire	smiles	GDLD_C_sing_syntactic	The chef that the plumber admire smiles.	1	8000768228	2470923	734834	6461497	5542164	4	4	7	6	6	syntactic	0	0
6552304	anim-anim	bankers	beside	banker	admires	beauty	GDLS_plur_syntactic	The bankers beside the banker admires beauty.	1	29718597	6179440	5135467	929819	48841623	6	7	6	7	6	syntactic	0	0
9155760	anim-anim	dentists	near	authors	admires	loyalty	GDLD_plur_syntactic	The dentists near the authors admires loyalty.	1	154954539	1487700	42845288	929819	15810585	4	8	7	7	7	syntactic	0	0
4221876	anim-anim	lawyers	beside	judge	dislike	dancing	GSLD_plur_syntactic	The lawyers beside the judge dislike dancing.	0	29718597	15702570	63704000	6703610	15565681	6	7	5	7	7	syntactic	0	0
1370367	anim-inanim	baker	beside	scooter	loves	camping	GSLD_sing_semantic	The baker beside the scooter loves camping.	0	29718597	13610150	405037	12028067	3430548	6	5	7	5	7	semantic	0	0
1372270	anim-inanim	farmers	by	scooters	love	spinning	GSLD_plur_semantic	The farmers by the scooters love spinning.	0	4703106084	33753767	182717	210137973	6978676	2	7	8	4	8	semantic	0	0
