	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1332149	inanim-inanim	vans	by	scooters	smash	noisily	GSLS_plur_semantic	The vans by the scooters smash noisily.	0	4703106084	963840	182717	1655337	807804	2	4	8	5	7	semantic	0	0
1472438	anim-anim	tailors	beside	doctors	skid	abruptly	GDLD_plur_semantic	The tailors beside the doctors skid abruptly.	1	29718597	1121681	19521968	816187	7262021	6	7	7	4	8	semantic	0	0
1326192	inanim-inanim	tractor	by	bus	skids	loudly	GSLS_sing_semantic	The tractor by the bus skids loudly.	0	4703106084	3282135	19370874	250523	5998778	2	7	3	5	6	semantic	0	0
9641169	anim-anim	painters	that	dentists	loves	run	GDLD_C_plur_syntactic	The painters that the dentists loves run.	1	8000768228	7084827	1487700	12028067	109873076	4	8	8	5	3	syntactic	0	0
585552	anim-anim	chef	by	lawyer	likes	fishing	GSLS_sing_syntactic	The chef by the lawyer likes fishing.	0	4703106084	2470923	21493788	9285296	21745307	2	4	6	5	7	syntactic	0	0
6658625	anim-anim	plumber	that	barbers	dislike	arrives	GDLS_C_sing_syntactic	The plumber that the barbers dislike arrives.	0	8000768228	734834	607437	6703610	6366129	4	7	7	7	7	syntactic	0	0
3965278	anim-anim	barbers	beside	chef	like	cycling	GSLD_plur_syntactic	The barbers beside the chef like cycling.	0	29718597	607437	2470923	709849832	2334761	6	7	4	4	7	syntactic	0	0
10623761	anim-anim	baker	that	vet	like	prays	GDLD_C_sing_syntactic	The baker that the vet like prays.	1	8000768228	13610150	2597895	709849832	1506735	4	5	3	4	5	syntactic	0	0
1447347	inanim-anim	taxi	beside	actor	likes	knitting	GDLS_sing_semantic	The taxi beside the actor likes knitting.	1	29718597	4478068	14665285	9285296	2033048	6	4	5	5	8	semantic	0	0
6704132	anim-anim	baker	near	chefs	love	gambling	GDLS_sing_syntactic	The baker near the chefs love gambling.	1	154954539	13610150	752773	210137973	6130169	4	5	5	4	8	syntactic	0	0
5842001	anim-anim	vets	that	farmer	hates	run	GDLS_C_plur_syntactic	The vets that the farmer hates run.	0	8000768228	262330	20568429	2416713	109873076	4	4	6	5	3	syntactic	0	0
9681783	anim-anim	baker	that	dentist	admire	moves	GDLD_C_sing_syntactic	The baker that the dentist admire moves.	1	8000768228	13610150	3198534	6461497	24787121	4	5	7	6	5	syntactic	0	0
1343076	anim-inanim	doctor	beside	taxi	likes	painting	GSLD_sing_semantic	The doctor beside the taxi likes painting.	0	29718597	52110730	4478068	9285296	32738623	6	6	4	5	8	semantic	0	0
1347796	anim-anim	farmers	by	dentists	love	dancing	GSLS_plur_syntactic	The farmers by the dentists love dancing.	0	4703106084	33753767	1487700	210137973	15565681	2	7	8	4	7	syntactic	0	0
1341995	anim-inanim	athletes	by	taxis	like	shopping	GSLD_plur_semantic	The athletes by the taxis like shopping.	0	4703106084	4726603	1073931	709849832	11206466	2	8	5	4	8	semantic	68	0
9406676	anim-anim	vets	by	barbers	loves	gambling	GDLD_plur_syntactic	The vets by the barbers loves gambling.	1	4703106084	262330	607437	12028067	6130169	2	4	7	5	8	syntactic	0	0
1337452	anim-inanim	farmers	by	buses	hate	acting	GSLD_plur_semantic	The farmers by the buses hate acting.	0	4703106084	33753767	4213326	16538862	38536231	2	7	5	4	6	semantic	0	0
123848	anim-anim	vets	beside	bakers	know	french	GSLS_plur_syntactic	The vets beside the bakers know French.	0	29718597	262330	997597	405542218	154091688	6	4	6	4	6	syntactic	0	0
1537654	inanim-inanim	scooter	by	taxi	hates	bowling	GDLD_sing_semantic	The scooter by the taxi hates bowling.	1	4703106084	405037	4478068	2416713	2476732	2	7	4	5	7	semantic	0	0
1416053	inanim-anim	scooters	beside	bakers	hate	hunting	GDLS_plur_semantic	The scooters beside the bakers hate hunting.	1	29718597	182717	997597	16538862	19801295	6	8	6	4	7	semantic	0	0
973361	anim-anim	author	that	banker	dislikes	sneezes	GSLS_C_sing_syntactic	The author that the banker dislikes sneezes.	0	8000768228	99092074	5135467	1451937	134227	4	6	6	8	7	syntactic	0	0
5148565	anim-anim	authors	that	waiter	know	run	GSLD_C_plur_syntactic	The authors that the waiter know run.	1	8000768228	42845288	3340926	405542218	109873076	4	7	6	4	3	syntactic	0	0
6288022	anim-anim	bakers	by	author	likes	knitting	GDLS_plur_syntactic	The bakers by the author likes knitting.	1	4703106084	997597	99092074	9285296	2033048	2	6	6	5	8	syntactic	0	0
9736660	anim-anim	authors	near	judges	loves	cooking	GDLD_plur_syntactic	The authors near the judges loves cooking.	1	154954539	42845288	24677643	12028067	13672366	4	7	6	5	7	syntactic	0	0
