	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
1	inanim-anim	van	by	waiter	hates	spinning	GDLS_sing_semantic	The van by the waiter hates spinning.	1	4703106084	54213864	3340926	2416713	6978676	2	3	6	5	8	semantic
2	anim-anim	painters	by	chefs	avoids	dancing	GDLD_C_plur_syntactic	The painters that the chefs avoids arrive.	1	4703106084	7084827	752773	3608938	15565681	2	8	5	6	7	syntactic
5	anim-anim	vet	near	barber	detest	dancing	GDLD_C_sing_syntactic	The vet that the barber detest dies.	1	154954539	2597895	4668021	740903	15565681	4	3	6	6	7	syntactic
9	anim-anim	nurses	beside	bankers	hate	cycling	GSLS_plur_syntactic	The nurses beside the bankers hate cycling.	0	29718597	14176931	6179440	16538862	2334761	6	6	7	4	7	syntactic
0	anim-anim	baker	by	tailors	loves	studying	GSLD_C_sing_syntactic	The baker that the tailors loves arrives.	1	4703106084	13610150	1121681	12028067	19754110	2	5	7	5	8	syntactic
1	anim-anim	vets	near	athlete	fear	walking	GSLD_C_plur_syntactic	The vets that the athlete fear sit.	1	154954539	262330	3419291	83025936	30746983	4	4	7	4	7	syntactic
3	anim-anim	waiters	near	barber	like	skiing	GSLD_plur_syntactic	The waiters near the barber like skiing.	0	154954539	1363954	4668021	709849832	1934331	4	7	6	4	6	syntactic
5	anim-anim	tailor	near	chef	detest	shopping	GDLD_sing_syntactic	The tailor near the chef detest shopping.	1	154954539	3371396	2470923	740903	11206466	4	6	4	6	8	syntactic
3	inanim-anim	trucks	near	plumbers	fear	walking	GDLS_plur_semantic	The trucks near the plumbers fear walking.	1	154954539	6808013	543869	83025936	30746983	4	6	8	4	7	semantic
4	inanim-anim	tractors	beside	painters	malfunction	suddenly	GSLD_plur_semantic	The tractors beside the painters malfunction suddenly.	0	29718597	1908544	7084827	818548	58025537	6	8	8	11	8	semantic
8	anim-anim	nurse	beside	doctors	hate	driving	GDLS_sing_syntactic	The nurse beside the doctors hate driving.	1	29718597	23875250	19521968	16538862	25592961	6	5	7	4	7	syntactic
4	anim-anim	barbers	by	dentists	leak	suddenly	GDLD_plur_semantic	The barbers by the dentists leak suddenly.	1	4703106084	607437	1487700	3272091	58025537	2	7	8	4	8	semantic
5	inanim-inanim	scooters	beside	cars	prefer	sailing	GDLD_plur_semantic	The scooters beside the cars prefer sailing.	1	29718597	182717	24371897	20278168	8731451	6	8	4	6	7	semantic
1	anim-anim	chefs	near	waiter	prefers	acting	GDLS_C_plur_syntactic	The chefs that the waiter prefers arrive.	0	154954539	752773	3340926	4149558	38536231	4	5	6	7	6	syntactic
9	anim-anim	chefs	near	nurse	fears	climbing	GDLS_plur_syntactic	The chefs near the nurse fears climbing.	1	154954539	752773	23875250	17721106	7755370	4	5	5	5	8	syntactic
9	anim-inanim	nurses	near	tractors	leak	suddenly	GDLS_plur_semantic	The nurses near the tractors leak suddenly.	1	154954539	14176931	1908544	3272091	58025537	4	6	8	4	8	semantic
5	anim-anim	tailor	near	builder	hates	shopping	GSLS_sing_semantic	The tailor near the builder hates shopping.	0	154954539	3371396	4915470	2416713	11206466	4	6	7	5	8	semantic
7	anim-anim	tailor	by	banker	leaks	suddenly	GDLD_sing_semantic	The tailor by the banker leaks suddenly.	1	4703106084	3371396	5135467	1935324	58025537	2	6	6	5	8	semantic
