	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1792529	anim-anim	dentist	that	painter	hates	runs	GSLS_C_sing_syntactic	The dentist that the painter hates runs.	0	8000768228	3198534	13065194	2416713	26702428	4	7	7	5	4	syntactic	0	0
1366603	anim-inanim	lawyer	beside	tractor	dislikes	knitting	GSLD_sing_semantic	The lawyer beside the tractor dislikes knitting.	0	29718597	21493788	3282135	1451937	2033048	6	6	7	8	8	semantic	0	0
5287809	anim-anim	author	that	vets	knows	smiles	GSLD_C_sing_syntactic	The author that the vets knows smiles.	1	8000768228	99092074	262330	50729807	5542164	4	6	4	5	6	syntactic	0	0
1407244	anim-inanim	author	beside	scooter	honks	loudly	GDLS_sing_semantic	The author beside the scooter honks loudly.	1	29718597	99092074	405037	0	5998778	6	6	7	5	6	semantic	0	0
1549475	inanim-inanim	tractors	beside	jeeps	hate	knitting	GDLD_plur_semantic	The tractors beside the jeeps hate knitting.	1	29718597	1908544	406341	16538862	2033048	6	8	5	4	8	semantic	0	0
3055014	anim-anim	lawyers	near	farmer	know	russian	GSLD_plur_syntactic	The lawyers near the farmer know Russian.	0	154954539	15702570	20568429	405542218	53427209	4	7	6	4	7	syntactic	34	0
7244365	anim-anim	pilots	that	nurse	knows	cry	GDLS_C_plur_syntactic	The pilots that the nurse knows cry.	0	8000768228	5455700	23875250	50729807	24708519	4	6	5	5	3	syntactic	0	0
1292744	anim-anim	tailor	beside	chef	hates	painting	GSLS_sing_syntactic	The tailor beside the chef hates painting.	0	29718597	3371396	2470923	2416713	32738623	6	6	4	5	8	syntactic	0	0
1151073	anim-anim	pilots	that	barbers	hate	laugh	GSLS_C_plur_syntactic	The pilots that the barbers hate laugh.	0	8000768228	5455700	607437	16538862	18161896	4	6	7	4	5	syntactic	0	0
1443326	inanim-anim	tractors	by	lawyers	dislike	bowling	GDLS_plur_semantic	The tractors by the lawyers dislike bowling.	1	4703106084	1908544	15702570	6703610	2476732	2	8	7	7	7	semantic	0	0
7715250	anim-anim	actors	beside	tailor	hates	skating	GDLS_plur_syntactic	The actors beside the tailor hates skating.	1	29718597	18120032	3371396	2416713	1784648	6	6	6	5	7	syntactic	0	0
1546610	inanim-inanim	bus	beside	jeep	likes	cooking	GDLD_sing_semantic	The bus beside the jeep likes cooking.	1	29718597	19370874	2009598	9285296	13672366	6	3	4	5	7	semantic	0	0
8364338	anim-anim	athlete	by	doctor	like	fencing	GDLD_sing_syntactic	The athlete by the doctor like fencing.	1	4703106084	3419291	52110730	709849832	1887055	2	7	6	4	7	syntactic	23	27
401546	anim-anim	athletes	near	teachers	love	boxing	GSLS_plur_syntactic	The athletes near the teachers love boxing.	0	154954539	4726603	73279702	210137973	2262574	4	8	8	4	6	syntactic	0	0
8821617	anim-anim	chefs	that	lawyers	loves	move	GDLD_C_plur_syntactic	The chefs that the lawyers loves move.	1	8000768228	752773	15702570	12028067	93962800	4	5	7	5	4	syntactic	0	0
3549536	anim-anim	chef	near	authors	likes	climbing	GSLD_sing_syntactic	The chef near the authors likes climbing.	0	154954539	2470923	42845288	9285296	7755370	4	4	7	5	8	syntactic	0	0
346534	anim-anim	painter	near	farmer	hates	sailing	GSLS_sing_syntactic	The painter near the farmer hates sailing.	0	154954539	13065194	20568429	2416713	8731451	4	7	6	5	7	syntactic	0	0
1437827	inanim-anim	vans	by	teachers	dislike	shopping	GDLS_plur_semantic	The vans by the teachers dislike shopping.	1	4703106084	963840	73279702	6703610	11206466	2	4	8	7	8	semantic	0	0
9370410	anim-anim	nurses	beside	barbers	hates	hunting	GDLD_plur_syntactic	The nurses beside the barbers hates hunting.	1	29718597	14176931	607437	2416713	19801295	6	6	7	5	7	syntactic	0	0
1330213	inanim-inanim	cars	near	tractors	brake	noisily	GSLS_plur_semantic	The cars near the tractors brake noisily.	0	154954539	24371897	1908544	4685005	807804	4	4	8	5	7	semantic	0	0
2744961	anim-anim	pilot	that	bakers	hates	swims	GSLD_C_sing_syntactic	The pilot that the bakers hates swims.	1	8000768228	16262831	997597	2416713	692721	4	5	6	5	5	syntactic	0	0
1753088	anim-anim	teachers	beside	painters	dislike	farming	GSLS_plur_syntactic	The teachers beside the painters dislike farming.	0	29718597	73279702	7084827	6703610	15602571	6	8	8	7	7	syntactic	0	0
1414239	inanim-anim	jeep	beside	baker	dislikes	cycling	GDLS_sing_semantic	The jeep beside the baker dislikes cycling.	1	29718597	2009598	13610150	1451937	2334761	6	4	5	8	7	semantic	0	0
5989381	anim-anim	tailor	that	teachers	know	studies	GDLS_C_sing_syntactic	The tailor that the teachers know studies.	0	8000768228	3371396	73279702	405542218	159772512	4	6	8	4	7	syntactic	0	144
1331553	inanim-inanim	taxi	near	scooter	crashes	noisily	GSLS_sing_semantic	The taxi near the scooter crashes noisily.	0	154954539	4478068	405037	1060077	807804	4	4	7	7	7	semantic	0	0
6891022	anim-anim	bankers	by	dentist	dislikes	cycling	GDLS_plur_syntactic	The bankers by the dentist dislikes cycling.	1	4703106084	6179440	3198534	1451937	2334761	2	7	7	8	7	syntactic	0	0
1360012	anim-inanim	lawyers	near	jeeps	dislike	acting	GSLD_plur_semantic	The lawyers near the jeeps dislike acting.	0	154954539	15702570	406341	6703610	38536231	4	7	5	7	6	semantic	0	0
9378188	anim-anim	pilot	beside	barber	like	spinning	GDLD_sing_syntactic	The pilot beside the barber like spinning.	1	29718597	16262831	4668021	709849832	6978676	6	5	6	4	8	syntactic	0	0
9332780	anim-anim	actors	near	barbers	loves	spinning	GDLD_plur_syntactic	The actors near the barbers loves spinning.	1	154954539	18120032	607437	12028067	6978676	4	6	7	5	8	syntactic	0	0
9405793	anim-anim	vets	that	barbers	likes	laugh	GDLD_C_plur_syntactic	The vets that the barbers likes laugh.	1	8000768228	262330	607437	9285296	18161896	4	4	7	5	5	syntactic	0	0
1331027	inanim-inanim	vans	near	tractors	smash	suddenly	GSLS_plur_semantic	The vans near the tractors smash suddenly.	0	154954539	963840	1908544	1655337	58025537	4	4	8	5	8	semantic	0	0
1979999	anim-anim	athletes	that	pilots	admire	lie	GSLS_C_plur_syntactic	The athletes that the pilots admire lie.	0	8000768228	4726603	5455700	6461497	44672168	4	8	6	6	3	syntactic	0	0
6218840	anim-anim	nurse	near	actors	like	yachting	GDLS_sing_syntactic	The nurse near the actors like yachting.	1	154954539	23875250	18120032	709849832	382785	4	5	6	4	8	syntactic	0	87
8359297	anim-anim	barber	that	baker	admire	smiles	GDLD_C_sing_syntactic	The barber that the baker admire smiles.	1	8000768228	4668021	13610150	6461497	5542164	4	6	5	6	6	syntactic	0	0
6724849	anim-anim	teachers	that	chef	likes	sneeze	GDLS_C_plur_syntactic	The teachers that the chef likes sneeze.	0	8000768228	73279702	2470923	9285296	504411	4	8	4	5	6	syntactic	0	0
2359425	anim-anim	tailor	that	waiter	hates	coughs	GSLS_C_sing_syntactic	The tailor that the waiter hates coughs.	0	8000768228	3371396	3340926	2416713	582381	4	6	6	5	6	syntactic	0	0
