	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
5	anim-anim	lawyers	by	plumber	detests	studying	GDLS_plur_syntactic	The lawyers by the plumber detests studying.	1	4703106084	15702570	734834	181255	19754110	2	7	7	7	8	syntactic
1	anim-anim	dentist	near	actors	loves	boxing	GSLD_C_sing_syntactic	The dentist that the actors loves dies.	1	154954539	3198534	18120032	12028067	2262574	4	7	6	5	6	syntactic
5	anim-anim	plumbers	by	bakers	dislikes	gambling	GDLD_plur_syntactic	The plumbers by the bakers dislikes gambling.	1	4703106084	543869	997597	1451937	6130169	2	8	6	8	8	syntactic
6	anim-anim	actors	near	vets	hate	fishing	GSLS_plur_syntactic	The actors near the vets hate fishing.	0	154954539	18120032	262330	16538862	21745307	4	6	4	4	7	syntactic
5	anim-anim	author	beside	athlete	likes	skating	GSLS_sing_syntactic	The author beside the athlete likes skating.	0	29718597	99092074	3419291	9285296	1784648	6	6	7	5	7	syntactic
6	anim-anim	farmers	near	athletes	dislikes	acting	GDLD_C_plur_syntactic	The farmers that the athletes dislikes sit.	1	154954539	33753767	4726603	1451937	38536231	4	7	8	8	6	syntactic
5	inanim-anim	taxis	near	lawyers	leak	suddenly	GSLD_plur_semantic	The taxis near the lawyers leak suddenly.	0	154954539	1073931	15702570	3272091	58025537	4	5	7	4	8	semantic
7	anim-anim	barbers	beside	waiter	avoid	bowling	GSLD_plur_syntactic	The barbers beside the waiter avoid bowling.	0	29718597	607437	3340926	60713817	2476732	6	7	6	5	7	syntactic
5	anim-anim	teacher	by	vets	fears	camping	GSLD_C_sing_syntactic	The teacher that the vets fears arrives.	1	4703106084	74147301	262330	17721106	3430548	2	7	4	5	7	syntactic
7	anim-anim	painter	beside	judge	rusts	abruptly	GDLD_sing_semantic	The painter beside the judge rusts abruptly.	1	29718597	13065194	63704000	219876	7262021	6	7	5	5	8	semantic
8	inanim-anim	van	near	teacher	leaks	abruptly	GSLD_sing_semantic	The van near the teacher leaks abruptly.	0	154954539	54213864	74147301	1935324	7262021	4	3	7	5	8	semantic
5	anim-anim	barbers	near	teacher	hates	skating	GDLS_C_plur_syntactic	The barbers that the teacher hates pray.	0	154954539	607437	74147301	2416713	1784648	4	7	7	5	7	syntactic
6	anim-anim	doctors	beside	dentist	like	fishing	GSLD_C_plur_syntactic	The doctors that the dentist like sit.	1	29718597	19521968	3198534	709849832	21745307	6	7	7	4	7	syntactic
5	anim-anim	nurse	near	waiters	hates	cooking	GSLD_sing_syntactic	The nurse near the waiters hates cooking.	0	154954539	23875250	1363954	2416713	13672366	4	5	7	5	7	syntactic
