	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
7	anim-anim	builders	near	painters	fear	painting	GSLS_C_plur_syntactic	The builders that the painters fear die.	0	154954539	5454568	7084827	83025936	32738623	4	8	8	4	8	syntactic
3	anim-anim	athletes	near	dentist	dislike	skiing	GSLD_plur_syntactic	The athletes near the dentist dislike skiing.	0	154954539	4726603	3198534	6703610	1934331	4	8	7	7	6	syntactic
3	anim-anim	chef	by	nurses	avoid	skating	GDLS_C_sing_syntactic	The chef that the nurses avoid prays.	0	4703106084	2470923	14176931	60713817	1784648	2	4	6	5	7	syntactic
7	anim-anim	actors	near	lawyers	like	boxing	GSLS_plur_semantic	The actors near the lawyers like boxing.	0	154954539	18120032	15702570	709849832	2262574	4	6	7	4	6	semantic
1	anim-anim	doctor	by	vet	fear	shopping	GDLD_sing_syntactic	The doctor by the vet fear shopping.	1	4703106084	52110730	2597895	83025936	11206466	2	6	3	4	8	syntactic
3	anim-inanim	waiters	by	tractors	detest	sailing	GSLD_plur_semantic	The waiters by the tractors detest sailing.	0	4703106084	1363954	1908544	740903	8731451	2	7	8	6	7	semantic
7	anim-anim	actors	beside	farmer	like	fishing	GSLD_C_plur_syntactic	The actors that the farmer like pray.	1	29718597	18120032	20568429	709849832	21745307	6	6	6	4	7	syntactic
3	anim-anim	painters	near	nurses	hates	sailing	GDLD_C_plur_syntactic	The painters that the nurses hates pray.	1	154954539	7084827	14176931	2416713	8731451	4	8	6	5	7	syntactic
4	inanim-anim	taxis	by	chefs	rust	suddenly	GSLD_plur_semantic	The taxis by the chefs rust suddenly.	0	4703106084	1073931	752773	3598446	58025537	2	5	5	4	8	semantic
0	anim-anim	dentist	near	painter	avoids	dancing	GSLS_sing_semantic	The dentist near the painter avoids dancing.	0	154954539	3198534	13065194	3608938	15565681	4	7	7	6	7	semantic
9	anim-anim	teachers	beside	barbers	love	camping	GSLS_plur_syntactic	The teachers beside the barbers love camping.	0	29718597	73279702	607437	210137973	3430548	6	8	7	4	7	syntactic
1	anim-anim	nurses	beside	painters	loves	driving	GDLD_plur_syntactic	The nurses beside the painters loves driving.	1	29718597	14176931	7084827	12028067	25592961	6	6	8	5	7	syntactic
9	anim-anim	builder	beside	baker	malfunctions	abruptly	GDLD_sing_semantic	The builder beside the baker malfunctions abruptly.	1	29718597	4915470	13610150	327422	7262021	6	7	5	12	8	semantic
3	inanim-inanim	van	beside	scooter	fears	farming	GDLD_sing_semantic	The van beside the scooter fears farming.	1	29718597	54213864	405037	17721106	15602571	6	3	7	5	7	semantic
2	inanim-inanim	scooter	beside	van	leaks	suddenly	GSLS_sing_semantic	The scooter beside the van leaks suddenly.	0	29718597	405037	54213864	1935324	58025537	6	7	3	5	8	semantic
8	anim-anim	baker	near	athletes	loves	sailing	GSLD_sing_syntactic	The baker near the athletes loves sailing.	0	154954539	13610150	4726603	12028067	8731451	4	5	8	5	7	syntactic
9	anim-anim	vet	near	judge	prefer	fishing	GDLD_sing_syntactic	The vet near the judge prefer fishing.	1	154954539	2597895	63704000	20278168	21745307	4	3	5	6	7	syntactic
8	anim-anim	farmer	beside	dentist	likes	fishing	GSLS_sing_syntactic	The farmer beside the dentist likes fishing.	0	29718597	20568429	3198534	9285296	21745307	6	6	7	5	7	syntactic
9	anim-anim	plumbers	near	author	dislikes	hunting	GDLS_plur_syntactic	The plumbers near the author dislikes hunting.	1	154954539	543869	99092074	1451937	19801295	4	8	6	8	7	syntactic
4	inanim-anim	taxi	by	barber	detests	bowling	GDLS_sing_semantic	The taxi by the barber detests bowling.	1	4703106084	4478068	4668021	181255	2476732	2	4	6	7	7	semantic
4	anim-anim	builder	near	barber	detests	acting	GSLS_sing_syntactic	The builder near the barber detests acting.	0	154954539	4915470	4668021	181255	38536231	4	7	6	7	6	syntactic
6	anim-anim	vets	by	authors	dislikes	driving	GDLD_C_plur_syntactic	The vets that the authors dislikes pray.	1	4703106084	262330	42845288	1451937	25592961	2	4	7	8	7	syntactic
3	anim-anim	plumbers	near	builders	prefer	driving	GSLS_plur_syntactic	The plumbers near the builders prefer driving.	0	154954539	543869	5454568	20278168	25592961	4	8	8	6	7	syntactic
8	anim-anim	bakers	beside	nurses	avoids	farming	GDLD_plur_syntactic	The bakers beside the nurses avoids farming.	1	29718597	997597	14176931	3608938	15602571	6	6	6	6	7	syntactic
1	anim-anim	bankers	beside	nurse	dislike	bowling	GSLD_C_plur_syntactic	The bankers that the nurse dislike die.	1	29718597	6179440	23875250	6703610	2476732	6	7	5	7	7	syntactic
5	inanim-anim	truck	beside	pilot	leaks	suddenly	GSLD_sing_semantic	The truck beside the pilot leaks suddenly.	0	29718597	14274010	16262831	1935324	58025537	6	5	5	5	8	semantic
1	anim-anim	painter	near	banker	hates	gambling	GSLS_C_sing_syntactic	The painter that the banker hates dies.	0	154954539	13065194	5135467	2416713	6130169	4	7	6	5	8	syntactic
4	anim-anim	athletes	beside	teacher	loves	fishing	GDLS_C_plur_syntactic	The athletes that the teacher loves die.	0	29718597	4726603	74147301	12028067	21745307	6	8	7	5	7	syntactic
2	anim-anim	builders	by	author	avoid	dancing	GSLD_plur_syntactic	The builders by the author avoid dancing.	0	4703106084	5454568	99092074	60713817	15565681	2	8	6	5	7	syntactic
1	anim-inanim	waiter	near	tractor	leaks	abruptly	GDLS_sing_semantic	The waiter near the tractor leaks abruptly.	1	154954539	3340926	3282135	1935324	7262021	4	6	7	5	8	semantic
0	anim-anim	waiter	beside	chefs	loves	shopping	GSLD_C_sing_syntactic	The waiter that the chefs loves dies.	1	29718597	3340926	752773	12028067	11206466	6	6	5	5	8	syntactic
0	anim-anim	tailor	by	actors	avoids	camping	GSLD_sing_syntactic	The tailor by the actors avoids camping.	0	4703106084	3371396	18120032	3608938	3430548	2	6	6	6	7	syntactic
4	inanim-anim	tractors	by	farmers	like	boxing	GDLS_plur_semantic	The tractors by the farmers like boxing.	1	4703106084	1908544	33753767	709849832	2262574	2	8	7	4	6	semantic
9	anim-anim	judge	by	tailor	fears	camping	GSLS_C_sing_syntactic	The judge that the tailor fears arrives.	0	4703106084	63704000	3371396	17721106	3430548	2	5	6	5	7	syntactic
6	inanim-inanim	trucks	by	scooters	leak	suddenly	GSLS_plur_semantic	The trucks by the scooters leak suddenly.	0	4703106084	6808013	182717	3272091	58025537	2	6	8	4	8	semantic
1	anim-anim	farmer	near	lawyers	dislike	cycling	GDLS_C_sing_syntactic	The farmer that the lawyers dislike prays.	0	154954539	20568429	15702570	6703610	2334761	4	6	7	7	7	syntactic
0	anim-anim	judge	by	waiters	prefer	yachting	GDLS_sing_syntactic	The judge by the waiters prefer yachting.	1	4703106084	63704000	1363954	20278168	382785	2	5	7	6	8	syntactic
1	anim-anim	barbers	near	lawyer	avoids	sailing	GDLS_plur_syntactic	The barbers near the lawyer avoids sailing.	1	154954539	607437	21493788	3608938	8731451	4	7	6	6	7	syntactic
4	inanim-inanim	trucks	beside	taxis	love	fencing	GDLD_plur_semantic	The trucks beside the taxis love fencing.	1	29718597	6808013	1073931	210137973	1887055	6	6	5	4	7	semantic
3	anim-anim	nurses	near	athletes	malfunction	suddenly	GDLD_plur_semantic	The nurses near the athletes malfunction suddenly.	1	154954539	14176931	4726603	818548	58025537	4	6	8	11	8	semantic
7	anim-anim	plumber	near	bankers	hates	camping	GSLD_C_sing_syntactic	The plumber that the bankers hates arrives.	1	154954539	734834	6179440	2416713	3430548	4	7	7	5	7	syntactic
