	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1332057	inanim-inanim	van	near	scooter	skids	noisily	GSLS_sing_semantic	The van near the scooter skids noisily.	0	154954539	54213864	405037	250523	807804	4	3	7	5	7	semantic	0	0
1499152	anim-anim	judges	near	dentists	skid	loudly	GDLD_plur_semantic	The judges near the dentists skid loudly.	1	154954539	24677643	1487700	816187	5998778	4	6	8	4	6	semantic	0	0
1388324	anim-inanim	actor	near	crane	dislikes	acting	GSLD_sing_semantic	The actor near the crane dislikes acting.	0	154954539	14665285	5664326	1451937	38536231	4	5	5	8	6	semantic	0	0
8362321	anim-anim	pilots	that	bakers	admires	swim	GDLD_C_plur_syntactic	The pilots that the bakers admires swim.	1	8000768228	5455700	997597	929819	6237963	4	6	6	7	4	syntactic	0	0
1544606	inanim-inanim	van	by	truck	dislikes	spinning	GDLD_sing_semantic	The van by the truck dislikes spinning.	1	4703106084	54213864	14274010	1451937	6978676	2	3	5	8	8	semantic	0	0
1387576	anim-inanim	lawyer	near	crane	dislikes	farming	GSLD_sing_semantic	The lawyer near the crane dislikes farming.	0	154954539	21493788	5664326	1451937	15602571	4	6	5	8	7	semantic	0	0
9231832	anim-anim	judges	beside	bankers	hates	painting	GDLD_plur_syntactic	The judges beside the bankers hates painting.	1	29718597	24677643	6179440	2416713	32738623	6	6	7	5	8	syntactic	0	0
1431208	inanim-anim	tractors	beside	farmers	know	english	GDLS_plur_semantic	The tractors beside the farmers know English.	1	29718597	1908544	33753767	405542218	195298116	6	8	7	4	7	semantic	0	0
1332819	inanim-inanim	truck	beside	van	smashes	suddenly	GSLS_sing_semantic	The truck beside the van smashes suddenly.	0	29718597	14274010	54213864	177467	58025537	6	5	3	7	8	semantic	0	0
1642081	anim-anim	banker	that	nurse	dislikes	laughs	GSLS_C_sing_syntactic	The banker that the nurse dislikes laughs.	0	8000768228	5135467	23875250	1451937	2942362	4	6	5	8	6	syntactic	0	0
