	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1329695	inanim-inanim	scooter	near	jeep	skids	suddenly	GSLS_sing_semantic	The scooter near the jeep skids suddenly.	0	154954539	405037	2009598	250523	58025537	4	7	4	5	8	semantic	0	0
1328214	inanim-inanim	taxi	by	truck	smashes	abruptly	GSLS_sing_semantic	The taxi by the truck smashes abruptly.	0	4703106084	4478068	14274010	177467	7262021	2	4	5	7	8	semantic	0	0
1415852	inanim-anim	scooters	by	bakers	like	acting	GDLS_plur_semantic	The scooters by the bakers like acting.	1	4703106084	182717	997597	709849832	38536231	2	8	6	4	6	semantic	0	0
1348293	anim-inanim	teacher	by	taxi	admires	loyalty	GSLD_sing_semantic	The teacher by the taxi admires loyalty.	0	4703106084	74147301	4478068	929819	15810585	2	7	4	7	7	semantic	0	0
4944929	anim-anim	chef	that	tailors	likes	sits	GSLD_C_sing_syntactic	The chef that the tailors likes sits.	1	8000768228	2470923	1121681	9285296	8154939	4	4	7	5	4	syntactic	0	0
842178	anim-anim	bankers	near	authors	love	fencing	GSLS_plur_syntactic	The bankers near the authors love fencing.	0	154954539	6179440	42845288	210137973	1887055	4	7	7	4	7	syntactic	0	0
1349052	anim-inanim	athletes	beside	trucks	love	acting	GSLD_plur_semantic	The athletes beside the trucks love acting.	0	29718597	4726603	6808013	210137973	38536231	6	8	6	4	6	semantic	0	0
1440484	inanim-anim	taxi	near	lawyer	hates	painting	GDLS_sing_semantic	The taxi near the lawyer hates painting.	1	154954539	4478068	21493788	2416713	32738623	4	4	6	5	8	semantic	0	0
3204593	anim-anim	chef	that	teachers	admires	swims	GSLD_C_sing_syntactic	The chef that the teachers admires swims.	1	8000768228	2470923	73279702	929819	692721	4	4	8	7	5	syntactic	0	0
1329264	inanim-inanim	buses	beside	jeeps	smash	loudly	GSLS_plur_semantic	The buses beside the jeeps smash loudly.	0	29718597	4213326	406341	1655337	5998778	6	5	5	5	6	semantic	0	0
6717010	anim-anim	farmer	beside	chefs	hate	skating	GDLS_sing_syntactic	The farmer beside the chefs hate skating.	1	29718597	20568429	752773	16538862	1784648	6	6	5	4	7	syntactic	0	0
1125201	anim-anim	dentists	that	barbers	like	run	GSLS_C_plur_syntactic	The dentists that the barbers like run.	0	8000768228	1487700	607437	709849832	109873076	4	8	7	4	3	syntactic	0	0
7510882	anim-anim	waiters	by	pilot	dislikes	fencing	GDLS_plur_syntactic	The waiters by the pilot dislikes fencing.	1	4703106084	1363954	16262831	1451937	1887055	2	7	5	8	7	syntactic	0	0
8354417	anim-anim	plumbers	that	bakers	knows	cough	GDLD_C_plur_syntactic	The plumbers that the bakers knows cough.	1	8000768228	543869	997597	50729807	5632779	4	8	6	5	5	syntactic	0	0
3359665	anim-anim	bakers	that	actor	hate	lie	GSLD_C_plur_syntactic	The bakers that the actor hate lie.	1	8000768228	997597	14665285	16538862	44672168	4	6	5	4	3	syntactic	0	0
6258796	anim-anim	vets	by	actor	likes	walking	GDLS_plur_syntactic	The vets by the actor likes walking.	1	4703106084	262330	14665285	9285296	30746983	2	4	5	5	7	syntactic	0	0
7828097	anim-anim	doctor	that	waiters	dislike	swims	GDLS_C_sing_syntactic	The doctor that the waiters dislike swims.	0	8000768228	52110730	1363954	6703610	692721	4	6	7	7	5	syntactic	0	0
1022332	anim-anim	plumber	near	banker	dislikes	walking	GSLS_sing_syntactic	The plumber near the banker dislikes walking.	0	154954539	734834	5135467	1451937	30746983	4	7	6	8	7	syntactic	0	0
10612237	anim-anim	author	that	waiter	admire	dies	GDLD_C_sing_syntactic	The author that the waiter admire dies.	1	8000768228	99092074	3340926	6461497	11810645	4	6	6	6	4	syntactic	0	0
