	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1341752	anim-inanim	athlete	beside	taxi	hates	climbing	GSLD_sing_semantic	The athlete beside the taxi hates climbing.	0	29718597	3419291	4478068	2416713	7755370	6	7	4	5	8	semantic	0	0
7360554	anim-anim	tailor	beside	painters	love	studying	GDLS_sing_syntactic	The tailor beside the painters love studying.	1	29718597	3371396	7084827	210137973	19754110	6	6	8	4	8	syntactic	0	0
1330466	inanim-inanim	taxis	near	tractors	brake	abruptly	GSLS_plur_semantic	The taxis near the tractors brake abruptly.	0	154954539	1073931	1908544	4685005	7262021	4	5	8	5	8	semantic	0	0
2022210	anim-anim	lawyers	near	plumbers	like	fencing	GSLS_plur_syntactic	The lawyers near the plumbers like fencing.	0	154954539	15702570	543869	709849832	1887055	4	7	8	4	7	syntactic	78	0
1386243	anim-inanim	farmers	near	cranes	love	sailing	GSLD_plur_semantic	The farmers near the cranes love sailing.	0	154954539	33753767	1511645	210137973	8731451	4	7	6	4	7	semantic	0	0
8327708	anim-anim	plumbers	near	bakers	loves	bowling	GDLD_plur_syntactic	The plumbers near the bakers loves bowling.	1	154954539	543869	997597	12028067	2476732	4	8	6	5	7	syntactic	0	0
1781873	anim-anim	barbers	that	painters	like	lie	GSLS_C_plur_syntactic	The barbers that the painters like lie.	0	8000768228	607437	7084827	709849832	44672168	4	7	8	4	3	syntactic	0	44
9010428	anim-anim	vets	by	actors	dislikes	walking	GDLD_plur_syntactic	The vets by the actors dislikes walking.	1	4703106084	262330	18120032	1451937	30746983	2	4	6	8	7	syntactic	0	0
1428559	inanim-anim	jeeps	beside	farmers	dislike	camping	GDLS_plur_semantic	The jeeps beside the farmers dislike camping.	1	29718597	406341	33753767	6703610	3430548	6	5	7	7	7	semantic	0	0
1531408	inanim-inanim	scooter	by	bus	loves	fishing	GDLD_sing_semantic	The scooter by the bus loves fishing.	1	4703106084	405037	19370874	12028067	21745307	2	7	3	5	7	semantic	0	0
1441937	inanim-anim	jeep	near	lawyer	loves	skating	GDLS_sing_semantic	The jeep near the lawyer loves skating.	1	154954539	2009598	21493788	12028067	1784648	4	4	6	5	7	semantic	0	0
5790986	anim-anim	dentists	near	farmer	likes	studying	GDLS_plur_syntactic	The dentists near the farmer likes studying.	1	154954539	1487700	20568429	9285296	19754110	4	8	6	5	8	syntactic	0	0
10578865	anim-anim	pilot	that	waiter	hate	sneezes	GDLD_C_sing_syntactic	The pilot that the waiter hate sneezes.	1	8000768228	16262831	3340926	16538862	134227	4	5	6	4	7	syntactic	0	0
1326493	inanim-inanim	van	near	bus	smashes	noisily	GSLS_sing_semantic	The van near the bus smashes noisily.	0	154954539	54213864	19370874	177467	807804	4	3	3	7	7	semantic	0	0
1609249	anim-anim	farmer	that	nurse	likes	sits	GSLS_C_sing_syntactic	The farmer that the nurse likes sits.	0	8000768228	20568429	23875250	9285296	8154939	4	6	5	5	4	syntactic	0	0
1413359	inanim-anim	truck	beside	baker	hates	camping	GDLS_sing_semantic	The truck beside the baker hates camping.	1	29718597	14274010	13610150	2416713	3430548	6	5	5	5	7	semantic	0	0
1506945	anim-anim	baker	near	painter	crashes	noisily	GDLD_sing_semantic	The baker near the painter crashes noisily.	1	154954539	13610150	13065194	1060077	807804	4	5	7	7	7	semantic	0	0
4127537	anim-anim	nurse	that	dentists	hates	cries	GSLD_C_sing_syntactic	The nurse that the dentists hates cries.	1	8000768228	23875250	1487700	2416713	9051102	4	5	8	5	5	syntactic	0	0
1058617	anim-anim	plumber	that	banker	admires	coughs	GSLS_C_sing_syntactic	The plumber that the banker admires coughs.	0	8000768228	734834	5135467	929819	582381	4	7	6	7	6	syntactic	0	0
694242	anim-anim	lawyer	by	actor	loves	skating	GSLS_sing_syntactic	The lawyer by the actor loves skating.	0	4703106084	21493788	14665285	12028067	1784648	2	6	5	5	7	syntactic	0	0
5607489	anim-anim	teacher	that	doctors	hate	arrives	GDLS_C_sing_syntactic	The teacher that the doctors hate arrives.	0	8000768228	74147301	19521968	16538862	6366129	4	7	7	4	7	syntactic	0	0
4884002	anim-anim	athlete	by	tailors	loves	skating	GSLD_sing_syntactic	The athlete by the tailors loves skating.	0	4703106084	3419291	1121681	12028067	1784648	2	7	7	5	7	syntactic	0	0
