	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
0	anim-inanim	barbers	by	taxis	avoid	skiing	GSLD_plur_semantic	The barbers by the taxis avoid skiing.	0	4703106084	607437	1073931	60713817	1934331	2	7	5	5	6	semantic
0	anim-inanim	judges	by	trucks	skid	noisily	GDLS_plur_semantic	The judges by the trucks skid noisily.	1	4703106084	24677643	6808013	816187	807804	2	6	6	4	7	semantic
9	inanim-inanim	taxi	beside	van	leaks	abruptly	GSLS_sing_semantic	The taxi beside the van leaks abruptly.	0	29718597	4478068	54213864	1935324	7262021	6	4	3	5	8	semantic
8	anim-anim	tailors	near	author	avoid	studying	GSLD_C_plur_syntactic	The tailors that the author avoid arrive.	1	154954539	1121681	99092074	60713817	19754110	4	7	6	5	8	syntactic
3	anim-anim	vets	beside	lawyer	detest	fishing	GSLD_plur_syntactic	The vets beside the lawyer detest fishing.	0	29718597	262330	21493788	740903	21745307	6	4	6	6	7	syntactic
6	anim-anim	vet	near	lawyers	hate	fishing	GDLS_sing_syntactic	The vet near the lawyers hate fishing.	1	154954539	2597895	15702570	16538862	21745307	4	3	7	4	7	syntactic
7	anim-anim	actors	by	authors	loves	fencing	GDLD_C_plur_syntactic	The actors that the authors loves die.	1	4703106084	18120032	42845288	12028067	1887055	2	6	7	5	7	syntactic
1	anim-anim	judges	near	teacher	detest	shopping	GSLD_C_plur_syntactic	The judges that the teacher detest sit.	1	154954539	24677643	74147301	740903	11206466	4	6	7	6	8	syntactic
1	inanim-inanim	scooters	near	buses	leak	abruptly	GSLS_plur_semantic	The scooters near the buses leak abruptly.	0	154954539	182717	4213326	3272091	7262021	4	8	5	4	8	semantic
8	anim-anim	waiter	beside	athlete	avoid	farming	GDLD_sing_syntactic	The waiter beside the athlete avoid farming.	1	29718597	3340926	3419291	60713817	15602571	6	6	7	5	7	syntactic
6	anim-anim	banker	near	authors	hate	painting	GDLS_C_sing_syntactic	The banker that the authors hate sits.	0	154954539	5135467	42845288	16538862	32738623	4	6	7	4	8	syntactic
0	anim-anim	waiter	near	baker	brakes	loudly	GDLD_sing_semantic	The waiter near the baker brakes loudly.	1	154954539	3340926	13610150	2506876	5998778	4	6	5	6	6	semantic
