	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
8	anim-anim	doctors	near	chef	love	skating	GSLD_C_plur_syntactic	The doctors that the chef love sit.	1	154954539	19521968	2470923	210137973	1784648	4	7	4	4	7	syntactic
5	inanim-anim	buses	beside	farmers	dislike	dancing	GDLS_plur_semantic	The buses beside the farmers dislike dancing.	1	29718597	4213326	33753767	6703610	15565681	6	5	7	7	7	semantic
3	inanim-anim	car	near	pilot	crashes	noisily	GSLD_sing_semantic	The car near the pilot crashes noisily.	0	154954539	71566944	16262831	1060077	807804	4	3	5	7	7	semantic
2	anim-anim	waiter	near	builder	dislike	cycling	GDLD_C_sing_syntactic	The waiter that the builder dislike sits.	1	154954539	3340926	4915470	6703610	2334761	4	6	7	7	7	syntactic
9	anim-anim	barbers	near	lawyers	dislike	dancing	GSLS_plur_syntactic	The barbers near the lawyers dislike dancing.	0	154954539	607437	15702570	6703610	15565681	4	7	7	7	7	syntactic
5	anim-anim	chefs	near	lawyers	loves	climbing	GDLD_C_plur_syntactic	The chefs that the lawyers loves sit.	1	154954539	752773	15702570	12028067	7755370	4	5	7	5	8	syntactic
4	inanim-inanim	taxis	beside	trucks	dislike	fishing	GDLD_plur_semantic	The taxis beside the trucks dislike fishing.	1	29718597	1073931	6808013	6703610	21745307	6	5	6	7	7	semantic
9	inanim-anim	bus	beside	judge	detests	boxing	GDLS_sing_semantic	The bus beside the judge detests boxing.	1	29718597	19370874	63704000	181255	2262574	6	3	5	7	6	semantic
5	anim-anim	painter	by	teacher	love	skating	GDLD_C_sing_syntactic	The painter that the teacher love sits.	1	4703106084	13065194	74147301	210137973	1784648	2	7	7	4	7	syntactic
4	anim-inanim	doctors	by	tractors	honk	noisily	GDLS_plur_semantic	The doctors by the tractors honk noisily.	1	4703106084	19521968	1908544	186601	807804	2	7	8	4	7	semantic
4	anim-anim	builder	near	farmer	likes	fencing	GSLS_C_sing_syntactic	The builder that the farmer likes dies.	0	154954539	4915470	20568429	9285296	1887055	4	7	6	5	7	syntactic
9	anim-anim	vets	near	nurses	prefer	camping	GSLS_C_plur_syntactic	The vets that the nurses prefer arrive.	0	154954539	262330	14176931	20278168	3430548	4	4	6	6	7	syntactic
6	anim-inanim	pilot	by	truck	dislikes	spinning	GSLD_sing_semantic	The pilot by the truck dislikes spinning.	0	4703106084	16262831	14274010	1451937	6978676	2	5	5	8	8	semantic
1	anim-anim	tailors	beside	painter	hate	hunting	GSLD_plur_syntactic	The tailors beside the painter hate hunting.	0	29718597	1121681	13065194	16538862	19801295	6	7	7	4	7	syntactic
6	anim-anim	barbers	near	vets	honk	loudly	GDLD_plur_semantic	The barbers near the vets honk loudly.	1	154954539	607437	262330	186601	5998778	4	7	4	4	6	semantic
6	anim-anim	author	by	vets	fear	knitting	GDLS_sing_syntactic	The author by the vets fear knitting.	1	4703106084	99092074	262330	83025936	2033048	2	6	4	4	8	syntactic
