	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
1	anim-anim	waiter	near	actor	prefer	camping	GDLD_C_sing_syntactic	The waiter that the actor prefer sits.	1	154954539	3340926	14665285	20278168	3430548	4	6	5	6	7	syntactic
1	anim-anim	lawyers	by	pilots	detest	studying	GSLS_C_plur_syntactic	The lawyers that the pilots detest die.	0	4703106084	15702570	5455700	740903	19754110	2	7	6	6	8	syntactic
6	anim-anim	actor	near	chefs	fear	cycling	GDLS_C_sing_syntactic	The actor that the chefs fear dies.	0	154954539	14665285	752773	83025936	2334761	4	5	5	4	7	syntactic
0	anim-anim	nurses	by	judges	avoid	acting	GSLS_C_plur_syntactic	The nurses that the judges avoid sit.	0	4703106084	14176931	24677643	60713817	38536231	2	6	6	5	6	syntactic
4	inanim-inanim	vans	beside	cars	dislike	spinning	GDLD_plur_semantic	The vans beside the cars dislike spinning.	1	29718597	963840	24371897	6703610	6978676	6	4	4	7	8	semantic
0	anim-anim	farmer	beside	doctors	fear	gambling	GDLS_sing_syntactic	The farmer beside the doctors fear gambling.	1	29718597	20568429	19521968	83025936	6130169	6	6	7	4	8	syntactic
1	anim-anim	dentists	beside	barbers	detest	cooking	GSLS_plur_syntactic	The dentists beside the barbers detest cooking.	0	29718597	1487700	607437	740903	13672366	6	8	7	6	7	syntactic
0	anim-inanim	farmers	near	buses	love	bowling	GSLD_plur_semantic	The farmers near the buses love bowling.	0	154954539	33753767	4213326	210137973	2476732	4	7	5	4	7	semantic
6	anim-anim	farmers	by	dentist	likes	acting	GDLS_plur_syntactic	The farmers by the dentist likes acting.	1	4703106084	33753767	3198534	9285296	38536231	2	7	7	5	6	syntactic
8	anim-anim	pilots	near	tailor	prefer	painting	GSLD_plur_syntactic	The pilots near the tailor prefer painting.	0	154954539	5455700	3371396	20278168	32738623	4	6	6	6	8	syntactic
8	anim-anim	barber	beside	judge	hates	shopping	GSLS_C_sing_syntactic	The barber that the judge hates arrives.	0	29718597	4668021	63704000	2416713	11206466	6	6	5	5	8	syntactic
1	inanim-inanim	tractor	by	bus	malfunctions	abruptly	GSLS_sing_semantic	The tractor by the bus malfunctions abruptly.	0	4703106084	3282135	19370874	327422	7262021	2	7	3	12	8	semantic
