	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
9	anim-anim	dentist	by	tailor	fear	spinning	GDLD_C_sing_syntactic	The dentist that the tailor fear sits.	1	4703106084	3198534	3371396	83025936	6978676	2	7	6	4	8	syntactic
1	anim-anim	teachers	by	pilots	fears	gambling	GDLD_plur_syntactic	The teachers by the pilots fears gambling.	1	4703106084	73279702	5455700	17721106	6130169	2	8	6	5	8	syntactic
3	anim-inanim	banker	by	tractor	dislikes	acting	GSLD_sing_semantic	The banker by the tractor dislikes acting.	0	4703106084	5135467	3282135	1451937	38536231	2	6	7	8	6	semantic
0	anim-anim	authors	near	athletes	honk	once	GDLD_plur_semantic	The authors near the athletes honk once.	1	154954539	42845288	4726603	186601	267334111	4	7	8	4	4	semantic
4	inanim-anim	taxis	near	authors	honk	once	GSLD_plur_semantic	The taxis near the authors honk once.	0	154954539	1073931	42845288	186601	267334111	4	5	7	4	4	semantic
3	anim-anim	builder	beside	pilot	loves	studying	GSLS_sing_syntactic	The builder beside the pilot loves studying.	0	29718597	4915470	16262831	12028067	19754110	6	7	5	5	8	syntactic
9	anim-anim	waiter	beside	athletes	prefer	camping	GDLS_C_sing_syntactic	The waiter that the athletes prefer dies.	0	29718597	3340926	4726603	20278168	3430548	6	6	8	6	7	syntactic
2	anim-anim	actor	beside	farmers	prefers	cycling	GSLD_C_sing_syntactic	The actor that the farmers prefers arrives.	1	29718597	14665285	33753767	4149558	2334761	6	5	7	7	7	syntactic
7	anim-anim	judges	near	authors	fear	shopping	GSLS_C_plur_syntactic	The judges that the authors fear arrive.	0	154954539	24677643	42845288	83025936	11206466	4	6	7	4	8	syntactic
2	anim-anim	barbers	beside	tailors	prefers	spinning	GDLD_C_plur_syntactic	The barbers that the tailors prefers pray.	1	29718597	607437	1121681	4149558	6978676	6	7	7	7	8	syntactic
9	inanim-inanim	scooter	by	tractor	crashes	abruptly	GSLS_sing_semantic	The scooter by the tractor crashes abruptly.	0	4703106084	405037	3282135	1060077	7262021	2	7	7	7	8	semantic
4	anim-anim	chefs	beside	judges	detest	spinning	GSLS_plur_syntactic	The chefs beside the judges detest spinning.	0	29718597	752773	24677643	740903	6978676	6	5	6	6	8	syntactic
1	anim-anim	banker	near	tailors	fears	fencing	GSLD_C_sing_syntactic	The banker that the tailors fears dies.	1	154954539	5135467	1121681	17721106	1887055	4	6	7	5	7	syntactic
8	anim-anim	tailors	by	authors	dislikes	climbing	GDLD_C_plur_syntactic	The tailors that the authors dislikes arrive.	1	4703106084	1121681	42845288	1451937	7755370	2	7	7	8	8	syntactic
8	anim-anim	vets	by	waiters	prefer	studying	GSLS_plur_syntactic	The vets by the waiters prefer studying.	0	4703106084	262330	1363954	20278168	19754110	2	4	7	6	8	syntactic
3	anim-anim	vet	beside	doctor	hate	yachting	GDLD_sing_syntactic	The vet beside the doctor hate yachting.	1	29718597	2597895	52110730	16538862	382785	6	3	6	4	8	syntactic
0	anim-anim	farmer	near	plumbers	avoid	cycling	GDLS_C_sing_syntactic	The farmer that the plumbers avoid sits.	0	154954539	20568429	543869	60713817	2334761	4	6	8	5	7	syntactic
9	anim-anim	farmer	beside	nurse	loves	knitting	GSLS_C_sing_syntactic	The farmer that the nurse loves dies.	0	29718597	20568429	23875250	12028067	2033048	6	6	5	5	8	syntactic
3	anim-anim	doctors	beside	teacher	likes	painting	GDLS_C_plur_syntactic	The doctors that the teacher likes die.	0	29718597	19521968	74147301	9285296	32738623	6	7	7	5	8	syntactic
1	anim-anim	barber	near	chef	crashes	noisily	GDLD_sing_semantic	The barber near the chef crashes noisily.	1	154954539	4668021	2470923	1060077	807804	4	6	4	7	7	semantic
9	anim-inanim	pilot	near	van	skids	noisily	GDLS_sing_semantic	The pilot near the van skids noisily.	1	154954539	16262831	54213864	250523	807804	4	5	3	5	7	semantic
8	anim-anim	tailor	by	teacher	dislikes	bowling	GSLS_C_sing_syntactic	The tailor that the teacher dislikes prays.	0	4703106084	3371396	74147301	1451937	2476732	2	6	7	8	7	syntactic
0	inanim-anim	car	beside	plumber	fears	yachting	GDLS_sing_semantic	The car beside the plumber fears yachting.	1	29718597	71566944	734834	17721106	382785	6	3	7	5	8	semantic
8	anim-inanim	farmers	near	taxis	skid	abruptly	GDLS_plur_semantic	The farmers near the taxis skid abruptly.	1	154954539	33753767	1073931	816187	7262021	4	7	5	4	8	semantic
9	inanim-anim	tractors	beside	lawyers	avoid	studying	GDLS_plur_semantic	The tractors beside the lawyers avoid studying.	1	29718597	1908544	15702570	60713817	19754110	6	8	7	5	8	semantic
3	anim-anim	waiters	near	chef	fears	fishing	GDLS_plur_syntactic	The waiters near the chef fears fishing.	1	154954539	1363954	2470923	17721106	21745307	4	7	4	5	7	syntactic
3	anim-anim	farmers	near	barber	avoid	bowling	GSLD_plur_syntactic	The farmers near the barber avoid bowling.	0	154954539	33753767	4668021	60713817	2476732	4	7	6	5	7	syntactic
4	anim-anim	painter	beside	actors	fears	gambling	GSLD_sing_syntactic	The painter beside the actors fears gambling.	0	29718597	13065194	18120032	17721106	6130169	6	7	6	5	8	syntactic
2	inanim-inanim	scooter	by	truck	fears	studying	GDLD_sing_semantic	The scooter by the truck fears studying.	1	4703106084	405037	14274010	17721106	19754110	2	7	5	5	8	semantic
5	anim-anim	nurses	by	banker	hates	studying	GDLS_plur_syntactic	The nurses by the banker hates studying.	1	4703106084	14176931	5135467	2416713	19754110	2	6	6	5	8	syntactic
0	anim-anim	judges	by	builder	hates	skiing	GDLS_C_plur_syntactic	The judges that the builder hates pray.	0	4703106084	24677643	4915470	2416713	1934331	2	6	7	5	6	syntactic
7	anim-anim	lawyers	by	judge	like	cooking	GSLD_C_plur_syntactic	The lawyers that the judge like sit.	1	4703106084	15702570	63704000	709849832	13672366	2	7	5	4	7	syntactic
5	anim-anim	barber	near	pilot	hates	acting	GSLS_sing_semantic	The barber near the pilot hates acting.	0	154954539	4668021	16262831	2416713	38536231	4	6	5	5	6	semantic
0	anim-inanim	teachers	near	taxis	prefer	cooking	GSLD_plur_semantic	The teachers near the taxis prefer cooking.	0	154954539	73279702	1073931	20278168	13672366	4	8	5	6	7	semantic
8	anim-anim	judge	near	builder	prefer	camping	GDLD_C_sing_syntactic	The judge that the builder prefer sits.	1	154954539	63704000	4915470	20278168	3430548	4	5	7	6	7	syntactic
9	inanim-anim	car	by	waiter	honks	twice	GSLD_sing_semantic	The car by the waiter honks twice.	0	4703106084	71566944	3340926	0	36389658	2	3	6	5	5	semantic
0	anim-anim	actor	beside	plumbers	detest	cycling	GDLS_sing_syntactic	The actor beside the plumbers detest cycling.	1	29718597	14665285	543869	740903	2334761	6	5	8	6	7	syntactic
1	inanim-inanim	scooters	beside	tractors	avoid	knitting	GDLD_plur_semantic	The scooters beside the tractors avoid knitting.	1	29718597	182717	1908544	60713817	2033048	6	8	8	5	8	semantic
5	anim-anim	bankers	by	painters	loves	fencing	GDLD_plur_syntactic	The bankers by the painters loves fencing.	1	4703106084	6179440	7084827	12028067	1887055	2	7	8	5	7	syntactic
6	anim-anim	painter	beside	barber	fears	knitting	GSLS_sing_syntactic	The painter beside the barber fears knitting.	0	29718597	13065194	4668021	17721106	2033048	6	7	6	5	8	syntactic
3	inanim-inanim	vans	by	cars	skid	noisily	GSLS_plur_semantic	The vans by the cars skid noisily.	0	4703106084	963840	24371897	816187	807804	2	4	4	4	7	semantic
9	anim-anim	doctors	by	chefs	love	skating	GSLS_C_plur_syntactic	The doctors that the chefs love pray.	0	4703106084	19521968	752773	210137973	1784648	2	7	5	4	7	syntactic
1	anim-anim	farmers	by	builders	fear	driving	GSLS_plur_semantic	The farmers by the builders fear driving.	0	4703106084	33753767	5454568	83025936	25592961	2	7	8	4	7	semantic
3	anim-anim	actors	by	doctor	love	painting	GSLD_C_plur_syntactic	The actors that the doctor love sit.	1	4703106084	18120032	52110730	210137973	32738623	2	6	6	4	8	syntactic
4	anim-anim	barber	near	vets	avoid	dancing	GDLS_sing_syntactic	The barber near the vets avoid dancing.	1	154954539	4668021	262330	60713817	15565681	4	6	4	5	7	syntactic
9	anim-anim	chef	near	athlete	love	farming	GDLD_sing_syntactic	The chef near the athlete love farming.	1	154954539	2470923	3419291	210137973	15602571	4	4	7	4	7	syntactic
1	anim-anim	bakers	beside	plumber	hate	walking	GSLD_plur_syntactic	The bakers beside the plumber hate walking.	0	29718597	997597	734834	16538862	30746983	6	6	7	4	7	syntactic
