	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
7	anim-anim	athletes	beside	waiter	detest	cooking	GSLD_plur_syntactic	The athletes beside the waiter detest cooking.	0	29718597	4726603	3340926	740903	13672366	6	8	6	6	7	syntactic
9	anim-anim	painter	near	lawyer	like	walking	GDLD_C_sing_syntactic	The painter that the lawyer like sits.	1	154954539	13065194	21493788	709849832	30746983	4	7	6	4	7	syntactic
5	anim-anim	waiters	near	nurse	detest	sailing	GSLD_C_plur_syntactic	The waiters that the nurse detest arrive.	1	154954539	1363954	23875250	740903	8731451	4	7	5	6	7	syntactic
8	anim-anim	bakers	beside	actor	fears	skiing	GDLS_plur_syntactic	The bakers beside the actor fears skiing.	1	29718597	997597	14665285	17721106	1934331	6	6	5	5	6	syntactic
5	anim-anim	chefs	beside	dentist	fears	cycling	GDLS_C_plur_syntactic	The chefs that the dentist fears arrive.	0	29718597	752773	3198534	17721106	2334761	6	5	7	5	7	syntactic
8	anim-anim	vets	near	baker	love	studying	GSLD_C_plur_syntactic	The vets that the baker love die.	1	154954539	262330	13610150	210137973	19754110	4	4	5	4	8	syntactic
0	anim-anim	farmers	beside	vets	likes	fishing	GDLD_plur_syntactic	The farmers beside the vets likes fishing.	1	29718597	33753767	262330	9285296	21745307	6	7	4	5	7	syntactic
1	anim-anim	nurses	by	teachers	detest	farming	GSLS_plur_syntactic	The nurses by the teachers detest farming.	0	4703106084	14176931	73279702	740903	15602571	2	6	8	6	7	syntactic
1	anim-inanim	nurse	near	car	skids	abruptly	GDLS_sing_semantic	The nurse near the car skids abruptly.	1	154954539	23875250	71566944	250523	7262021	4	5	3	5	8	semantic
9	inanim-inanim	car	beside	van	prefers	hunting	GDLD_sing_semantic	The car beside the van prefers hunting.	1	29718597	71566944	54213864	4149558	19801295	6	3	3	7	7	semantic
3	inanim-inanim	buses	near	tractors	skid	noisily	GSLS_plur_semantic	The buses near the tractors skid noisily.	0	154954539	4213326	1908544	816187	807804	4	5	8	4	7	semantic
5	anim-anim	tailors	by	teachers	fears	bowling	GDLD_C_plur_syntactic	The tailors that the teachers fears sit.	1	4703106084	1121681	73279702	17721106	2476732	2	7	8	5	7	syntactic
3	anim-anim	authors	beside	teachers	skid	noisily	GDLD_plur_semantic	The authors beside the teachers skid noisily.	1	29718597	42845288	73279702	816187	807804	6	7	8	4	7	semantic
9	anim-anim	lawyers	beside	vet	likes	bowling	GDLS_plur_syntactic	The lawyers beside the vet likes bowling.	1	29718597	15702570	2597895	9285296	2476732	6	7	3	5	7	syntactic
3	anim-anim	vets	beside	doctor	prefers	hunting	GDLS_C_plur_syntactic	The vets that the doctor prefers pray.	0	29718597	262330	52110730	4149558	19801295	6	4	6	7	7	syntactic
1	anim-anim	athlete	beside	vets	prefer	cycling	GDLS_sing_syntactic	The athlete beside the vets prefer cycling.	1	29718597	3419291	262330	20278168	2334761	6	7	4	6	7	syntactic
8	anim-anim	lawyers	by	vet	love	cooking	GSLD_plur_syntactic	The lawyers by the vet love cooking.	0	4703106084	15702570	2597895	210137973	13672366	2	7	3	4	7	syntactic
1	anim-inanim	baker	by	truck	detests	skiing	GSLD_sing_semantic	The baker by the truck detests skiing.	0	4703106084	13610150	14274010	181255	1934331	2	5	5	7	6	semantic
8	anim-anim	authors	near	dentists	avoids	gambling	GDLD_C_plur_syntactic	The authors that the dentists avoids die.	1	154954539	42845288	1487700	3608938	6130169	4	7	8	6	8	syntactic
8	inanim-anim	cars	near	builders	like	fencing	GDLS_plur_semantic	The cars near the builders like fencing.	1	154954539	24371897	5454568	709849832	1887055	4	4	8	4	7	semantic
1	anim-anim	dentist	beside	bakers	dislike	driving	GDLS_C_sing_syntactic	The dentist that the bakers dislike prays.	0	29718597	3198534	997597	6703610	25592961	6	7	6	7	7	syntactic
1	anim-anim	baker	near	vet	detests	knitting	GSLS_C_sing_syntactic	The baker that the vet detests arrives.	0	154954539	13610150	2597895	181255	2033048	4	5	3	7	8	syntactic
