	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
0	anim-anim	athletes	by	barbers	fear	climbing	GSLS_plur_syntactic	The athletes by the barbers fear climbing.	0	4703106084	4726603	607437	83025936	7755370	2	8	7	4	8	syntactic
8	anim-anim	dentist	near	bakers	fear	cooking	GDLS_sing_syntactic	The dentist near the bakers fear cooking.	1	154954539	3198534	997597	83025936	13672366	4	7	6	4	7	syntactic
6	anim-anim	tailors	near	waiters	avoid	bowling	GSLS_plur_semantic	The tailors near the waiters avoid bowling.	0	154954539	1121681	1363954	60713817	2476732	4	7	7	5	7	semantic
9	inanim-anim	van	by	pilot	loves	farming	GDLS_sing_semantic	The van by the pilot loves farming.	1	4703106084	54213864	16262831	12028067	15602571	2	3	5	5	7	semantic
8	anim-inanim	author	near	van	prefers	cycling	GSLD_sing_semantic	The author near the van prefers cycling.	0	154954539	99092074	54213864	4149558	2334761	4	6	3	7	7	semantic
7	anim-anim	tailors	near	actors	prefer	cycling	GSLS_C_plur_syntactic	The tailors that the actors prefer arrive.	0	154954539	1121681	18120032	20278168	2334761	4	7	6	6	7	syntactic
5	anim-inanim	author	by	van	malfunctions	suddenly	GDLS_sing_semantic	The author by the van malfunctions suddenly.	1	4703106084	99092074	54213864	327422	58025537	2	6	3	12	8	semantic
5	inanim-inanim	truck	by	bus	avoids	dancing	GDLD_sing_semantic	The truck by the bus avoids dancing.	1	4703106084	14274010	19370874	3608938	15565681	2	5	3	6	7	semantic
4	inanim-anim	taxis	near	teachers	malfunction	suddenly	GSLD_plur_semantic	The taxis near the teachers malfunction suddenly.	0	154954539	1073931	73279702	818548	58025537	4	5	8	11	8	semantic
6	anim-anim	painter	by	waiter	dislikes	walking	GSLS_sing_syntactic	The painter by the waiter dislikes walking.	0	4703106084	13065194	3340926	1451937	30746983	2	7	6	8	7	syntactic
0	anim-anim	painters	beside	dentists	detests	skiing	GDLD_plur_syntactic	The painters beside the dentists detests skiing.	1	29718597	7084827	1487700	181255	1934331	6	8	8	7	6	syntactic
9	anim-anim	pilot	by	waiters	loves	farming	GSLD_sing_syntactic	The pilot by the waiters loves farming.	0	4703106084	16262831	1363954	12028067	15602571	2	5	7	5	7	syntactic
6	anim-anim	plumbers	near	builders	leak	abruptly	GDLD_plur_semantic	The plumbers near the builders leak abruptly.	1	154954539	543869	5454568	3272091	7262021	4	8	8	4	8	semantic
7	anim-anim	plumber	near	barber	dislikes	camping	GSLS_C_sing_syntactic	The plumber that the barber dislikes dies.	0	154954539	734834	4668021	1451937	3430548	4	7	6	8	7	syntactic
2	anim-inanim	pilots	near	trucks	dislike	painting	GSLD_plur_semantic	The pilots near the trucks dislike painting.	0	154954539	5455700	6808013	6703610	32738623	4	6	6	7	8	semantic
6	anim-anim	actors	by	vet	prefer	cycling	GSLD_plur_syntactic	The actors by the vet prefer cycling.	0	4703106084	18120032	2597895	20278168	2334761	2	6	3	6	7	syntactic
4	anim-anim	barber	beside	tailor	like	cooking	GDLD_sing_syntactic	The barber beside the tailor like cooking.	1	29718597	4668021	3371396	709849832	13672366	6	6	6	4	7	syntactic
9	inanim-inanim	trucks	near	cars	hate	acting	GDLD_plur_semantic	The trucks near the cars hate acting.	1	154954539	6808013	24371897	16538862	38536231	4	6	4	4	6	semantic
6	anim-anim	chef	beside	vet	prefer	boxing	GDLD_C_sing_syntactic	The chef that the vet prefer dies.	1	29718597	2470923	2597895	20278168	2262574	6	4	3	6	6	syntactic
4	anim-anim	athletes	by	nurses	detest	cycling	GSLS_C_plur_syntactic	The athletes that the nurses detest die.	0	4703106084	4726603	14176931	740903	2334761	2	8	6	6	7	syntactic
9	anim-anim	actors	by	farmer	prefer	fishing	GSLD_C_plur_syntactic	The actors that the farmer prefer arrive.	1	4703106084	18120032	20568429	20278168	21745307	2	6	6	6	7	syntactic
5	anim-anim	banker	by	waiter	likes	bowling	GSLS_sing_semantic	The banker by the waiter likes bowling.	0	4703106084	5135467	3340926	9285296	2476732	2	6	6	5	7	semantic
9	anim-anim	barbers	near	teacher	hates	fishing	GDLS_C_plur_syntactic	The barbers that the teacher hates sit.	0	154954539	607437	74147301	2416713	21745307	4	7	7	5	7	syntactic
7	anim-inanim	judges	near	trucks	rust	suddenly	GDLS_plur_semantic	The judges near the trucks rust suddenly.	1	154954539	24677643	6808013	3598446	58025537	4	6	6	4	8	semantic
8	anim-anim	waiter	near	nurse	fears	cycling	GSLS_C_sing_syntactic	The waiter that the nurse fears sits.	0	154954539	3340926	23875250	17721106	2334761	4	6	5	5	7	syntactic
2	anim-anim	judge	by	doctor	love	cooking	GDLD_C_sing_syntactic	The judge that the doctor love arrives.	1	4703106084	63704000	52110730	210137973	13672366	2	5	6	4	7	syntactic
3	anim-anim	bankers	by	judges	dislikes	cycling	GDLD_C_plur_syntactic	The bankers that the judges dislikes sit.	1	4703106084	6179440	24677643	1451937	2334761	2	7	6	8	7	syntactic
3	anim-anim	dentist	beside	pilots	avoids	fencing	GSLD_C_sing_syntactic	The dentist that the pilots avoids prays.	1	29718597	3198534	5455700	3608938	1887055	6	7	6	6	7	syntactic
9	inanim-anim	taxis	beside	painters	avoid	cycling	GDLS_plur_semantic	The taxis beside the painters avoid cycling.	1	29718597	1073931	7084827	60713817	2334761	6	5	8	5	7	semantic
7	anim-anim	farmer	by	athletes	loves	climbing	GSLD_C_sing_syntactic	The farmer that the athletes loves arrives.	1	4703106084	20568429	4726603	12028067	7755370	2	6	8	5	8	syntactic
7	anim-anim	painters	by	builder	prefers	shopping	GDLS_plur_syntactic	The painters by the builder prefers shopping.	1	4703106084	7084827	4915470	4149558	11206466	2	8	7	7	8	syntactic
6	anim-anim	tailors	near	barber	loves	driving	GDLS_C_plur_syntactic	The tailors that the barber loves arrive.	0	154954539	1121681	4668021	12028067	25592961	4	7	6	5	7	syntactic
5	anim-anim	actors	near	lawyer	hates	cooking	GDLS_plur_syntactic	The actors near the lawyer hates cooking.	1	154954539	18120032	21493788	2416713	13672366	4	6	6	5	7	syntactic
9	anim-anim	nurse	beside	farmer	avoids	yachting	GSLS_sing_syntactic	The nurse beside the farmer avoids yachting.	0	29718597	23875250	20568429	3608938	382785	6	5	6	6	8	syntactic
2	anim-anim	nurses	near	actors	likes	painting	GDLD_C_plur_syntactic	The nurses that the actors likes sit.	1	154954539	14176931	18120032	9285296	32738623	4	6	6	5	8	syntactic
3	anim-anim	teachers	by	tailor	dislike	studying	GSLD_C_plur_syntactic	The teachers that the tailor dislike sit.	1	4703106084	73279702	3371396	6703610	19754110	2	8	6	7	8	syntactic
9	anim-anim	teacher	beside	doctors	detest	farming	GDLS_sing_syntactic	The teacher beside the doctors detest farming.	1	29718597	74147301	19521968	740903	15602571	6	7	7	6	7	syntactic
6	anim-anim	doctors	by	authors	prefers	cycling	GDLD_plur_syntactic	The doctors by the authors prefers cycling.	1	4703106084	19521968	42845288	4149558	2334761	2	7	7	7	7	syntactic
7	anim-anim	banker	by	teachers	love	gambling	GDLS_C_sing_syntactic	The banker that the teachers love dies.	0	4703106084	5135467	73279702	210137973	6130169	2	6	8	4	8	syntactic
7	inanim-inanim	scooter	near	bus	leaks	suddenly	GSLS_sing_semantic	The scooter near the bus leaks suddenly.	0	154954539	405037	19370874	1935324	58025537	4	7	3	5	8	semantic
2	anim-anim	painter	by	waiter	detest	yachting	GDLD_sing_syntactic	The painter by the waiter detest yachting.	1	4703106084	13065194	3340926	740903	382785	2	7	6	6	8	syntactic
8	anim-anim	lawyer	near	dentists	detest	acting	GDLS_C_sing_syntactic	The lawyer that the dentists detest prays.	0	154954539	21493788	1487700	740903	38536231	4	6	8	6	6	syntactic
9	inanim-anim	bus	beside	banker	rusts	suddenly	GSLD_sing_semantic	The bus beside the banker rusts suddenly.	0	29718597	19370874	5135467	219876	58025537	6	3	6	5	8	semantic
3	anim-anim	lawyer	near	pilots	fears	skating	GSLD_sing_syntactic	The lawyer near the pilots fears skating.	0	154954539	21493788	5455700	17721106	1784648	4	6	6	5	7	syntactic
0	anim-anim	athlete	beside	builder	leaks	suddenly	GDLD_sing_semantic	The athlete beside the builder leaks suddenly.	1	29718597	3419291	4915470	1935324	58025537	6	7	7	5	8	semantic
9	anim-anim	judges	by	farmer	like	fishing	GSLD_plur_syntactic	The judges by the farmer like fishing.	0	4703106084	24677643	20568429	709849832	21745307	2	6	6	4	7	syntactic
8	inanim-inanim	tractors	by	buses	rust	suddenly	GSLS_plur_semantic	The tractors by the buses rust suddenly.	0	4703106084	1908544	4213326	3598446	58025537	2	8	5	4	8	semantic
6	anim-anim	pilots	by	actors	like	walking	GSLS_plur_syntactic	The pilots by the actors like walking.	0	4703106084	5455700	18120032	709849832	30746983	2	6	6	4	7	syntactic
