	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
6	anim-anim	lawyers	by	waiters	dislike	dancing	GSLS_plur_syntactic	The lawyers by the waiters dislike dancing.	0	4703106084	15702570	1363954	6703610	15565681	2	7	7	7	7	syntactic
4	anim-anim	tailor	near	baker	hates	walking	GSLS_C_sing_syntactic	The tailor that the baker hates prays.	0	154954539	3371396	13610150	2416713	30746983	4	6	5	5	7	syntactic
1	anim-anim	dentists	by	painters	hate	painting	GSLS_plur_syntactic	The dentists by the painters hate painting.	0	4703106084	1487700	7084827	16538862	32738623	2	8	8	4	8	syntactic
9	anim-inanim	builder	by	tractor	prefers	bowling	GSLD_sing_semantic	The builder by the tractor prefers bowling.	0	4703106084	4915470	3282135	4149558	2476732	2	7	7	7	7	semantic
2	anim-anim	barbers	near	baker	fear	farming	GSLD_plur_syntactic	The barbers near the baker fear farming.	0	154954539	607437	13610150	83025936	15602571	4	7	5	4	7	syntactic
3	anim-anim	tailors	beside	painters	dislike	gambling	GSLS_C_plur_syntactic	The tailors that the painters dislike arrive.	0	29718597	1121681	7084827	6703610	6130169	6	7	8	7	8	syntactic
7	anim-anim	athlete	near	authors	like	fishing	GDLS_C_sing_syntactic	The athlete that the authors like sits.	0	154954539	3419291	42845288	709849832	21745307	4	7	7	4	7	syntactic
0	anim-anim	builders	beside	author	hates	studying	GDLS_C_plur_syntactic	The builders that the author hates die.	0	29718597	5454568	99092074	2416713	19754110	6	8	6	5	8	syntactic
7	anim-anim	baker	beside	author	malfunctions	abruptly	GDLD_sing_semantic	The baker beside the author malfunctions abruptly.	1	29718597	13610150	99092074	327422	7262021	6	5	6	12	8	semantic
6	anim-anim	lawyer	near	author	avoids	hunting	GSLS_C_sing_syntactic	The lawyer that the author avoids prays.	0	154954539	21493788	99092074	3608938	19801295	4	6	6	6	7	syntactic
3	anim-anim	lawyers	near	vet	loves	dancing	GDLS_C_plur_syntactic	The lawyers that the vet loves arrive.	0	154954539	15702570	2597895	12028067	15565681	4	7	3	5	7	syntactic
6	anim-anim	authors	near	actors	leak	abruptly	GDLD_plur_semantic	The authors near the actors leak abruptly.	1	154954539	42845288	18120032	3272091	7262021	4	7	6	4	8	semantic
4	anim-anim	builders	near	bankers	detests	skiing	GDLD_plur_syntactic	The builders near the bankers detests skiing.	1	154954539	5454568	6179440	181255	1934331	4	8	7	7	6	syntactic
9	inanim-anim	scooters	near	judges	avoid	bowling	GDLS_plur_semantic	The scooters near the judges avoid bowling.	1	154954539	182717	24677643	60713817	2476732	4	8	6	5	7	semantic
4	anim-anim	lawyers	beside	pilot	dislikes	camping	GDLS_plur_syntactic	The lawyers beside the pilot dislikes camping.	1	29718597	15702570	16262831	1451937	3430548	6	7	5	8	7	syntactic
5	inanim-anim	buses	near	doctors	malfunction	abruptly	GSLD_plur_semantic	The buses near the doctors malfunction abruptly.	0	154954539	4213326	19521968	818548	7262021	4	5	7	11	8	semantic
4	anim-anim	teachers	by	banker	dislike	skating	GSLD_C_plur_syntactic	The teachers that the banker dislike die.	1	4703106084	73279702	5135467	6703610	1784648	2	8	6	7	7	syntactic
5	anim-anim	waiter	by	builders	likes	skiing	GSLD_C_sing_syntactic	The waiter that the builders likes prays.	1	4703106084	3340926	5454568	9285296	1934331	2	6	8	5	6	syntactic
8	anim-anim	teachers	near	tailors	prefers	spinning	GDLD_C_plur_syntactic	The teachers that the tailors prefers pray.	1	154954539	73279702	1121681	4149558	6978676	4	8	7	7	8	syntactic
2	anim-inanim	painter	near	scooter	rusts	abruptly	GDLS_sing_semantic	The painter near the scooter rusts abruptly.	1	154954539	13065194	405037	219876	7262021	4	7	7	5	8	semantic
8	anim-anim	pilot	beside	farmers	avoid	cooking	GDLS_C_sing_syntactic	The pilot that the farmers avoid arrives.	0	29718597	16262831	33753767	60713817	13672366	6	5	7	5	7	syntactic
1	anim-anim	dentist	by	pilot	fears	acting	GSLS_sing_syntactic	The dentist by the pilot fears acting.	0	4703106084	3198534	16262831	17721106	38536231	2	7	5	5	6	syntactic
1	anim-anim	dentist	by	athlete	fears	bowling	GSLS_sing_semantic	The dentist by the athlete fears bowling.	0	4703106084	3198534	3419291	17721106	2476732	2	7	7	5	7	semantic
0	anim-anim	plumber	beside	pilots	hates	cooking	GSLD_C_sing_syntactic	The plumber that the pilots hates prays.	1	29718597	734834	5455700	2416713	13672366	6	7	6	5	7	syntactic
6	inanim-anim	van	beside	chef	prefers	hunting	GDLS_sing_semantic	The van beside the chef prefers hunting.	1	29718597	54213864	2470923	4149558	19801295	6	3	4	7	7	semantic
3	anim-anim	chefs	near	plumbers	hates	farming	GDLD_plur_syntactic	The chefs near the plumbers hates farming.	1	154954539	752773	543869	2416713	15602571	4	5	8	5	7	syntactic
9	anim-anim	farmers	by	chefs	hates	painting	GDLD_C_plur_syntactic	The farmers that the chefs hates die.	1	4703106084	33753767	752773	2416713	32738623	2	7	5	5	8	syntactic
1	anim-anim	lawyers	beside	chef	hate	camping	GSLD_plur_syntactic	The lawyers beside the chef hate camping.	0	29718597	15702570	2470923	16538862	3430548	6	7	4	4	7	syntactic
6	anim-anim	teacher	beside	farmers	avoid	farming	GDLS_sing_syntactic	The teacher beside the farmers avoid farming.	1	29718597	74147301	33753767	60713817	15602571	6	7	7	5	7	syntactic
9	inanim-inanim	cars	beside	buses	leak	suddenly	GSLS_plur_semantic	The cars beside the buses leak suddenly.	0	29718597	24371897	4213326	3272091	58025537	6	4	5	4	8	semantic
5	anim-anim	baker	by	farmer	avoid	cooking	GDLD_C_sing_syntactic	The baker that the farmer avoid prays.	1	4703106084	13610150	20568429	60713817	13672366	2	5	6	5	7	syntactic
6	anim-anim	builders	near	tailors	avoid	cooking	GSLS_plur_semantic	The builders near the tailors avoid cooking.	0	154954539	5454568	1121681	60713817	13672366	4	8	7	5	7	semantic
1	anim-inanim	waiters	beside	taxis	detest	driving	GSLD_plur_semantic	The waiters beside the taxis detest driving.	0	29718597	1363954	1073931	740903	25592961	6	7	5	6	7	semantic
3	inanim-inanim	buses	beside	taxis	avoid	skiing	GDLD_plur_semantic	The buses beside the taxis avoid skiing.	1	29718597	4213326	1073931	60713817	1934331	6	5	5	5	6	semantic
2	anim-inanim	bankers	near	buses	leak	abruptly	GDLS_plur_semantic	The bankers near the buses leak abruptly.	1	154954539	6179440	4213326	3272091	7262021	4	7	5	4	8	semantic
1	anim-anim	tailors	beside	dentist	hate	hunting	GSLD_C_plur_syntactic	The tailors that the dentist hate sit.	1	29718597	1121681	3198534	16538862	19801295	6	7	7	4	7	syntactic
0	anim-anim	farmer	beside	authors	prefers	knitting	GSLD_sing_syntactic	The farmer beside the authors prefers knitting.	0	29718597	20568429	42845288	4149558	2033048	6	6	7	7	8	syntactic
0	anim-anim	athletes	beside	builders	avoid	boxing	GSLS_C_plur_syntactic	The athletes that the builders avoid sit.	0	29718597	4726603	5454568	60713817	2262574	6	8	8	5	6	syntactic
1	anim-anim	lawyer	near	vet	prefer	painting	GDLD_C_sing_syntactic	The lawyer that the vet prefer dies.	1	154954539	21493788	2597895	20278168	32738623	4	6	3	6	8	syntactic
1	anim-anim	builder	by	bakers	fear	dancing	GDLS_sing_syntactic	The builder by the bakers fear dancing.	1	4703106084	4915470	997597	83025936	15565681	2	7	6	4	7	syntactic
