	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
3	anim-anim	dentist	beside	lawyer	leaks	abruptly	GDLD_sing_semantic	The dentist beside the lawyer leaks abruptly.	1	29718597	3198534	21493788	1935324	7262021	6	7	6	5	8	semantic
7	anim-anim	painter	by	doctors	hates	walking	GSLD_sing_syntactic	The painter by the doctors hates walking.	0	4703106084	13065194	19521968	2416713	30746983	2	7	7	5	7	syntactic
2	anim-anim	doctors	by	tailors	dislike	hunting	GSLS_C_plur_syntactic	The doctors that the tailors dislike sit.	0	4703106084	19521968	1121681	6703610	19801295	2	7	7	7	7	syntactic
7	anim-inanim	author	by	van	leaks	abruptly	GDLS_sing_semantic	The author by the van leaks abruptly.	1	4703106084	99092074	54213864	1935324	7262021	2	6	3	5	8	semantic
3	anim-anim	lawyer	beside	tailor	prefer	yachting	GDLD_C_sing_syntactic	The lawyer that the tailor prefer dies.	1	29718597	21493788	3371396	20278168	382785	6	6	6	6	8	syntactic
4	anim-anim	plumbers	beside	pilots	loves	spinning	GDLD_plur_syntactic	The plumbers beside the pilots loves spinning.	1	29718597	543869	5455700	12028067	6978676	6	8	6	5	8	syntactic
9	anim-anim	builder	by	teacher	dislikes	acting	GSLS_C_sing_syntactic	The builder that the teacher dislikes dies.	0	4703106084	4915470	74147301	1451937	38536231	2	7	7	8	6	syntactic
2	anim-anim	painter	near	banker	hate	fishing	GDLD_sing_syntactic	The painter near the banker hate fishing.	1	154954539	13065194	5135467	16538862	21745307	4	7	6	4	7	syntactic
6	anim-anim	judge	near	actors	like	fishing	GDLS_C_sing_syntactic	The judge that the actors like prays.	0	154954539	63704000	18120032	709849832	21745307	4	5	6	4	7	syntactic
6	anim-anim	lawyers	beside	waiters	prefer	shopping	GSLS_plur_syntactic	The lawyers beside the waiters prefer shopping.	0	29718597	15702570	1363954	20278168	11206466	6	7	7	6	8	syntactic
4	anim-anim	barbers	near	author	dislike	climbing	GSLD_plur_syntactic	The barbers near the author dislike climbing.	0	154954539	607437	99092074	6703610	7755370	4	7	6	7	8	syntactic
5	anim-anim	athletes	by	painters	leak	abruptly	GDLD_plur_semantic	The athletes by the painters leak abruptly.	1	4703106084	4726603	7084827	3272091	7262021	2	8	8	4	8	semantic
5	anim-anim	barbers	near	builders	like	studying	GSLS_plur_syntactic	The barbers near the builders like studying.	0	154954539	607437	5454568	709849832	19754110	4	7	8	4	8	syntactic
9	anim-anim	barber	by	dentists	love	climbing	GDLS_sing_syntactic	The barber by the dentists love climbing.	1	4703106084	4668021	1487700	210137973	7755370	2	6	8	4	8	syntactic
8	inanim-anim	vans	near	teachers	rust	abruptly	GSLD_plur_semantic	The vans near the teachers rust abruptly.	0	154954539	963840	73279702	3598446	7262021	4	4	8	4	8	semantic
2	anim-anim	authors	by	baker	hates	skiing	GDLS_C_plur_syntactic	The authors that the baker hates die.	0	4703106084	42845288	13610150	2416713	1934331	2	7	5	5	6	syntactic
3	anim-anim	chef	near	athletes	hate	sailing	GDLS_C_sing_syntactic	The chef that the athletes hate dies.	0	154954539	2470923	4726603	16538862	8731451	4	4	8	4	7	syntactic
3	anim-anim	teachers	near	builders	fear	climbing	GSLS_C_plur_syntactic	The teachers that the builders fear sit.	0	154954539	73279702	5454568	83025936	7755370	4	8	8	4	8	syntactic
9	anim-anim	athletes	beside	barber	likes	hunting	GDLS_C_plur_syntactic	The athletes that the barber likes arrive.	0	29718597	4726603	4668021	9285296	19801295	6	8	6	5	7	syntactic
5	anim-anim	chefs	by	waiter	detest	gambling	GSLD_plur_syntactic	The chefs by the waiter detest gambling.	0	4703106084	752773	3340926	740903	6130169	2	5	6	6	8	syntactic
9	anim-anim	judges	by	painter	fears	cycling	GDLS_plur_syntactic	The judges by the painter fears cycling.	1	4703106084	24677643	13065194	17721106	2334761	2	6	7	5	7	syntactic
