	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
4	anim-anim	lawyer	by	baker	dislikes	fishing	GSLS_C_sing_syntactic	The lawyer that the baker dislikes arrives.	0	4703106084	21493788	13610150	1451937	21745307	2	6	5	8	7	syntactic
1	anim-anim	lawyer	by	barber	dislike	camping	GDLD_sing_syntactic	The lawyer by the barber dislike camping.	1	4703106084	21493788	4668021	6703610	3430548	2	6	6	7	7	syntactic
6	anim-anim	nurse	near	farmer	detest	boxing	GDLD_C_sing_syntactic	The nurse that the farmer detest prays.	1	154954539	23875250	20568429	740903	2262574	4	5	6	6	6	syntactic
8	anim-anim	plumber	by	doctor	likes	dancing	GSLS_sing_syntactic	The plumber by the doctor likes dancing.	0	4703106084	734834	52110730	9285296	15565681	2	7	6	5	7	syntactic
4	anim-anim	actor	near	tailors	dislikes	cooking	GSLD_C_sing_syntactic	The actor that the tailors dislikes arrives.	1	154954539	14665285	1121681	1451937	13672366	4	5	7	8	7	syntactic
0	anim-anim	athletes	beside	plumbers	fears	hunting	GDLD_plur_syntactic	The athletes beside the plumbers fears hunting.	1	29718597	4726603	543869	17721106	19801295	6	8	8	5	7	syntactic
7	inanim-anim	taxi	by	waiter	dislikes	skiing	GDLS_sing_semantic	The taxi by the waiter dislikes skiing.	1	4703106084	4478068	3340926	1451937	1934331	2	4	6	8	6	semantic
5	inanim-inanim	vans	near	buses	leak	abruptly	GSLS_plur_semantic	The vans near the buses leak abruptly.	0	154954539	963840	4213326	3272091	7262021	4	4	5	4	8	semantic
3	anim-anim	farmer	beside	authors	prefers	walking	GSLD_C_sing_syntactic	The farmer that the authors prefers prays.	1	29718597	20568429	42845288	4149558	30746983	6	6	7	7	7	syntactic
6	anim-anim	waiters	by	nurses	dislikes	farming	GDLD_plur_syntactic	The waiters by the nurses dislikes farming.	1	4703106084	1363954	14176931	1451937	15602571	2	7	6	8	7	syntactic
9	anim-anim	plumber	beside	chef	fears	skiing	GSLS_C_sing_syntactic	The plumber that the chef fears arrives.	0	29718597	734834	2470923	17721106	1934331	6	7	4	5	6	syntactic
6	anim-anim	author	by	vets	avoid	bowling	GDLS_C_sing_syntactic	The author that the vets avoid dies.	0	4703106084	99092074	262330	60713817	2476732	2	6	4	5	7	syntactic
6	anim-anim	barbers	near	plumber	dislike	cycling	GSLD_C_plur_syntactic	The barbers that the plumber dislike arrive.	1	154954539	607437	734834	6703610	2334761	4	7	7	7	7	syntactic
0	anim-anim	waiters	beside	builders	prefer	skiing	GSLS_plur_syntactic	The waiters beside the builders prefer skiing.	0	29718597	1363954	5454568	20278168	1934331	6	7	8	6	6	syntactic
8	anim-anim	nurses	by	plumber	avoids	spinning	GDLS_C_plur_syntactic	The nurses that the plumber avoids pray.	0	4703106084	14176931	734834	3608938	6978676	2	6	7	6	8	syntactic
