	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
8	anim-anim	barber	beside	actor	prefers	gambling	GSLS_C_sing_syntactic	The barber that the actor prefers sits.	0	29718597	4668021	14665285	4149558	6130169	6	6	5	7	8	syntactic
3	anim-anim	chefs	by	tailors	detest	acting	GSLS_plur_syntactic	The chefs by the tailors detest acting.	0	4703106084	752773	1121681	740903	38536231	2	5	7	6	6	syntactic
9	anim-anim	waiter	by	actor	prefers	fencing	GSLS_sing_syntactic	The waiter by the actor prefers fencing.	0	4703106084	3340926	14665285	4149558	1887055	2	6	5	7	7	syntactic
7	anim-anim	athletes	by	doctor	prefer	sailing	GSLD_plur_syntactic	The athletes by the doctor prefer sailing.	0	4703106084	4726603	52110730	20278168	8731451	2	8	6	6	7	syntactic
1	inanim-inanim	trucks	by	cars	dislike	spinning	GDLD_plur_semantic	The trucks by the cars dislike spinning.	1	4703106084	6808013	24371897	6703610	6978676	2	6	4	7	8	semantic
4	inanim-inanim	truck	by	car	rusts	suddenly	GSLS_sing_semantic	The truck by the car rusts suddenly.	0	4703106084	14274010	71566944	219876	58025537	2	5	3	5	8	semantic
3	anim-anim	author	near	waiters	detest	bowling	GDLS_sing_syntactic	The author near the waiters detest bowling.	1	154954539	99092074	1363954	740903	2476732	4	6	7	6	7	syntactic
7	anim-anim	nurse	near	lawyers	love	studying	GDLS_sing_syntactic	The nurse near the lawyers love studying.	1	154954539	23875250	15702570	210137973	19754110	4	5	7	4	8	syntactic
1	anim-anim	tailors	beside	vets	love	fencing	GSLS_C_plur_syntactic	The tailors that the vets love pray.	0	29718597	1121681	262330	210137973	1887055	6	7	4	4	7	syntactic
9	anim-anim	bankers	near	actors	fears	hunting	GDLD_C_plur_syntactic	The bankers that the actors fears pray.	1	154954539	6179440	18120032	17721106	19801295	4	7	6	5	7	syntactic
0	anim-anim	authors	by	pilot	fears	hunting	GDLS_plur_syntactic	The authors by the pilot fears hunting.	1	4703106084	42845288	16262831	17721106	19801295	2	7	5	5	7	syntactic
2	anim-anim	builder	by	nurses	hates	boxing	GSLD_C_sing_syntactic	The builder that the nurses hates sits.	1	4703106084	4915470	14176931	2416713	2262574	2	7	6	5	6	syntactic
5	anim-anim	judges	near	author	prefers	bowling	GDLS_plur_syntactic	The judges near the author prefers bowling.	1	154954539	24677643	99092074	4149558	2476732	4	6	6	7	7	syntactic
2	anim-anim	athletes	beside	banker	prefers	climbing	GDLS_C_plur_syntactic	The athletes that the banker prefers die.	0	29718597	4726603	5135467	4149558	7755370	6	8	6	7	8	syntactic
4	anim-anim	judges	near	teachers	prefers	acting	GDLD_plur_syntactic	The judges near the teachers prefers acting.	1	154954539	24677643	73279702	4149558	38536231	4	6	8	7	6	syntactic
8	anim-anim	nurse	near	banker	prefer	spinning	GDLD_sing_syntactic	The nurse near the banker prefer spinning.	1	154954539	23875250	5135467	20278168	6978676	4	5	6	6	8	syntactic
2	anim-inanim	pilots	by	trucks	malfunction	abruptly	GDLS_plur_semantic	The pilots by the trucks malfunction abruptly.	1	4703106084	5455700	6808013	818548	7262021	2	6	6	11	8	semantic
3	inanim-anim	truck	near	tailor	rusts	suddenly	GSLD_sing_semantic	The truck near the tailor rusts suddenly.	0	154954539	14274010	3371396	219876	58025537	4	5	6	5	8	semantic
3	inanim-anim	cars	near	teachers	prefer	farming	GDLS_plur_semantic	The cars near the teachers prefer farming.	1	154954539	24371897	73279702	20278168	15602571	4	4	8	6	7	semantic
4	inanim-anim	van	beside	builder	hates	hunting	GDLS_sing_semantic	The van beside the builder hates hunting.	1	29718597	54213864	4915470	2416713	19801295	6	3	7	5	7	semantic
