	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
6	anim-anim	chef	near	teachers	fears	driving	GSLD_sing_syntactic	The chef near the teachers fears driving.	0	154954539	2470923	73279702	17721106	25592961	4	4	8	5	7	syntactic
1	anim-anim	doctor	by	nurses	dislike	camping	GDLS_C_sing_syntactic	The doctor that the nurses dislike prays.	0	4703106084	52110730	14176931	6703610	3430548	2	6	6	7	7	syntactic
0	anim-anim	athletes	near	plumbers	dislike	studying	GSLS_plur_syntactic	The athletes near the plumbers dislike studying.	0	154954539	4726603	543869	6703610	19754110	4	8	8	7	8	syntactic
3	anim-anim	banker	by	painter	hates	fishing	GSLS_sing_semantic	The banker by the painter hates fishing.	0	4703106084	5135467	13065194	2416713	21745307	2	6	7	5	7	semantic
5	anim-anim	painter	near	author	fear	cycling	GDLD_sing_syntactic	The painter near the author fear cycling.	1	154954539	13065194	99092074	83025936	2334761	4	7	6	4	7	syntactic
0	anim-anim	chefs	near	tailors	detests	driving	GDLD_plur_syntactic	The chefs near the tailors detests driving.	1	154954539	752773	1121681	181255	25592961	4	5	7	7	7	syntactic
1	inanim-anim	van	by	baker	detests	climbing	GDLS_sing_semantic	The van by the baker detests climbing.	1	4703106084	54213864	13610150	181255	7755370	2	3	5	7	8	semantic
4	anim-anim	banker	beside	doctor	dislikes	gambling	GSLS_C_sing_syntactic	The banker that the doctor dislikes sits.	0	29718597	5135467	52110730	1451937	6130169	6	6	6	8	8	syntactic
4	anim-anim	pilot	near	farmers	likes	painting	GSLD_C_sing_syntactic	The pilot that the farmers likes dies.	1	154954539	16262831	33753767	9285296	32738623	4	5	7	5	8	syntactic
6	anim-anim	barber	by	nurses	love	fencing	GDLS_sing_syntactic	The barber by the nurses love fencing.	1	4703106084	4668021	14176931	210137973	1887055	2	6	6	4	7	syntactic
8	anim-anim	farmers	beside	builders	leak	abruptly	GDLD_plur_semantic	The farmers beside the builders leak abruptly.	1	29718597	33753767	5454568	3272091	7262021	6	7	8	4	8	semantic
9	anim-anim	chef	near	waiter	dislike	cooking	GDLD_C_sing_syntactic	The chef that the waiter dislike sits.	1	154954539	2470923	3340926	6703610	13672366	4	4	6	7	7	syntactic
0	anim-anim	farmers	by	lawyers	dislike	skiing	GSLS_plur_semantic	The farmers by the lawyers dislike skiing.	0	4703106084	33753767	15702570	6703610	1934331	2	7	7	7	6	semantic
4	anim-anim	plumber	beside	authors	prefer	acting	GDLS_sing_syntactic	The plumber beside the authors prefer acting.	1	29718597	734834	42845288	20278168	38536231	6	7	7	6	6	syntactic
5	inanim-anim	tractor	by	lawyer	rusts	suddenly	GSLD_sing_semantic	The tractor by the lawyer rusts suddenly.	0	4703106084	3282135	21493788	219876	58025537	2	7	6	5	8	semantic
3	anim-anim	dentist	by	baker	avoids	acting	GSLS_sing_syntactic	The dentist by the baker avoids acting.	0	4703106084	3198534	13610150	3608938	38536231	2	7	5	6	6	syntactic
7	anim-inanim	plumber	near	van	malfunctions	suddenly	GDLS_sing_semantic	The plumber near the van malfunctions suddenly.	1	154954539	734834	54213864	327422	58025537	4	7	3	12	8	semantic
4	inanim-anim	cars	beside	tailors	love	cycling	GDLS_plur_semantic	The cars beside the tailors love cycling.	1	29718597	24371897	1121681	210137973	2334761	6	4	7	4	7	semantic
6	anim-anim	bankers	near	actors	avoid	spinning	GSLS_plur_syntactic	The bankers near the actors avoid spinning.	0	154954539	6179440	18120032	60713817	6978676	4	7	6	5	8	syntactic
4	anim-anim	painter	beside	teachers	fear	camping	GDLS_C_sing_syntactic	The painter that the teachers fear prays.	0	29718597	13065194	73279702	83025936	3430548	6	7	8	4	7	syntactic
