	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
7	anim-inanim	tailors	beside	scooters	avoid	bowling	GSLD_plur_semantic	The tailors beside the scooters avoid bowling.	0	29718597	1121681	182717	60713817	2476732	6	7	8	5	7	semantic
2	anim-anim	painters	beside	dentists	fear	sailing	GSLS_C_plur_syntactic	The painters that the dentists fear arrive.	0	29718597	7084827	1487700	83025936	8731451	6	8	8	4	7	syntactic
5	anim-anim	builders	near	actor	avoids	boxing	GDLS_C_plur_syntactic	The builders that the actor avoids pray.	0	154954539	5454568	14665285	3608938	2262574	4	8	5	6	6	syntactic
4	anim-anim	nurses	beside	chefs	dislikes	farming	GDLD_plur_syntactic	The nurses beside the chefs dislikes farming.	1	29718597	14176931	752773	1451937	15602571	6	6	5	8	7	syntactic
9	inanim-inanim	bus	near	car	dislikes	spinning	GDLD_sing_semantic	The bus near the car dislikes spinning.	1	154954539	19370874	71566944	1451937	6978676	4	3	3	8	8	semantic
6	anim-anim	plumber	beside	teacher	dislikes	fencing	GSLS_sing_semantic	The plumber beside the teacher dislikes fencing.	0	29718597	734834	74147301	1451937	1887055	6	7	7	8	7	semantic
7	anim-anim	banker	beside	baker	prefer	gambling	GDLD_sing_syntactic	The banker beside the baker prefer gambling.	1	29718597	5135467	13610150	20278168	6130169	6	6	5	6	8	syntactic
9	anim-anim	nurses	by	painters	fear	driving	GSLS_plur_syntactic	The nurses by the painters fear driving.	0	4703106084	14176931	7084827	83025936	25592961	2	6	8	4	7	syntactic
8	inanim-anim	bus	by	lawyer	loves	fencing	GDLS_sing_semantic	The bus by the lawyer loves fencing.	1	4703106084	19370874	21493788	12028067	1887055	2	3	6	5	7	semantic
0	anim-anim	painter	by	doctors	likes	sailing	GSLD_C_sing_syntactic	The painter that the doctors likes arrives.	1	4703106084	13065194	19521968	9285296	8731451	2	7	7	5	7	syntactic
0	anim-anim	teacher	beside	lawyer	hates	shopping	GSLS_C_sing_syntactic	The teacher that the lawyer hates arrives.	0	29718597	74147301	21493788	2416713	11206466	6	7	6	5	8	syntactic
9	anim-anim	lawyer	beside	judges	loves	painting	GSLD_C_sing_syntactic	The lawyer that the judges loves sits.	1	29718597	21493788	24677643	12028067	32738623	6	6	6	5	8	syntactic
9	anim-anim	waiters	beside	nurses	leak	abruptly	GDLD_plur_semantic	The waiters beside the nurses leak abruptly.	1	29718597	1363954	14176931	3272091	7262021	6	7	6	4	8	semantic
8	anim-anim	pilot	near	bakers	detest	skating	GDLS_C_sing_syntactic	The pilot that the bakers detest dies.	0	154954539	16262831	997597	740903	1784648	4	5	6	6	7	syntactic
1	anim-anim	tailor	by	doctor	detest	skating	GDLD_C_sing_syntactic	The tailor that the doctor detest dies.	1	4703106084	3371396	52110730	740903	1784648	2	6	6	6	7	syntactic
0	anim-anim	dentists	beside	baker	prefers	cycling	GDLS_C_plur_syntactic	The dentists that the baker prefers pray.	0	29718597	1487700	13610150	4149558	2334761	6	8	5	7	7	syntactic
3	inanim-anim	van	by	dentist	malfunctions	abruptly	GSLD_sing_semantic	The van by the dentist malfunctions abruptly.	0	4703106084	54213864	3198534	327422	7262021	2	3	7	12	8	semantic
4	anim-anim	vets	by	doctor	loves	skiing	GDLS_plur_syntactic	The vets by the doctor loves skiing.	1	4703106084	262330	52110730	12028067	1934331	2	4	6	5	6	syntactic
5	anim-anim	vets	by	painters	fears	gambling	GDLD_plur_syntactic	The vets by the painters fears gambling.	1	4703106084	262330	7084827	17721106	6130169	2	4	8	5	8	syntactic
0	anim-anim	actors	near	barbers	prefers	yachting	GDLD_C_plur_syntactic	The actors that the barbers prefers sit.	1	154954539	18120032	607437	4149558	382785	4	6	7	7	8	syntactic
1	anim-anim	dentists	near	authors	hate	sailing	GSLS_plur_syntactic	The dentists near the authors hate sailing.	0	154954539	1487700	42845288	16538862	8731451	4	8	7	4	7	syntactic
8	anim-anim	painter	by	chef	prefers	boxing	GSLS_sing_syntactic	The painter by the chef prefers boxing.	0	4703106084	13065194	2470923	4149558	2262574	2	7	4	7	6	syntactic
6	anim-anim	author	near	waiters	prefers	hunting	GSLD_sing_syntactic	The author near the waiters prefers hunting.	0	154954539	99092074	1363954	4149558	19801295	4	6	7	7	7	syntactic
1	inanim-inanim	vans	near	trucks	leak	abruptly	GSLS_plur_semantic	The vans near the trucks leak abruptly.	0	154954539	963840	6808013	3272091	7262021	4	4	6	4	8	semantic
8	anim-anim	doctors	near	nurses	detests	bowling	GDLD_C_plur_syntactic	The doctors that the nurses detests die.	1	154954539	19521968	14176931	181255	2476732	4	7	6	7	7	syntactic
4	anim-inanim	chef	by	scooter	leaks	abruptly	GDLS_sing_semantic	The chef by the scooter leaks abruptly.	1	4703106084	2470923	405037	1935324	7262021	2	4	7	5	8	semantic
2	anim-anim	actor	near	judges	avoids	skating	GSLD_sing_syntactic	The actor near the judges avoids skating.	0	154954539	14665285	24677643	3608938	1784648	4	5	6	6	7	syntactic
2	anim-anim	builder	by	dentist	detest	studying	GDLD_sing_syntactic	The builder by the dentist detest studying.	1	4703106084	4915470	3198534	740903	19754110	2	7	7	6	8	syntactic
0	anim-anim	pilots	by	dentist	prefers	walking	GDLS_plur_syntactic	The pilots by the dentist prefers walking.	1	4703106084	5455700	3198534	4149558	30746983	2	6	7	7	7	syntactic
8	inanim-anim	tractors	near	doctors	avoid	farming	GDLS_plur_semantic	The tractors near the doctors avoid farming.	1	154954539	1908544	19521968	60713817	15602571	4	8	7	5	7	semantic
2	anim-inanim	doctor	near	van	loves	gambling	GSLD_sing_semantic	The doctor near the van loves gambling.	0	154954539	52110730	54213864	12028067	6130169	4	6	3	5	8	semantic
5	anim-anim	barber	by	lawyers	like	cycling	GDLS_C_sing_syntactic	The barber that the lawyers like arrives.	0	4703106084	4668021	15702570	709849832	2334761	2	6	7	4	7	syntactic
1	anim-anim	pilot	by	author	rusts	abruptly	GDLD_sing_semantic	The pilot by the author rusts abruptly.	1	4703106084	16262831	99092074	219876	7262021	2	5	6	5	8	semantic
5	inanim-inanim	tractor	near	taxi	leaks	abruptly	GSLS_sing_semantic	The tractor near the taxi leaks abruptly.	0	154954539	3282135	4478068	1935324	7262021	4	7	4	5	8	semantic
6	anim-anim	doctor	near	dentists	like	cooking	GDLS_sing_syntactic	The doctor near the dentists like cooking.	1	154954539	52110730	1487700	709849832	13672366	4	6	8	4	7	syntactic
5	inanim-inanim	tractors	by	buses	detest	knitting	GDLD_plur_semantic	The tractors by the buses detest knitting.	1	4703106084	1908544	4213326	740903	2033048	2	8	5	6	8	semantic
6	anim-anim	author	beside	teacher	loves	walking	GSLS_C_sing_syntactic	The author that the teacher loves dies.	0	29718597	99092074	74147301	12028067	30746983	6	6	7	5	7	syntactic
3	inanim-anim	tractors	beside	builders	leak	suddenly	GSLD_plur_semantic	The tractors beside the builders leak suddenly.	0	29718597	1908544	5454568	3272091	58025537	6	8	8	4	8	semantic
6	anim-inanim	doctors	beside	trucks	leak	abruptly	GDLS_plur_semantic	The doctors beside the trucks leak abruptly.	1	29718597	19521968	6808013	3272091	7262021	6	7	6	4	8	semantic
9	anim-anim	athletes	near	lawyers	prefer	yachting	GSLS_C_plur_syntactic	The athletes that the lawyers prefer arrive.	0	154954539	4726603	15702570	20278168	382785	4	8	7	6	8	syntactic
3	anim-anim	vets	near	dentist	avoid	gambling	GSLD_C_plur_syntactic	The vets that the dentist avoid sit.	1	154954539	262330	3198534	60713817	6130169	4	4	7	5	8	syntactic
8	anim-anim	teachers	beside	lawyer	like	skating	GSLD_plur_syntactic	The teachers beside the lawyer like skating.	0	29718597	73279702	21493788	709849832	1784648	6	8	6	4	7	syntactic
7	anim-anim	doctors	by	dentists	fear	dancing	GSLS_plur_semantic	The doctors by the dentists fear dancing.	0	4703106084	19521968	1487700	83025936	15565681	2	7	8	4	7	semantic
1	anim-anim	pilot	near	waiter	loves	cooking	GSLS_sing_syntactic	The pilot near the waiter loves cooking.	0	154954539	16262831	3340926	12028067	13672366	4	5	6	5	7	syntactic
9	anim-anim	athlete	by	bakers	dislike	yachting	GDLS_sing_syntactic	The athlete by the bakers dislike yachting.	1	4703106084	3419291	997597	6703610	382785	2	7	6	7	8	syntactic
4	anim-anim	farmers	beside	builder	detest	spinning	GSLD_plur_syntactic	The farmers beside the builder detest spinning.	0	29718597	33753767	4915470	740903	6978676	6	7	7	6	8	syntactic
7	anim-anim	doctor	by	plumber	like	fishing	GDLD_C_sing_syntactic	The doctor that the plumber like dies.	1	4703106084	52110730	734834	709849832	21745307	2	6	7	4	7	syntactic
8	anim-anim	farmers	by	doctor	prefer	camping	GSLD_C_plur_syntactic	The farmers that the doctor prefer sit.	1	4703106084	33753767	52110730	20278168	3430548	2	7	6	6	7	syntactic
