	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
3	inanim-anim	taxi	beside	dentist	leaks	abruptly	GSLD_sing_semantic	The taxi beside the dentist leaks abruptly.	0	29718597	4478068	3198534	1935324	7262021	6	4	7	5	8	semantic
4	anim-anim	banker	beside	tailor	prefers	climbing	GSLS_C_sing_syntactic	The banker that the tailor prefers sits.	0	29718597	5135467	3371396	4149558	7755370	6	6	6	7	8	syntactic
9	anim-anim	baker	beside	teacher	dislikes	driving	GSLS_sing_semantic	The baker beside the teacher dislikes driving.	0	29718597	13610150	74147301	1451937	25592961	6	5	7	8	7	semantic
3	anim-anim	baker	by	banker	like	hunting	GDLD_C_sing_syntactic	The baker that the banker like sits.	1	4703106084	13610150	5135467	709849832	19801295	2	5	6	4	7	syntactic
9	inanim-anim	cars	by	bakers	like	skiing	GDLS_plur_semantic	The cars by the bakers like skiing.	1	4703106084	24371897	997597	709849832	1934331	2	4	6	4	6	semantic
9	anim-anim	athlete	near	chefs	prefer	skiing	GDLS_sing_syntactic	The athlete near the chefs prefer skiing.	1	154954539	3419291	752773	20278168	1934331	4	7	5	6	6	syntactic
4	anim-anim	athletes	beside	painters	avoids	fishing	GDLD_plur_syntactic	The athletes beside the painters avoids fishing.	1	29718597	4726603	7084827	3608938	21745307	6	8	8	6	7	syntactic
7	anim-anim	vets	beside	bankers	avoid	yachting	GSLS_plur_semantic	The vets beside the bankers avoid yachting.	0	29718597	262330	6179440	60713817	382785	6	4	7	5	8	semantic
7	anim-anim	dentists	beside	athlete	love	studying	GSLD_C_plur_syntactic	The dentists that the athlete love arrive.	1	29718597	1487700	3419291	210137973	19754110	6	8	7	4	8	syntactic
2	anim-anim	nurses	near	farmer	hates	fishing	GDLS_plur_syntactic	The nurses near the farmer hates fishing.	1	154954539	14176931	20568429	2416713	21745307	4	6	6	5	7	syntactic
