	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
1	anim-anim	dentist	beside	baker	prefers	bowling	GSLS_sing_syntactic	The dentist beside the baker prefers bowling.	0	29718597	3198534	13610150	4149558	2476732	6	7	5	7	7	syntactic
3	anim-anim	judge	near	baker	detest	spinning	GDLD_C_sing_syntactic	The judge that the baker detest sits.	1	154954539	63704000	13610150	740903	6978676	4	5	5	6	8	syntactic
7	anim-anim	barber	beside	bakers	hates	walking	GSLD_sing_syntactic	The barber beside the bakers hates walking.	0	29718597	4668021	997597	2416713	30746983	6	6	6	5	7	syntactic
5	anim-anim	lawyer	near	waiters	like	yachting	GDLS_C_sing_syntactic	The lawyer that the waiters like prays.	0	154954539	21493788	1363954	709849832	382785	4	6	7	4	8	syntactic
0	anim-anim	farmer	by	baker	dislike	boxing	GDLD_sing_syntactic	The farmer by the baker dislike boxing.	1	4703106084	20568429	13610150	6703610	2262574	2	6	5	7	6	syntactic
3	anim-anim	lawyers	by	tailors	prefers	painting	GDLD_plur_syntactic	The lawyers by the tailors prefers painting.	1	4703106084	15702570	1121681	4149558	32738623	2	7	7	7	8	syntactic
3	anim-anim	farmer	by	vets	detest	shopping	GDLS_C_sing_syntactic	The farmer that the vets detest prays.	0	4703106084	20568429	262330	740903	11206466	2	6	4	6	8	syntactic
9	anim-anim	barber	beside	plumbers	detests	knitting	GSLD_C_sing_syntactic	The barber that the plumbers detests dies.	1	29718597	4668021	543869	181255	2033048	6	6	8	7	8	syntactic
5	anim-anim	plumbers	beside	waiters	detest	shopping	GSLS_plur_syntactic	The plumbers beside the waiters detest shopping.	0	29718597	543869	1363954	740903	11206466	6	8	7	6	8	syntactic
6	inanim-inanim	truck	beside	tractor	dislikes	hunting	GDLD_sing_semantic	The truck beside the tractor dislikes hunting.	1	29718597	14274010	3282135	1451937	19801295	6	5	7	8	7	semantic
2	anim-anim	lawyers	beside	teachers	avoid	walking	GSLS_C_plur_syntactic	The lawyers that the teachers avoid die.	0	29718597	15702570	73279702	60713817	30746983	6	7	8	5	7	syntactic
0	anim-inanim	farmers	by	taxis	avoid	hunting	GSLD_plur_semantic	The farmers by the taxis avoid hunting.	0	4703106084	33753767	1073931	60713817	19801295	2	7	5	5	7	semantic
8	anim-anim	chefs	by	dentist	avoids	dancing	GDLS_plur_syntactic	The chefs by the dentist avoids dancing.	1	4703106084	752773	3198534	3608938	15565681	2	5	7	6	7	syntactic
9	inanim-anim	trucks	by	actors	leak	abruptly	GSLD_plur_semantic	The trucks by the actors leak abruptly.	0	4703106084	6808013	18120032	3272091	7262021	2	6	6	4	8	semantic
3	anim-anim	bakers	beside	athletes	fear	farming	GSLS_C_plur_syntactic	The bakers that the athletes fear die.	0	29718597	997597	4726603	83025936	15602571	6	6	8	4	7	syntactic
7	anim-anim	chef	beside	banker	like	camping	GDLD_sing_syntactic	The chef beside the banker like camping.	1	29718597	2470923	5135467	709849832	3430548	6	4	6	4	7	syntactic
