	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1416394	inanim-anim	van	beside	baker	loves	cooking	GDLS_sing_semantic	The van beside the baker loves cooking.	1	29718597	54213864	13610150	12028067	13672366	6	3	5	5	7	semantic	0	0
1452457	inanim-anim	trucks	by	actors	admire	loyalty	GDLS_plur_semantic	The trucks by the actors admire loyalty.	1	4703106084	6808013	18120032	6461497	15810585	2	6	6	6	7	semantic	0	0
10364038	anim-anim	bakers	by	tailors	dislikes	sailing	GDLD_plur_syntactic	The bakers by the tailors dislikes sailing.	1	4703106084	997597	1121681	1451937	8731451	2	6	7	8	7	syntactic	0	0
1557561	inanim-inanim	vans	near	tractors	know	spanish	GDLD_plur_semantic	The vans near the tractors know Spanish.	1	154954539	963840	1908544	405542218	51657368	4	4	8	4	7	semantic	0	0
10563217	anim-anim	judges	that	waiters	loves	turn	GDLD_C_plur_syntactic	The judges that the waiters loves turn.	1	8000768228	24677643	1363954	12028067	134505772	4	6	7	5	4	syntactic	0	0
2228998	anim-anim	waiters	beside	tailors	love	shopping	GSLS_plur_syntactic	The waiters beside the tailors love shopping.	0	29718597	1363954	1121681	210137973	11206466	6	7	7	4	8	syntactic	0	0
1330634	inanim-inanim	trucks	by	tractors	crash	abruptly	GSLS_plur_semantic	The trucks by the tractors crash abruptly.	0	4703106084	6808013	1908544	6995312	7262021	2	6	8	5	8	semantic	0	0
1409745	anim-inanim	lawyers	near	cranes	honk	noisily	GDLS_plur_semantic	The lawyers near the cranes honk noisily.	1	154954539	15702570	1511645	186601	807804	4	7	6	4	7	semantic	0	0
2363121	anim-anim	tailors	that	waiters	dislike	cry	GSLS_C_plur_syntactic	The tailors that the waiters dislike cry.	0	8000768228	1121681	1363954	6703610	24708519	4	7	7	7	3	syntactic	0	0
3521361	anim-anim	lawyer	that	authors	dislikes	runs	GSLD_C_sing_syntactic	The lawyer that the authors dislikes runs.	1	8000768228	21493788	42845288	1451937	26702428	4	6	7	8	4	syntactic	0	0
6612044	anim-anim	bankers	near	barber	dislikes	bowling	GDLS_plur_syntactic	The bankers near the barber dislikes bowling.	1	154954539	6179440	4668021	1451937	2476732	4	7	6	8	7	syntactic	0	0
1509666	anim-anim	painter	by	pilot	honks	twice	GDLD_sing_semantic	The painter by the pilot honks twice.	1	4703106084	13065194	16262831	0	36389658	2	7	5	5	5	semantic	0	0
