	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
8	anim-inanim	bankers	by	buses	honk	once	GDLS_plur_semantic	The bankers by the buses honk once.	1	4703106084	6179440	4213326	186601	267334111	2	7	5	4	4	semantic
4	anim-anim	bakers	beside	barbers	prefer	painting	GSLS_plur_semantic	The bakers beside the barbers prefer painting.	0	29718597	997597	607437	20278168	32738623	6	6	7	6	8	semantic
3	anim-anim	farmers	by	author	detest	sailing	GSLD_plur_syntactic	The farmers by the author detest sailing.	0	4703106084	33753767	99092074	740903	8731451	2	7	6	6	7	syntactic
6	anim-anim	plumbers	by	builders	detest	studying	GSLS_plur_syntactic	The plumbers by the builders detest studying.	0	4703106084	543869	5454568	740903	19754110	2	8	8	6	8	syntactic
9	anim-anim	plumbers	near	painter	dislike	gambling	GSLD_C_plur_syntactic	The plumbers that the painter dislike sit.	1	154954539	543869	13065194	6703610	6130169	4	8	7	7	8	syntactic
0	anim-anim	teachers	beside	painters	prefer	spinning	GSLS_C_plur_syntactic	The teachers that the painters prefer arrive.	0	29718597	73279702	7084827	20278168	6978676	6	8	8	6	8	syntactic
4	anim-anim	judges	beside	doctor	hates	boxing	GDLS_plur_syntactic	The judges beside the doctor hates boxing.	1	29718597	24677643	52110730	2416713	2262574	6	6	6	5	6	syntactic
7	anim-anim	barber	near	athletes	hate	yachting	GDLS_C_sing_syntactic	The barber that the athletes hate arrives.	0	154954539	4668021	4726603	16538862	382785	4	6	8	4	8	syntactic
3	anim-anim	teacher	beside	bankers	likes	fencing	GSLD_sing_syntactic	The teacher beside the bankers likes fencing.	0	29718597	74147301	6179440	9285296	1887055	6	7	7	5	7	syntactic
0	inanim-inanim	cars	beside	taxis	hate	knitting	GDLD_plur_semantic	The cars beside the taxis hate knitting.	1	29718597	24371897	1073931	16538862	2033048	6	4	5	4	8	semantic
