	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
5235681	anim-anim	dentists	that	vet	dislike	die	GSLD_C_plur_syntactic	The dentists that the vet dislike die.	1	8000768228	1487700	2597895	6703610	104147370	4	8	3	7	3	syntactic	0	0
1326102	inanim-inanim	jeep	by	bus	smashes	abruptly	GSLS_sing_semantic	The jeep by the bus smashes abruptly.	0	4703106084	2009598	19370874	177467	7262021	2	4	3	7	8	semantic	0	0
1505910	anim-anim	tailors	by	nurses	smash	abruptly	GDLD_plur_semantic	The tailors by the nurses smash abruptly.	1	4703106084	1121681	14176931	1655337	7262021	2	7	6	5	8	semantic	0	0
1458503	inanim-anim	vans	near	authors	like	camping	GDLS_plur_semantic	The vans near the authors like camping.	1	154954539	963840	42845288	709849832	3430548	4	4	7	4	7	semantic	0	84
1595342	anim-anim	athletes	near	nurses	hate	cycling	GSLS_plur_syntactic	The athletes near the nurses hate cycling.	0	154954539	4726603	14176931	16538862	2334761	4	8	6	4	7	syntactic	0	0
5078028	anim-anim	barber	beside	waiters	likes	walking	GSLD_sing_syntactic	The barber beside the waiters likes walking.	0	29718597	4668021	1363954	9285296	30746983	6	6	7	5	7	syntactic	0	0
8955986	anim-anim	dentist	near	actor	like	skiing	GDLD_sing_syntactic	The dentist near the actor like skiing.	1	154954539	3198534	14665285	709849832	1934331	4	7	5	4	6	syntactic	0	0
6212321	anim-anim	dentists	that	actor	dislikes	die	GDLS_C_plur_syntactic	The dentists that the actor dislikes die.	0	8000768228	1487700	14665285	1451937	104147370	4	8	5	8	3	syntactic	0	0
1399860	inanim-anim	taxi	beside	banker	skids	loudly	GSLD_sing_semantic	The taxi beside the banker skids loudly.	0	29718597	4478068	5135467	250523	5998778	6	4	6	5	6	semantic	0	0
1328064	inanim-inanim	bus	near	truck	crashes	loudly	GSLS_sing_semantic	The bus near the truck crashes loudly.	0	154954539	19370874	14274010	1060077	5998778	4	3	5	7	6	semantic	0	0
9219778	anim-anim	chefs	near	bankers	hates	skiing	GDLD_plur_syntactic	The chefs near the bankers hates skiing.	1	154954539	752773	6179440	2416713	1934331	4	5	7	5	6	syntactic	0	0
5298177	anim-anim	judge	that	vets	admires	smiles	GSLD_C_sing_syntactic	The judge that the vets admires smiles.	1	8000768228	63704000	262330	929819	5542164	4	5	4	7	6	syntactic	0	0
1330481	anim-anim	athletes	that	dentists	hate	lie	GSLS_C_plur_syntactic	The athletes that the dentists hate lie.	0	8000768228	4726603	1487700	16538862	44672168	4	8	8	4	3	syntactic	0	0
3038737	anim-anim	tailors	that	farmer	love	study	GSLD_C_plur_syntactic	The tailors that the farmer love study.	1	8000768228	1121681	20568429	210137973	251146114	4	7	6	4	5	syntactic	0	0
1411816	inanim-anim	bus	beside	baker	hates	farming	GDLS_sing_semantic	The bus beside the baker hates farming.	1	29718597	19370874	13610150	2416713	15602571	6	3	5	5	7	semantic	0	0
5637018	anim-anim	barber	beside	doctors	love	studying	GDLS_sing_syntactic	The barber beside the doctors love studying.	1	29718597	4668021	19521968	210137973	19754110	6	6	7	4	8	syntactic	0	0
1493255	anim-anim	painter	by	barber	brakes	suddenly	GDLD_sing_semantic	The painter by the barber brakes suddenly.	1	4703106084	13065194	4668021	2506876	58025537	2	7	6	6	8	semantic	0	0
1329248	inanim-inanim	buses	beside	jeeps	crash	loudly	GSLS_plur_semantic	The buses beside the jeeps crash loudly.	0	29718597	4213326	406341	6995312	5998778	6	5	5	5	6	semantic	0	0
1756166	anim-anim	lawyer	by	painter	dislikes	knitting	GSLS_sing_syntactic	The lawyer by the painter dislikes knitting.	0	4703106084	21493788	13065194	1451937	2033048	2	6	7	8	8	syntactic	0	0
2994448	anim-anim	chefs	by	farmer	like	farming	GSLD_plur_syntactic	The chefs by the farmer like farming.	0	4703106084	752773	20568429	709849832	15602571	2	5	6	4	7	syntactic	39	0
1447066	inanim-anim	buses	by	actors	love	dancing	GDLS_plur_semantic	The buses by the actors love dancing.	1	4703106084	4213326	18120032	210137973	15565681	2	5	6	4	7	semantic	0	0
7612278	anim-anim	judges	beside	plumber	loves	shopping	GDLS_plur_syntactic	The judges beside the plumber loves shopping.	1	29718597	24677643	734834	12028067	11206466	6	6	7	5	8	syntactic	0	0
1373109	anim-inanim	teachers	beside	scooters	hate	hunting	GSLD_plur_semantic	The teachers beside the scooters hate hunting.	0	29718597	73279702	182717	16538862	19801295	6	8	8	4	7	semantic	0	0
2040049	anim-anim	banker	that	plumber	dislikes	lies	GSLS_C_sing_syntactic	The banker that the plumber dislikes lies.	0	8000768228	5135467	734834	1451937	48941300	4	6	7	8	4	syntactic	0	0
6021441	anim-anim	farmers	that	lawyer	likes	arrive	GDLS_C_plur_syntactic	The farmers that the lawyer likes arrive.	0	8000768228	33753767	21493788	9285296	19261937	4	7	6	5	6	syntactic	0	0
7532580	anim-anim	plumbers	near	pilot	admires	modesty	GDLS_plur_syntactic	The plumbers near the pilot admires modesty.	1	154954539	543869	16262831	929819	4114868	4	8	5	7	7	syntactic	0	0
10400032	anim-anim	authors	beside	tailors	hates	fishing	GDLD_plur_syntactic	The authors beside the tailors hates fishing.	1	29718597	42845288	1121681	2416713	21745307	6	7	7	5	7	syntactic	0	0
423172	anim-anim	lawyer	near	teacher	loves	cooking	GSLS_sing_syntactic	The lawyer near the teacher loves cooking.	0	154954539	21493788	74147301	12028067	13672366	4	6	7	5	7	syntactic	0	0
9824657	anim-anim	athlete	that	nurse	dislike	prays	GDLD_C_sing_syntactic	The athlete that the nurse dislike prays.	1	8000768228	3419291	23875250	6703610	1506735	4	7	5	7	5	syntactic	0	0
1331094	inanim-inanim	buses	by	scooters	honk	twice	GSLS_plur_semantic	The buses by the scooters honk twice.	0	4703106084	4213326	182717	186601	36389658	2	5	8	4	5	semantic	0	0
4278673	anim-anim	pilot	that	judges	loves	prays	GSLD_C_sing_syntactic	The pilot that the judges loves prays.	1	8000768228	16262831	24677643	12028067	1506735	4	5	6	5	5	syntactic	0	0
882385	anim-anim	pilot	that	author	loves	runs	GSLS_C_sing_syntactic	The pilot that the author loves runs.	0	8000768228	16262831	99092074	12028067	26702428	4	5	6	5	4	syntactic	0	0
1529412	inanim-inanim	trucks	by	buses	like	acting	GDLD_plur_semantic	The trucks by the buses like acting.	1	4703106084	6808013	4213326	709849832	38536231	2	6	5	4	6	semantic	0	0
1418715	inanim-anim	bus	beside	doctor	loves	shopping	GDLS_sing_semantic	The bus beside the doctor loves shopping.	1	29718597	19370874	52110730	12028067	11206466	6	3	6	5	8	semantic	0	0
8406369	anim-anim	authors	that	doctors	hates	leave	GDLD_C_plur_syntactic	The authors that the doctors hates leave.	1	8000768228	42845288	19521968	2416713	111442661	4	7	7	5	5	syntactic	0	0
2671810	anim-anim	farmer	near	bakers	dislikes	skiing	GSLD_sing_syntactic	The farmer near the bakers dislikes skiing.	0	154954539	20568429	997597	1451937	1934331	4	6	6	8	6	syntactic	0	0
9122417	anim-anim	plumbers	that	authors	likes	sneeze	GDLD_C_plur_syntactic	The plumbers that the authors likes sneeze.	1	8000768228	543869	42845288	9285296	504411	4	8	7	5	6	syntactic	0	0
5983124	anim-anim	baker	beside	teachers	know	french	GDLS_sing_syntactic	The baker beside the teachers know French.	1	29718597	13610150	73279702	405542218	154091688	6	5	8	4	6	syntactic	0	144
1357701	anim-inanim	doctors	near	jeeps	dislike	studying	GSLD_plur_semantic	The doctors near the jeeps dislike studying.	0	154954539	19521968	406341	6703610	19754110	4	7	5	7	8	semantic	0	0
9818695	anim-anim	dentist	that	judge	admire	sneezes	GDLD_C_sing_syntactic	The dentist that the judge admire sneezes.	1	8000768228	3198534	63704000	6461497	134227	4	7	5	6	7	syntactic	0	0
2384785	anim-anim	plumbers	that	waiters	admire	swim	GSLS_C_plur_syntactic	The plumbers that the waiters admire swim.	0	8000768228	543869	1363954	6461497	6237963	4	8	7	6	4	syntactic	0	0
6123117	anim-anim	doctor	that	lawyers	know	lies	GDLS_C_sing_syntactic	The doctor that the lawyers know lies.	0	8000768228	52110730	15702570	405542218	48941300	4	6	7	4	4	syntactic	34	34
9795738	anim-anim	waiter	beside	judge	hate	hunting	GDLD_sing_syntactic	The waiter beside the judge hate hunting.	1	29718597	3340926	63704000	16538862	19801295	6	6	5	4	7	syntactic	0	0
1353898	anim-inanim	author	near	truck	likes	gambling	GSLD_sing_semantic	The author near the truck likes gambling.	0	154954539	99092074	14274010	9285296	6130169	4	6	5	5	8	semantic	0	0
6138601	anim-anim	vet	that	lawyers	admire	arrives	GDLS_C_sing_syntactic	The vet that the lawyers admire arrives.	0	8000768228	2597895	15702570	6461497	6366129	4	3	7	6	7	syntactic	0	0
4846662	anim-anim	plumbers	near	plumber	hate	knitting	GSLD_plur_syntactic	The plumbers near the plumber hate knitting.	0	154954539	543869	734834	16538862	2033048	4	8	7	4	8	syntactic	0	0
2210588	anim-anim	painters	beside	tailors	love	bowling	GSLS_plur_syntactic	The painters beside the tailors love bowling.	0	29718597	7084827	1121681	210137973	2476732	6	8	7	4	7	syntactic	0	0
1528433	inanim-inanim	taxi	beside	bus	hates	skating	GDLD_sing_semantic	The taxi beside the bus hates skating.	1	29718597	4478068	19370874	2416713	1784648	6	4	3	5	7	semantic	0	0
