	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
7	anim-anim	builders	by	athlete	hate	painting	GSLD_plur_syntactic	The builders by the athlete hate painting.	0	4703106084	5454568	3419291	16538862	32738623	2	8	7	4	8	syntactic
6	anim-anim	painters	near	waiter	avoids	spinning	GDLS_C_plur_syntactic	The painters that the waiter avoids sit.	0	154954539	7084827	3340926	3608938	6978676	4	8	6	6	8	syntactic
9	anim-inanim	chef	by	scooter	loves	bowling	GSLD_sing_semantic	The chef by the scooter loves bowling.	0	4703106084	2470923	405037	12028067	2476732	2	4	7	5	7	semantic
0	anim-anim	tailors	by	doctors	like	skating	GSLS_plur_syntactic	The tailors by the doctors like skating.	0	4703106084	1121681	19521968	709849832	1784648	2	7	7	4	7	syntactic
5	anim-inanim	bankers	near	cars	leak	suddenly	GDLS_plur_semantic	The bankers near the cars leak suddenly.	1	154954539	6179440	24371897	3272091	58025537	4	7	4	4	8	semantic
1	anim-anim	farmer	beside	dentists	hates	fishing	GSLD_sing_syntactic	The farmer beside the dentists hates fishing.	0	29718597	20568429	1487700	2416713	21745307	6	6	8	5	7	syntactic
0	inanim-inanim	tractor	near	taxi	honks	twice	GSLS_sing_semantic	The tractor near the taxi honks twice.	0	154954539	3282135	4478068	0	36389658	4	7	4	5	5	semantic
4	anim-anim	pilots	near	judges	dislikes	camping	GDLD_plur_syntactic	The pilots near the judges dislikes camping.	1	154954539	5455700	24677643	1451937	3430548	4	6	6	8	7	syntactic
8	anim-anim	chef	by	tailor	fears	hunting	GSLS_sing_syntactic	The chef by the tailor fears hunting.	0	4703106084	2470923	3371396	17721106	19801295	2	4	6	5	7	syntactic
6	anim-anim	judges	beside	teachers	likes	shopping	GDLD_C_plur_syntactic	The judges that the teachers likes die.	1	29718597	24677643	73279702	9285296	11206466	6	6	8	5	8	syntactic
9	inanim-anim	scooters	by	chefs	fear	knitting	GDLS_plur_semantic	The scooters by the chefs fear knitting.	1	4703106084	182717	752773	83025936	2033048	2	8	5	4	8	semantic
9	inanim-inanim	taxi	near	tractor	avoids	walking	GDLD_sing_semantic	The taxi near the tractor avoids walking.	1	154954539	4478068	3282135	3608938	30746983	4	4	7	6	7	semantic
5	inanim-anim	taxi	near	baker	crashes	loudly	GSLD_sing_semantic	The taxi near the baker crashes loudly.	0	154954539	4478068	13610150	1060077	5998778	4	4	5	7	6	semantic
6	anim-anim	author	near	judges	avoid	acting	GDLS_C_sing_syntactic	The author that the judges avoid sits.	0	154954539	99092074	24677643	60713817	38536231	4	6	6	5	6	syntactic
9	anim-anim	tailors	by	farmers	hates	studying	GDLD_plur_syntactic	The tailors by the farmers hates studying.	1	4703106084	1121681	33753767	2416713	19754110	2	7	7	5	8	syntactic
1	anim-anim	chef	beside	nurse	avoids	spinning	GSLS_C_sing_syntactic	The chef that the nurse avoids sits.	0	29718597	2470923	23875250	3608938	6978676	6	4	5	6	8	syntactic
4	anim-anim	actors	beside	judges	hate	camping	GSLS_plur_semantic	The actors beside the judges hate camping.	0	29718597	18120032	24677643	16538862	3430548	6	6	6	4	7	semantic
6	anim-inanim	chef	beside	truck	honks	loudly	GDLS_sing_semantic	The chef beside the truck honks loudly.	1	29718597	2470923	14274010	0	5998778	6	4	5	5	6	semantic
2	anim-anim	teacher	beside	builders	dislikes	spinning	GSLD_sing_syntactic	The teacher beside the builders dislikes spinning.	0	29718597	74147301	5454568	1451937	6978676	6	7	8	8	8	syntactic
4	anim-anim	plumbers	near	farmers	dislikes	fishing	GDLD_C_plur_syntactic	The plumbers that the farmers dislikes pray.	1	154954539	543869	33753767	1451937	21745307	4	8	7	8	7	syntactic
2	anim-anim	judge	near	chefs	dislike	boxing	GDLS_C_sing_syntactic	The judge that the chefs dislike prays.	0	154954539	63704000	752773	6703610	2262574	4	5	5	7	6	syntactic
9	inanim-anim	scooter	beside	banker	avoids	cycling	GDLS_sing_semantic	The scooter beside the banker avoids cycling.	1	29718597	405037	5135467	3608938	2334761	6	7	6	6	7	semantic
5	anim-anim	actor	by	builders	fears	skating	GSLD_C_sing_syntactic	The actor that the builders fears sits.	1	4703106084	14665285	5454568	17721106	1784648	2	5	8	5	7	syntactic
1	anim-anim	tailor	beside	actor	avoids	fishing	GSLS_sing_semantic	The tailor beside the actor avoids fishing.	0	29718597	3371396	14665285	3608938	21745307	6	6	5	6	7	semantic
5	anim-anim	actors	beside	vets	brake	abruptly	GDLD_plur_semantic	The actors beside the vets brake abruptly.	1	29718597	18120032	262330	4685005	7262021	6	6	4	5	8	semantic
2	anim-anim	plumber	by	waiter	avoid	driving	GDLD_C_sing_syntactic	The plumber that the waiter avoid arrives.	1	4703106084	734834	3340926	60713817	25592961	2	7	6	5	7	syntactic
6	anim-anim	lawyer	near	vet	detest	skiing	GDLD_C_sing_syntactic	The lawyer that the vet detest dies.	1	154954539	21493788	2597895	740903	1934331	4	6	3	6	6	syntactic
2	anim-inanim	authors	near	tractors	avoid	camping	GSLD_plur_semantic	The authors near the tractors avoid camping.	0	154954539	42845288	1908544	60713817	3430548	4	7	8	5	7	semantic
1	anim-anim	bakers	by	doctors	avoid	walking	GSLS_C_plur_syntactic	The bakers that the doctors avoid sit.	0	4703106084	997597	19521968	60713817	30746983	2	6	7	5	7	syntactic
3	inanim-inanim	cars	near	tractors	honk	loudly	GSLS_plur_semantic	The cars near the tractors honk loudly.	0	154954539	24371897	1908544	186601	5998778	4	4	8	4	6	semantic
8	anim-anim	bakers	near	barber	detests	camping	GDLS_C_plur_syntactic	The bakers that the barber detests die.	0	154954539	997597	4668021	181255	3430548	4	6	6	7	7	syntactic
6	anim-anim	painter	near	vets	love	farming	GDLS_sing_syntactic	The painter near the vets love farming.	1	154954539	13065194	262330	210137973	15602571	4	7	4	4	7	syntactic
8	anim-anim	banker	beside	barber	fears	sailing	GSLS_C_sing_syntactic	The banker that the barber fears sits.	0	29718597	5135467	4668021	17721106	8731451	6	6	6	5	7	syntactic
2	anim-anim	vet	by	painter	leaks	suddenly	GDLD_sing_semantic	The vet by the painter leaks suddenly.	1	4703106084	2597895	13065194	1935324	58025537	2	3	7	5	8	semantic
3	anim-anim	farmers	by	author	avoids	shopping	GDLS_plur_syntactic	The farmers by the author avoids shopping.	1	4703106084	33753767	99092074	3608938	11206466	2	7	6	6	8	syntactic
6	anim-anim	doctors	near	vet	love	bowling	GSLD_C_plur_syntactic	The doctors that the vet love arrive.	1	154954539	19521968	2597895	210137973	2476732	4	7	3	4	7	syntactic
7	anim-anim	barber	near	farmer	dislike	farming	GDLD_sing_syntactic	The barber near the farmer dislike farming.	1	154954539	4668021	20568429	6703610	15602571	4	6	6	7	7	syntactic
6	anim-anim	dentist	near	doctors	dislikes	yachting	GSLD_C_sing_syntactic	The dentist that the doctors dislikes arrives.	1	154954539	3198534	19521968	1451937	382785	4	7	7	8	8	syntactic
6	inanim-inanim	cars	by	scooters	fear	cycling	GDLD_plur_semantic	The cars by the scooters fear cycling.	1	4703106084	24371897	182717	83025936	2334761	2	4	8	4	7	semantic
8	anim-anim	barbers	near	banker	fear	gambling	GSLD_plur_syntactic	The barbers near the banker fear gambling.	0	154954539	607437	5135467	83025936	6130169	4	7	6	4	8	syntactic
7	anim-anim	dentists	near	pilots	hate	hunting	GSLS_C_plur_syntactic	The dentists that the pilots hate arrive.	0	154954539	1487700	5455700	16538862	19801295	4	8	6	4	7	syntactic
2	anim-anim	tailors	beside	pilot	hates	bowling	GDLS_plur_syntactic	The tailors beside the pilot hates bowling.	1	29718597	1121681	16262831	2416713	2476732	6	7	5	5	7	syntactic
2	anim-anim	tailor	near	waiter	like	farming	GDLD_sing_syntactic	The tailor near the waiter like farming.	1	154954539	3371396	3340926	709849832	15602571	4	6	6	4	7	syntactic
6	anim-anim	pilots	near	tailors	fear	hunting	GSLS_plur_syntactic	The pilots near the tailors fear hunting.	0	154954539	5455700	1121681	83025936	19801295	4	6	7	4	7	syntactic
4	anim-anim	bankers	by	pilot	avoid	fishing	GSLD_C_plur_syntactic	The bankers that the pilot avoid sit.	1	4703106084	6179440	16262831	60713817	21745307	2	7	5	5	7	syntactic
0	anim-anim	doctor	by	author	loves	skiing	GSLS_sing_syntactic	The doctor by the author loves skiing.	0	4703106084	52110730	99092074	12028067	1934331	2	6	6	5	6	syntactic
1	anim-anim	chef	by	judges	hate	boxing	GDLS_sing_syntactic	The chef by the judges hate boxing.	1	4703106084	2470923	24677643	16538862	2262574	2	4	6	4	6	syntactic
7	inanim-anim	taxis	beside	athletes	honk	loudly	GSLD_plur_semantic	The taxis beside the athletes honk loudly.	0	29718597	1073931	4726603	186601	5998778	6	5	8	4	6	semantic
