	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
9	anim-anim	plumber	by	builders	likes	camping	GSLD_sing_syntactic	The plumber by the builders likes camping.	0	4703106084	734834	5454568	9285296	3430548	2	7	8	5	7	syntactic
9	inanim-anim	taxis	near	athletes	leak	suddenly	GSLD_plur_semantic	The taxis near the athletes leak suddenly.	0	154954539	1073931	4726603	3272091	58025537	4	5	8	4	8	semantic
1	anim-inanim	baker	by	truck	malfunctions	suddenly	GDLS_sing_semantic	The baker by the truck malfunctions suddenly.	1	4703106084	13610150	14274010	327422	58025537	2	5	5	12	8	semantic
0	anim-anim	farmer	by	author	dislikes	boxing	GSLS_C_sing_syntactic	The farmer that the author dislikes prays.	0	4703106084	20568429	99092074	1451937	2262574	2	6	6	8	6	syntactic
0	anim-anim	barbers	by	bankers	love	yachting	GSLS_plur_semantic	The barbers by the bankers love yachting.	0	4703106084	607437	6179440	210137973	382785	2	7	7	4	8	semantic
7	anim-anim	plumbers	near	tailors	avoid	fencing	GSLS_plur_syntactic	The plumbers near the tailors avoid fencing.	0	154954539	543869	1121681	60713817	1887055	4	8	7	5	7	syntactic
8	anim-anim	builder	beside	painters	loves	cycling	GSLD_C_sing_syntactic	The builder that the painters loves dies.	1	29718597	4915470	7084827	12028067	2334761	6	7	8	5	7	syntactic
1	anim-anim	actor	near	athlete	prefers	skiing	GSLS_sing_syntactic	The actor near the athlete prefers skiing.	0	154954539	14665285	3419291	4149558	1934331	4	5	7	7	6	syntactic
4	anim-anim	bankers	near	nurses	detests	fencing	GDLD_plur_syntactic	The bankers near the nurses detests fencing.	1	154954539	6179440	14176931	181255	1887055	4	7	6	7	7	syntactic
6	anim-anim	lawyer	near	vets	loves	farming	GSLD_sing_syntactic	The lawyer near the vets loves farming.	0	154954539	21493788	262330	12028067	15602571	4	6	4	5	7	syntactic
9	anim-anim	doctors	near	tailor	avoids	painting	GDLS_C_plur_syntactic	The doctors that the tailor avoids die.	0	154954539	19521968	3371396	3608938	32738623	4	7	6	6	8	syntactic
5	anim-anim	plumbers	beside	nurse	prefers	sailing	GDLS_C_plur_syntactic	The plumbers that the nurse prefers sit.	0	29718597	543869	23875250	4149558	8731451	6	8	5	7	7	syntactic
8	anim-anim	judges	by	dentist	avoids	spinning	GDLS_plur_syntactic	The judges by the dentist avoids spinning.	1	4703106084	24677643	3198534	3608938	6978676	2	6	7	6	8	syntactic
6	anim-anim	pilots	near	dentist	fear	fencing	GSLD_plur_syntactic	The pilots near the dentist fear fencing.	0	154954539	5455700	3198534	83025936	1887055	4	6	7	4	7	syntactic
2	anim-inanim	vets	near	scooters	avoid	hunting	GSLD_plur_semantic	The vets near the scooters avoid hunting.	0	154954539	262330	182717	60713817	19801295	4	4	8	5	7	semantic
1	anim-anim	authors	beside	nurses	loves	driving	GDLD_C_plur_syntactic	The authors that the nurses loves arrive.	1	29718597	42845288	14176931	12028067	25592961	6	7	6	5	7	syntactic
4	inanim-anim	bus	beside	pilot	detests	acting	GDLS_sing_semantic	The bus beside the pilot detests acting.	1	29718597	19370874	16262831	181255	38536231	6	3	5	7	6	semantic
0	anim-inanim	teachers	near	cars	malfunction	abruptly	GDLS_plur_semantic	The teachers near the cars malfunction abruptly.	1	154954539	73279702	24371897	818548	7262021	4	8	4	11	8	semantic
3	anim-anim	doctors	by	barbers	love	camping	GSLS_C_plur_syntactic	The doctors that the barbers love sit.	0	4703106084	19521968	607437	210137973	3430548	2	7	7	4	7	syntactic
9	inanim-anim	buses	near	nurses	dislike	skating	GDLS_plur_semantic	The buses near the nurses dislike skating.	1	154954539	4213326	14176931	6703610	1784648	4	5	6	7	7	semantic
7	anim-anim	teacher	by	bakers	like	boxing	GDLS_C_sing_syntactic	The teacher that the bakers like dies.	0	4703106084	74147301	997597	709849832	2262574	2	7	6	4	6	syntactic
5	anim-anim	teacher	beside	athlete	hate	cooking	GDLD_C_sing_syntactic	The teacher that the athlete hate dies.	1	29718597	74147301	3419291	16538862	13672366	6	7	7	4	7	syntactic
5	anim-anim	baker	beside	doctors	like	boxing	GDLS_sing_syntactic	The baker beside the doctors like boxing.	1	29718597	13610150	19521968	709849832	2262574	6	5	7	4	6	syntactic
2	anim-anim	judges	near	waiters	prefers	studying	GDLD_plur_syntactic	The judges near the waiters prefers studying.	1	154954539	24677643	1363954	4149558	19754110	4	6	7	7	8	syntactic
4	inanim-anim	car	by	banker	leaks	suddenly	GSLD_sing_semantic	The car by the banker leaks suddenly.	0	4703106084	71566944	5135467	1935324	58025537	2	3	6	5	8	semantic
1	anim-anim	actors	by	vet	loves	yachting	GDLS_plur_syntactic	The actors by the vet loves yachting.	1	4703106084	18120032	2597895	12028067	382785	2	6	3	5	8	syntactic
8	inanim-inanim	buses	by	scooters	fear	cycling	GDLD_plur_semantic	The buses by the scooters fear cycling.	1	4703106084	4213326	182717	83025936	2334761	2	5	8	4	7	semantic
4	anim-anim	doctor	beside	plumber	prefers	knitting	GSLS_sing_semantic	The doctor beside the plumber prefers knitting.	0	29718597	52110730	734834	4149558	2033048	6	6	7	7	8	semantic
1	anim-anim	actors	beside	dentist	hate	skating	GSLD_C_plur_syntactic	The actors that the dentist hate die.	1	29718597	18120032	3198534	16538862	1784648	6	6	7	4	7	syntactic
