	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
6	anim-anim	chef	by	bankers	fear	farming	GDLS_sing_syntactic	The chef by the bankers fear farming.	1	4703106084	2470923	6179440	83025936	15602571	2	4	7	4	7	syntactic
2	anim-anim	judges	by	vets	leak	abruptly	GDLD_plur_semantic	The judges by the vets leak abruptly.	1	4703106084	24677643	262330	3272091	7262021	2	6	4	4	8	semantic
3	inanim-inanim	buses	by	cars	hate	cooking	GDLD_plur_semantic	The buses by the cars hate cooking.	1	4703106084	4213326	24371897	16538862	13672366	2	5	4	4	7	semantic
5	anim-anim	plumbers	beside	waiters	hates	studying	GDLD_C_plur_syntactic	The plumbers that the waiters hates pray.	1	29718597	543869	1363954	2416713	19754110	6	8	7	5	8	syntactic
9	anim-anim	plumber	near	waiter	prefers	dancing	GSLS_sing_semantic	The plumber near the waiter prefers dancing.	0	154954539	734834	3340926	4149558	15565681	4	7	6	7	7	semantic
7	anim-anim	vet	by	plumbers	dislike	fencing	GDLS_C_sing_syntactic	The vet that the plumbers dislike arrives.	0	4703106084	2597895	543869	6703610	1887055	2	3	8	7	7	syntactic
2	anim-anim	judge	by	baker	likes	cycling	GSLS_sing_syntactic	The judge by the baker likes cycling.	0	4703106084	63704000	13610150	9285296	2334761	2	5	5	5	7	syntactic
4	anim-anim	actors	near	teachers	hate	cycling	GSLS_plur_syntactic	The actors near the teachers hate cycling.	0	154954539	18120032	73279702	16538862	2334761	4	6	8	4	7	syntactic
1	anim-anim	bankers	beside	tailor	fear	cycling	GSLD_C_plur_syntactic	The bankers that the tailor fear die.	1	29718597	6179440	3371396	83025936	2334761	6	7	6	4	7	syntactic
2	anim-anim	lawyer	by	athlete	leaks	suddenly	GDLD_sing_semantic	The lawyer by the athlete leaks suddenly.	1	4703106084	21493788	3419291	1935324	58025537	2	6	7	5	8	semantic
4	anim-anim	actor	beside	barber	avoid	painting	GDLD_C_sing_syntactic	The actor that the barber avoid prays.	1	29718597	14665285	4668021	60713817	32738623	6	5	6	5	8	syntactic
9	anim-anim	bankers	near	lawyer	detests	painting	GDLS_plur_syntactic	The bankers near the lawyer detests painting.	1	154954539	6179440	21493788	181255	32738623	4	7	6	7	8	syntactic
7	anim-anim	athletes	by	teacher	dislikes	skiing	GDLS_plur_syntactic	The athletes by the teacher dislikes skiing.	1	4703106084	4726603	74147301	1451937	1934331	2	8	7	8	6	syntactic
4	anim-anim	pilot	beside	waiters	loves	cooking	GSLD_C_sing_syntactic	The pilot that the waiters loves sits.	1	29718597	16262831	1363954	12028067	13672366	6	5	7	5	7	syntactic
3	anim-anim	authors	near	farmers	loves	climbing	GDLD_C_plur_syntactic	The authors that the farmers loves die.	1	154954539	42845288	33753767	12028067	7755370	4	7	7	5	8	syntactic
8	anim-anim	plumber	near	tailor	prefer	acting	GDLD_C_sing_syntactic	The plumber that the tailor prefer prays.	1	154954539	734834	3371396	20278168	38536231	4	7	6	6	6	syntactic
3	anim-anim	nurses	near	tailor	detests	boxing	GDLS_C_plur_syntactic	The nurses that the tailor detests sit.	0	154954539	14176931	3371396	181255	2262574	4	6	6	7	6	syntactic
8	anim-inanim	nurses	beside	tractors	hate	hunting	GSLD_plur_semantic	The nurses beside the tractors hate hunting.	0	29718597	14176931	1908544	16538862	19801295	6	6	8	4	7	semantic
7	anim-anim	waiters	beside	lawyer	prefer	yachting	GSLD_plur_syntactic	The waiters beside the lawyer prefer yachting.	0	29718597	1363954	21493788	20278168	382785	6	7	6	6	8	syntactic
2	anim-anim	judges	by	plumbers	dislike	knitting	GSLS_C_plur_syntactic	The judges that the plumbers dislike sit.	0	4703106084	24677643	543869	6703610	2033048	2	6	8	7	8	syntactic
7	anim-anim	barber	beside	author	prefers	acting	GSLS_sing_syntactic	The barber beside the author prefers acting.	0	29718597	4668021	99092074	4149558	38536231	6	6	6	7	6	syntactic
8	anim-anim	builder	near	baker	loves	climbing	GSLS_C_sing_syntactic	The builder that the baker loves arrives.	0	154954539	4915470	13610150	12028067	7755370	4	7	5	5	8	syntactic
5	anim-anim	teachers	by	judges	avoids	fencing	GDLD_plur_syntactic	The teachers by the judges avoids fencing.	1	4703106084	73279702	24677643	3608938	1887055	2	8	6	6	7	syntactic
