	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
4526609	anim-anim	chef	that	painters	likes	studies	GSLD_C_sing_syntactic	The chef that the painters likes studies.	1	8000768228	2470923	7084827	9285296	159772512	4	4	8	5	7	syntactic	0	0
1570349	inanim-inanim	car	near	crane	loves	hunting	GDLD_sing_semantic	The car near the crane loves hunting.	1	154954539	71566944	5664326	12028067	19801295	4	3	5	5	7	semantic	0	0
1404547	anim-inanim	farmer	beside	jeep	honks	once	GDLS_sing_semantic	The farmer beside the jeep honks once.	1	29718597	20568429	2009598	0	267334111	6	6	4	5	4	semantic	0	0
9960194	anim-anim	athletes	by	painters	dislikes	fencing	GDLD_plur_syntactic	The athletes by the painters dislikes fencing.	1	4703106084	4726603	7084827	1451937	1887055	2	8	8	8	7	syntactic	0	0
2111077	anim-anim	tailor	that	plumber	knows	prays	GSLS_C_sing_syntactic	The tailor that the plumber knows prays.	0	8000768228	3371396	734834	50729807	1506735	4	6	7	5	5	syntactic	0	0
1561507	inanim-inanim	jeeps	near	scooters	like	shopping	GDLD_plur_semantic	The jeeps near the scooters like shopping.	1	154954539	406341	182717	709849832	11206466	4	5	8	4	8	semantic	0	0
6209969	anim-anim	dentists	that	actor	likes	lie	GDLS_C_plur_syntactic	The dentists that the actor likes lie.	0	8000768228	1487700	14665285	9285296	44672168	4	8	5	5	3	syntactic	0	0
8506225	anim-anim	bakers	that	farmers	likes	sneeze	GDLD_C_plur_syntactic	The bakers that the farmers likes sneeze.	1	8000768228	997597	33753767	9285296	504411	4	6	7	5	6	syntactic	0	0
654228	anim-anim	athlete	by	lawyer	admires	honesty	GSLS_sing_syntactic	The athlete by the lawyer admires honesty.	0	4703106084	3419291	21493788	929819	7341751	2	7	6	7	7	syntactic	0	0
7276616	anim-anim	farmers	by	painter	likes	acting	GDLS_plur_syntactic	The farmers by the painter likes acting.	1	4703106084	33753767	13065194	9285296	38536231	2	7	7	5	6	syntactic	0	0
1382575	anim-inanim	athlete	near	van	knows	russian	GSLD_sing_semantic	The athlete near the van knows Russian.	0	154954539	3419291	54213864	50729807	53427209	4	7	3	5	7	semantic	0	0
4518436	anim-anim	bankers	by	painter	hate	dancing	GSLD_plur_syntactic	The bankers by the painter hate dancing.	0	4703106084	6179440	13065194	16538862	15565681	2	7	7	4	7	syntactic	0	0
1394933	inanim-anim	trucks	beside	teachers	skid	noisily	GSLD_plur_semantic	The trucks beside the teachers skid noisily.	0	29718597	6808013	73279702	816187	807804	6	6	8	4	7	semantic	0	0
1897098	anim-anim	actors	beside	pilots	hate	studying	GSLS_plur_syntactic	The actors beside the pilots hate studying.	0	29718597	18120032	5455700	16538862	19754110	6	6	6	4	8	syntactic	0	0
3763891	anim-anim	judges	that	banker	admire	turn	GSLD_C_plur_syntactic	The judges that the banker admire turn.	1	8000768228	24677643	5135467	6461497	134505772	4	6	6	6	4	syntactic	0	0
10124226	anim-anim	actor	near	pilot	like	fencing	GDLD_sing_syntactic	The actor near the pilot like fencing.	1	154954539	14665285	16262831	709849832	1887055	4	5	5	4	7	syntactic	0	0
1428299	inanim-anim	jeeps	by	farmers	like	sailing	GDLS_plur_semantic	The jeeps by the farmers like sailing.	1	4703106084	406341	33753767	709849832	8731451	2	5	7	4	7	semantic	0	101
1411390	inanim-anim	cars	beside	bakers	love	bowling	GDLS_plur_semantic	The cars beside the bakers love bowling.	1	29718597	24371897	997597	210137973	2476732	6	4	6	4	7	semantic	0	0
8053484	anim-anim	plumber	by	vets	dislike	spinning	GDLS_sing_syntactic	The plumber by the vets dislike spinning.	1	4703106084	734834	262330	6703610	6978676	2	7	4	7	8	syntactic	0	0
6112257	anim-anim	waiter	that	lawyers	dislike	smiles	GDLS_C_sing_syntactic	The waiter that the lawyers dislike smiles.	0	8000768228	3340926	15702570	6703610	5542164	4	6	7	7	6	syntactic	0	0
7650836	anim-anim	vet	beside	plumbers	like	gambling	GDLS_sing_syntactic	The vet beside the plumbers like gambling.	1	29718597	2597895	543869	709849832	6130169	6	3	8	4	8	syntactic	0	0
3450628	anim-anim	plumbers	beside	actor	love	cooking	GSLD_plur_syntactic	The plumbers beside the actor love cooking.	0	29718597	543869	14665285	210137973	13672366	6	8	5	4	7	syntactic	0	0
7051553	anim-anim	judge	that	judges	hate	sits	GDLS_C_sing_syntactic	The judge that the judges hate sits.	0	8000768228	63704000	24677643	16538862	8154939	4	5	6	4	4	syntactic	0	0
