	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1625569	anim-anim	lawyers	that	nurses	love	die	GSLS_C_plur_syntactic	The lawyers that the nurses love die.	0	8000768228	15702570	14176931	210137973	104147370	4	7	6	4	3	syntactic	0	0
2074210	anim-anim	painter	near	plumber	likes	skating	GSLS_sing_syntactic	The painter near the plumber likes skating.	0	154954539	13065194	734834	9285296	1784648	4	7	7	5	7	syntactic	0	0
10036256	anim-anim	nurse	by	painter	hate	climbing	GDLD_sing_syntactic	The nurse by the painter hate climbing.	1	4703106084	23875250	13065194	16538862	7755370	2	5	7	4	8	syntactic	0	0
1389191	anim-inanim	authors	near	cranes	like	camping	GSLD_plur_semantic	The authors near the cranes like camping.	0	154954539	42845288	1511645	709849832	3430548	4	7	6	4	7	semantic	84	0
1377860	anim-inanim	bakers	beside	vans	dislike	painting	GSLD_plur_semantic	The bakers beside the vans dislike painting.	0	29718597	997597	963840	6703610	32738623	6	6	4	7	8	semantic	0	0
1570942	inanim-inanim	cars	beside	cranes	dislike	bowling	GDLD_plur_semantic	The cars beside the cranes dislike bowling.	1	29718597	24371897	1511645	6703610	2476732	6	4	6	7	7	semantic	0	0
7733889	anim-anim	barbers	that	tailor	hates	swim	GDLS_C_plur_syntactic	The barbers that the tailor hates swim.	0	8000768228	607437	3371396	2416713	6237963	4	7	6	5	4	syntactic	0	0
10178114	anim-anim	painters	beside	pilots	hates	skiing	GDLD_plur_syntactic	The painters beside the pilots hates skiing.	1	29718597	7084827	5455700	2416713	1934331	6	8	6	5	6	syntactic	0	0
1440930	inanim-anim	taxis	beside	lawyers	hate	dancing	GDLS_plur_semantic	The taxis beside the lawyers hate dancing.	1	29718597	1073931	15702570	16538862	15565681	6	5	7	4	7	semantic	0	0
8989345	anim-anim	plumber	that	actor	dislike	dies	GDLD_C_sing_syntactic	The plumber that the actor dislike dies.	1	8000768228	734834	14665285	6703610	11810645	4	7	5	7	4	syntactic	0	0
8674740	anim-anim	banker	by	teacher	dislike	gambling	GDLD_sing_syntactic	The banker by the teacher dislike gambling.	1	4703106084	5135467	74147301	6703610	6130169	2	6	7	7	8	syntactic	0	0
5718011	anim-anim	painters	that	doctor	admires	study	GDLS_C_plur_syntactic	The painters that the doctor admires study.	0	8000768228	7084827	52110730	929819	251146114	4	8	6	7	5	syntactic	0	0
6316849	anim-anim	actor	that	authors	hate	cries	GDLS_C_sing_syntactic	The actor that the authors hate cries.	0	8000768228	14665285	42845288	16538862	9051102	4	5	7	4	5	syntactic	0	0
3116049	anim-anim	authors	that	teacher	like	study	GSLD_C_plur_syntactic	The authors that the teacher like study.	1	8000768228	42845288	74147301	709849832	251146114	4	7	7	4	5	syntactic	84	31
1498291	anim-anim	teachers	beside	dentists	smash	suddenly	GDLD_plur_semantic	The teachers beside the dentists smash suddenly.	1	29718597	73279702	1487700	1655337	58025537	6	8	8	5	8	semantic	0	0
5153101	anim-anim	vets	that	waiter	know	cry	GSLD_C_plur_syntactic	The vets that the waiter know cry.	1	8000768228	262330	3340926	405542218	24708519	4	4	6	4	3	syntactic	0	0
1730838	anim-anim	baker	beside	painter	hates	sailing	GSLS_sing_syntactic	The baker beside the painter hates sailing.	0	29718597	13610150	13065194	2416713	8731451	6	5	7	5	7	syntactic	0	0
9026357	anim-anim	waiters	that	actors	admires	sit	GDLD_C_plur_syntactic	The waiters that the actors admires sit.	1	8000768228	1363954	18120032	929819	40245691	4	7	6	7	3	syntactic	0	0
1433513	inanim-anim	taxi	near	teacher	hates	fencing	GDLS_sing_semantic	The taxi near the teacher hates fencing.	1	154954539	4478068	74147301	2416713	1887055	4	4	7	5	7	semantic	0	0
3800118	anim-anim	lawyer	near	barbers	dislikes	shopping	GSLD_sing_syntactic	The lawyer near the barbers dislikes shopping.	0	154954539	21493788	607437	1451937	11206466	4	6	7	8	8	syntactic	0	0
1532840	inanim-inanim	car	beside	bus	knows	arabic	GDLD_sing_semantic	The car beside the bus knows Arabic.	1	29718597	71566944	19370874	50729807	9338211	6	3	3	5	6	semantic	0	0
4863345	anim-anim	vet	that	plumbers	dislikes	moves	GSLD_C_sing_syntactic	The vet that the plumbers dislikes moves.	1	8000768228	2597895	543869	1451937	24787121	4	3	8	8	5	syntactic	0	0
6706186	anim-anim	bakers	by	chef	likes	studying	GDLS_plur_syntactic	The bakers by the chef likes studying.	1	4703106084	997597	2470923	9285296	19754110	2	6	4	5	8	syntactic	0	0
1347018	anim-inanim	author	by	taxi	loves	gambling	GSLD_sing_semantic	The author by the taxi loves gambling.	0	4703106084	99092074	4478068	12028067	6130169	2	6	4	5	8	semantic	0	0
1372592	anim-inanim	teacher	beside	scooter	likes	farming	GSLD_sing_semantic	The teacher beside the scooter likes farming.	0	29718597	74147301	405037	9285296	15602571	6	7	7	5	7	semantic	0	0
4979994	anim-anim	pilots	beside	tailor	hate	boxing	GSLD_plur_syntactic	The pilots beside the tailor hate boxing.	0	29718597	5455700	3371396	16538862	2262574	6	6	6	4	6	syntactic	0	0
4908632	anim-anim	teacher	beside	tailors	loves	yachting	GSLD_sing_syntactic	The teacher beside the tailors loves yachting.	0	29718597	74147301	1121681	12028067	382785	6	7	7	5	8	syntactic	0	0
6074721	anim-anim	judge	that	lawyers	hate	laughs	GDLS_C_sing_syntactic	The judge that the lawyers hate laughs.	0	8000768228	63704000	15702570	16538862	2942362	4	5	7	4	6	syntactic	0	0
570785	anim-anim	authors	that	lawyers	like	leave	GSLS_C_plur_syntactic	The authors that the lawyers like leave.	0	8000768228	42845288	15702570	709849832	111442661	4	7	7	4	5	syntactic	84	78
6766246	anim-anim	dentist	by	chefs	hate	knitting	GDLS_sing_syntactic	The dentist by the chefs hate knitting.	1	4703106084	3198534	752773	16538862	2033048	2	7	5	4	8	syntactic	0	0
5789452	anim-anim	dentist	by	farmers	hate	walking	GDLS_sing_syntactic	The dentist by the farmers hate walking.	1	4703106084	3198534	33753767	16538862	30746983	2	7	7	4	7	syntactic	0	0
271473	anim-anim	baker	that	farmer	likes	sneezes	GSLS_C_sing_syntactic	The baker that the farmer likes sneezes.	0	8000768228	13610150	20568429	9285296	134227	4	5	6	5	7	syntactic	0	0
10567681	anim-anim	nurse	that	waiter	dislike	arrives	GDLD_C_sing_syntactic	The nurse that the waiter dislike arrives.	1	8000768228	23875250	3340926	6703610	6366129	4	5	6	7	7	syntactic	0	0
1457427	inanim-anim	scooter	near	author	loves	sailing	GDLS_sing_semantic	The scooter near the author loves sailing.	1	154954539	405037	99092074	12028067	8731451	4	7	6	5	7	semantic	0	0
1482849	anim-anim	teacher	that	judge	likes	sits	GSLS_C_sing_syntactic	The teacher that the judge likes sits.	0	8000768228	74147301	63704000	9285296	8154939	4	7	5	5	4	syntactic	0	0
1594520	anim-anim	athletes	beside	nurses	love	painting	GSLS_plur_syntactic	The athletes beside the nurses love painting.	0	29718597	4726603	14176931	210137973	32738623	6	8	6	4	8	syntactic	0	0
2193318	anim-anim	dentists	by	tailors	hate	sailing	GSLS_plur_syntactic	The dentists by the tailors hate sailing.	0	4703106084	1487700	1121681	16538862	8731451	2	8	7	4	7	syntactic	0	0
1327630	inanim-inanim	vans	beside	taxis	brake	abruptly	GSLS_plur_semantic	The vans beside the taxis brake abruptly.	0	29718597	963840	1073931	4685005	7262021	6	4	5	5	8	semantic	0	0
1474162	anim-anim	author	near	farmer	smashes	abruptly	GDLD_sing_semantic	The author near the farmer smashes abruptly.	1	154954539	99092074	20568429	177467	7262021	4	6	6	7	8	semantic	0	0
