	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
9	anim-anim	chef	by	tailors	detests	cycling	GSLD_C_sing_syntactic	The chef that the tailors detests prays.	1	4703106084	2470923	1121681	181255	2334761	2	4	7	7	7	syntactic
2	anim-anim	judge	beside	plumber	dislike	camping	GDLD_C_sing_syntactic	The judge that the plumber dislike prays.	1	29718597	63704000	734834	6703610	3430548	6	5	7	7	7	syntactic
4	anim-anim	nurses	by	barbers	prefers	knitting	GDLD_C_plur_syntactic	The nurses that the barbers prefers die.	1	4703106084	14176931	607437	4149558	2033048	2	6	7	7	8	syntactic
9	inanim-anim	bus	beside	judge	fears	fencing	GDLS_sing_semantic	The bus beside the judge fears fencing.	1	29718597	19370874	63704000	17721106	1887055	6	3	5	5	7	semantic
3	anim-anim	painters	by	doctor	loves	fencing	GDLS_plur_syntactic	The painters by the doctor loves fencing.	1	4703106084	7084827	52110730	12028067	1887055	2	8	6	5	7	syntactic
6	anim-inanim	chefs	by	vans	leak	suddenly	GDLS_plur_semantic	The chefs by the vans leak suddenly.	1	4703106084	752773	963840	3272091	58025537	2	5	4	4	8	semantic
4	anim-anim	tailor	beside	dentist	fears	cooking	GSLS_C_sing_syntactic	The tailor that the dentist fears prays.	0	29718597	3371396	3198534	17721106	13672366	6	6	7	5	7	syntactic
1	inanim-inanim	vans	near	cars	fear	shopping	GDLD_plur_semantic	The vans near the cars fear shopping.	1	154954539	963840	24371897	83025936	11206466	4	4	4	4	8	semantic
2	anim-anim	baker	beside	nurse	detests	fencing	GSLS_sing_semantic	The baker beside the nurse detests fencing.	0	29718597	13610150	23875250	181255	1887055	6	5	5	7	7	semantic
3	inanim-anim	taxi	beside	author	leaks	suddenly	GSLD_sing_semantic	The taxi beside the author leaks suddenly.	0	29718597	4478068	99092074	1935324	58025537	6	4	6	5	8	semantic
6	anim-anim	authors	near	chefs	hates	skating	GDLD_plur_syntactic	The authors near the chefs hates skating.	1	154954539	42845288	752773	2416713	1784648	4	7	5	5	7	syntactic
0	anim-anim	doctors	by	pilots	honk	twice	GDLD_plur_semantic	The doctors by the pilots honk twice.	1	4703106084	19521968	5455700	186601	36389658	2	7	6	4	5	semantic
5	anim-anim	pilot	by	vets	fears	spinning	GSLD_sing_syntactic	The pilot by the vets fears spinning.	0	4703106084	16262831	262330	17721106	6978676	2	5	4	5	8	syntactic
4	anim-anim	bakers	beside	painters	prefer	cooking	GSLS_plur_syntactic	The bakers beside the painters prefer cooking.	0	29718597	997597	7084827	20278168	13672366	6	6	8	6	7	syntactic
5	anim-anim	builders	by	chef	prefers	yachting	GDLS_C_plur_syntactic	The builders that the chef prefers sit.	0	4703106084	5454568	2470923	4149558	382785	2	8	4	7	8	syntactic
1	anim-anim	builders	by	athletes	detests	farming	GDLD_plur_syntactic	The builders by the athletes detests farming.	1	4703106084	5454568	4726603	181255	15602571	2	8	8	7	7	syntactic
0	anim-anim	chef	by	plumber	honks	noisily	GDLD_sing_semantic	The chef by the plumber honks noisily.	1	4703106084	2470923	734834	0	807804	2	4	7	5	7	semantic
1	anim-anim	athletes	beside	actor	detest	knitting	GSLD_plur_syntactic	The athletes beside the actor detest knitting.	0	29718597	4726603	14665285	740903	2033048	6	8	5	6	8	syntactic
5	anim-inanim	author	beside	taxi	detests	bowling	GSLD_sing_semantic	The author beside the taxi detests bowling.	0	29718597	99092074	4478068	181255	2476732	6	6	4	7	7	semantic
