	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
6	anim-anim	tailors	by	pilots	leak	suddenly	GDLD_plur_semantic	The tailors by the pilots leak suddenly.	1	4703106084	1121681	5455700	3272091	58025537	2	7	6	4	8	semantic
8	anim-anim	doctor	beside	nurse	prefers	gambling	GSLS_sing_semantic	The doctor beside the nurse prefers gambling.	0	29718597	52110730	23875250	4149558	6130169	6	6	5	7	8	semantic
3	anim-anim	athletes	beside	painter	detests	cooking	GDLS_plur_syntactic	The athletes beside the painter detests cooking.	1	29718597	4726603	13065194	181255	13672366	6	8	7	7	7	syntactic
7	anim-anim	authors	by	tailor	detest	fencing	GSLD_C_plur_syntactic	The authors that the tailor detest die.	1	4703106084	42845288	3371396	740903	1887055	2	7	6	6	7	syntactic
2	anim-anim	farmer	beside	nurses	likes	skating	GSLD_sing_syntactic	The farmer beside the nurses likes skating.	0	29718597	20568429	14176931	9285296	1784648	6	6	6	5	7	syntactic
9	anim-anim	nurse	near	tailors	dislike	climbing	GDLS_C_sing_syntactic	The nurse that the tailors dislike arrives.	0	154954539	23875250	1121681	6703610	7755370	4	5	7	7	8	syntactic
0	anim-anim	doctors	beside	actors	love	walking	GSLS_C_plur_syntactic	The doctors that the actors love pray.	0	29718597	19521968	18120032	210137973	30746983	6	7	6	4	7	syntactic
1	anim-inanim	builders	beside	trucks	prefer	yachting	GSLD_plur_semantic	The builders beside the trucks prefer yachting.	0	29718597	5454568	6808013	20278168	382785	6	8	6	6	8	semantic
4	anim-anim	barber	by	bakers	detests	hunting	GSLD_C_sing_syntactic	The barber that the bakers detests dies.	1	4703106084	4668021	997597	181255	19801295	2	6	6	7	7	syntactic
7	inanim-anim	buses	by	chefs	leak	abruptly	GSLD_plur_semantic	The buses by the chefs leak abruptly.	0	4703106084	4213326	752773	3272091	7262021	2	5	5	4	8	semantic
9	inanim-inanim	van	by	car	likes	dancing	GDLD_sing_semantic	The van by the car likes dancing.	1	4703106084	54213864	71566944	9285296	15565681	2	3	3	5	7	semantic
9	anim-inanim	lawyer	near	bus	detests	bowling	GSLD_sing_semantic	The lawyer near the bus detests bowling.	0	154954539	21493788	19370874	181255	2476732	4	6	3	7	7	semantic
7	anim-anim	waiters	by	dentist	prefers	bowling	GDLS_plur_syntactic	The waiters by the dentist prefers bowling.	1	4703106084	1363954	3198534	4149558	2476732	2	7	7	7	7	syntactic
8	anim-inanim	judge	beside	truck	crashes	suddenly	GDLS_sing_semantic	The judge beside the truck crashes suddenly.	1	29718597	63704000	14274010	1060077	58025537	6	5	5	7	8	semantic
7	anim-anim	nurses	near	farmer	loves	shopping	GDLS_C_plur_syntactic	The nurses that the farmer loves die.	0	154954539	14176931	20568429	12028067	11206466	4	6	6	5	8	syntactic
2	anim-anim	judges	by	doctors	dislikes	boxing	GDLD_C_plur_syntactic	The judges that the doctors dislikes die.	1	4703106084	24677643	19521968	1451937	2262574	2	6	7	8	6	syntactic
9	anim-anim	bakers	beside	doctors	like	fishing	GSLS_C_plur_syntactic	The bakers that the doctors like pray.	0	29718597	997597	19521968	709849832	21745307	6	6	7	4	7	syntactic
