	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
3	anim-anim	dentist	beside	painter	rusts	abruptly	GDLD_sing_semantic	The dentist beside the painter rusts abruptly.	1	29718597	3198534	13065194	219876	7262021	6	7	7	5	8	semantic
1	anim-anim	farmers	near	waiters	love	fishing	GSLS_C_plur_syntactic	The farmers that the waiters love arrive.	0	154954539	33753767	1363954	210137973	21745307	4	7	7	4	7	syntactic
5	anim-anim	pilots	beside	painter	loves	sailing	GDLS_C_plur_syntactic	The pilots that the painter loves sit.	0	29718597	5455700	13065194	12028067	8731451	6	6	7	5	7	syntactic
8	anim-anim	teacher	by	vets	dislike	skating	GDLS_sing_syntactic	The teacher by the vets dislike skating.	1	4703106084	74147301	262330	6703610	1784648	2	7	4	7	7	syntactic
7	inanim-anim	bus	near	barber	avoids	walking	GDLS_sing_semantic	The bus near the barber avoids walking.	1	154954539	19370874	4668021	3608938	30746983	4	3	6	6	7	semantic
9	anim-anim	bankers	near	actors	fears	climbing	GDLD_C_plur_syntactic	The bankers that the actors fears pray.	1	154954539	6179440	18120032	17721106	7755370	4	7	6	5	8	syntactic
2	inanim-inanim	tractor	near	bus	prefers	cycling	GDLD_sing_semantic	The tractor near the bus prefers cycling.	1	154954539	3282135	19370874	4149558	2334761	4	7	3	7	7	semantic
8	anim-anim	judge	near	farmers	detests	studying	GSLD_C_sing_syntactic	The judge that the farmers detests prays.	1	154954539	63704000	33753767	181255	19754110	4	5	7	7	8	syntactic
6	inanim-inanim	trucks	by	buses	malfunction	abruptly	GSLS_plur_semantic	The trucks by the buses malfunction abruptly.	0	4703106084	6808013	4213326	818548	7262021	2	6	5	11	8	semantic
6	anim-anim	farmers	near	teacher	prefers	dancing	GDLS_plur_syntactic	The farmers near the teacher prefers dancing.	1	154954539	33753767	74147301	4149558	15565681	4	7	7	7	7	syntactic
8	inanim-inanim	trucks	near	cars	like	dancing	GDLD_plur_semantic	The trucks near the cars like dancing.	1	154954539	6808013	24371897	709849832	15565681	4	6	4	4	7	semantic
