	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
6277788	anim-anim	waiters	near	actor	admires	honor	GDLS_plur_syntactic	The waiters near the actor admires honor.	1	154954539	1363954	14665285	929819	30299052	4	7	5	7	5	syntactic	0	0
2780157	anim-anim	plumbers	that	baker	know	sneeze	GSLD_C_plur_syntactic	The plumbers that the baker know sneeze.	1	8000768228	543869	13610150	405542218	504411	4	8	5	4	6	syntactic	0	0
5554384	anim-anim	waiter	beside	bakers	dislike	farming	GDLS_sing_syntactic	The waiter beside the bakers dislike farming.	1	29718597	3340926	997597	6703610	15602571	6	6	6	7	7	syntactic	0	0
3252305	anim-anim	author	that	lawyers	likes	runs	GSLD_C_sing_syntactic	The author that the lawyers likes runs.	1	8000768228	99092074	15702570	9285296	26702428	4	6	7	5	4	syntactic	0	0
2104933	anim-anim	athlete	that	plumber	knows	prays	GSLS_C_sing_syntactic	The athlete that the plumber knows prays.	0	8000768228	3419291	734834	50729807	1506735	4	7	7	5	5	syntactic	0	0
1425704	inanim-anim	bus	beside	farmer	loves	fishing	GDLS_sing_semantic	The bus beside the farmer loves fishing.	1	29718597	19370874	20568429	12028067	21745307	6	3	6	5	7	semantic	0	0
1329913	inanim-inanim	vans	beside	jeeps	smash	noisily	GSLS_plur_semantic	The vans beside the jeeps smash noisily.	0	29718597	963840	406341	1655337	807804	6	4	5	5	7	semantic	0	0
1336882	anim-inanim	farmer	by	bus	likes	dancing	GSLD_sing_semantic	The farmer by the bus likes dancing.	0	4703106084	20568429	19370874	9285296	15565681	2	6	3	5	7	semantic	0	0
3090386	anim-anim	farmer	near	teachers	dislikes	fencing	GSLD_sing_syntactic	The farmer near the teachers dislikes fencing.	0	154954539	20568429	73279702	1451937	1887055	4	6	8	8	7	syntactic	0	0
6999953	anim-anim	farmers	that	judge	dislikes	pray	GDLS_C_plur_syntactic	The farmers that the judge dislikes pray.	0	8000768228	33753767	63704000	1451937	20289141	4	7	5	8	4	syntactic	0	0
9955857	anim-anim	athlete	that	painter	love	runs	GDLD_C_sing_syntactic	The athlete that the painter love runs.	1	8000768228	3419291	13065194	210137973	26702428	4	7	7	4	4	syntactic	0	0
7871492	anim-anim	barbers	beside	waiter	likes	cooking	GDLS_plur_syntactic	The barbers beside the waiter likes cooking.	1	29718597	607437	3340926	9285296	13672366	6	7	6	5	7	syntactic	0	0
8316160	anim-anim	painters	near	bakers	hates	climbing	GDLD_plur_syntactic	The painters near the bakers hates climbing.	1	154954539	7084827	997597	2416713	7755370	4	8	6	5	8	syntactic	0	0
1413076	inanim-anim	taxis	near	bakers	dislike	yachting	GDLS_plur_semantic	The taxis near the bakers dislike yachting.	1	154954539	1073931	997597	6703610	382785	4	5	6	7	8	semantic	0	0
222552	anim-anim	pilots	by	doctors	love	painting	GSLS_plur_syntactic	The pilots by the doctors love painting.	0	4703106084	5455700	19521968	210137973	32738623	2	6	7	4	8	syntactic	0	0
9330481	anim-anim	actor	that	barber	hate	cries	GDLD_C_sing_syntactic	The actor that the barber hate cries.	1	8000768228	14665285	4668021	16538862	9051102	4	5	6	4	5	syntactic	0	0
1528234	inanim-inanim	taxi	near	bus	likes	gambling	GDLD_sing_semantic	The taxi near the bus likes gambling.	1	154954539	4478068	19370874	9285296	6130169	4	4	3	5	8	semantic	0	0
7103405	anim-anim	dentists	that	judge	knows	lie	GDLS_C_plur_syntactic	The dentists that the judge knows lie.	0	8000768228	1487700	63704000	50729807	44672168	4	8	5	5	3	syntactic	0	0
1485860	anim-anim	doctors	near	authors	crash	loudly	GDLD_plur_semantic	The doctors near the authors crash loudly.	1	154954539	19521968	42845288	6995312	5998778	4	7	7	5	6	semantic	0	0
1372127	anim-inanim	farmer	near	scooter	dislikes	driving	GSLD_sing_semantic	The farmer near the scooter dislikes driving.	0	154954539	20568429	405037	1451937	25592961	4	6	7	8	7	semantic	0	0
8752169	anim-anim	plumbers	that	teachers	knows	leave	GDLD_C_plur_syntactic	The plumbers that the teachers knows leave.	1	8000768228	543869	73279702	50729807	111442661	4	8	8	5	5	syntactic	0	0
1330817	inanim-inanim	scooter	near	tractor	crashes	noisily	GSLS_sing_semantic	The scooter near the tractor crashes noisily.	0	154954539	405037	3282135	1060077	807804	4	7	7	7	7	semantic	0	0
1522945	anim-anim	authors	near	vets	brake	noisily	GDLD_plur_semantic	The authors near the vets brake noisily.	1	154954539	42845288	262330	4685005	807804	4	7	4	5	7	semantic	0	0
7819390	anim-anim	baker	beside	waiters	like	camping	GDLS_sing_syntactic	The baker beside the waiters like camping.	1	29718597	13610150	1363954	709849832	3430548	6	5	7	4	7	syntactic	0	0
4516874	anim-anim	bankers	beside	painter	like	studying	GSLD_plur_syntactic	The bankers beside the painter like studying.	0	29718597	6179440	13065194	709849832	19754110	6	7	7	4	8	syntactic	0	0
9541613	anim-anim	athletes	that	chefs	knows	lie	GDLD_C_plur_syntactic	The athletes that the chefs knows lie.	1	8000768228	4726603	752773	50729807	44672168	4	8	5	5	3	syntactic	0	0
1356110	anim-inanim	athletes	beside	jeeps	hate	spinning	GSLD_plur_semantic	The athletes beside the jeeps hate spinning.	0	29718597	4726603	406341	16538862	6978676	6	8	5	4	8	semantic	0	0
339614	anim-anim	nurse	beside	farmer	loves	camping	GSLS_sing_syntactic	The nurse beside the farmer loves camping.	0	29718597	23875250	20568429	12028067	3430548	6	5	6	5	7	syntactic	0	0
2295620	anim-anim	actors	beside	waiters	dislike	dancing	GSLS_plur_syntactic	The actors beside the waiters dislike dancing.	0	29718597	18120032	1363954	6703610	15565681	6	6	7	7	7	syntactic	0	0
1517937	anim-anim	barbers	that	judges	hate	cry	GSLS_C_plur_syntactic	The barbers that the judges hate cry.	0	8000768228	607437	24677643	16538862	24708519	4	7	6	4	3	syntactic	0	0
1333550	inanim-inanim	car	by	crane	brakes	abruptly	GSLS_sing_semantic	The car by the crane brakes abruptly.	0	4703106084	71566944	5664326	2506876	7262021	2	3	5	6	8	semantic	0	0
2262465	anim-anim	bakers	that	waiters	like	smile	GSLS_C_plur_syntactic	The bakers that the waiters like smile.	0	8000768228	997597	1363954	709849832	32358171	4	6	7	4	5	syntactic	0	0
8428152	anim-anim	dentist	by	doctor	dislike	yachting	GDLD_sing_syntactic	The dentist by the doctor dislike yachting.	1	4703106084	3198534	52110730	6703610	382785	2	7	6	7	8	syntactic	0	0
5593185	anim-anim	doctor	that	doctors	like	laughs	GDLS_C_sing_syntactic	The doctor that the doctors like laughs.	0	8000768228	52110730	19521968	709849832	2942362	4	6	7	4	6	syntactic	27	82
4900144	anim-anim	doctors	near	tailor	hate	climbing	GSLD_plur_syntactic	The doctors near the tailor hate climbing.	0	154954539	19521968	3371396	16538862	7755370	4	7	6	4	8	syntactic	0	0
1574262	inanim-inanim	tractor	near	crane	hates	spinning	GDLD_sing_semantic	The tractor near the crane hates spinning.	1	154954539	3282135	5664326	2416713	6978676	4	7	5	5	8	semantic	0	0
657919	anim-anim	barber	that	lawyer	admires	lies	GSLS_C_sing_syntactic	The barber that the lawyer admires lies.	0	8000768228	4668021	21493788	929819	48941300	4	6	6	7	4	syntactic	0	0
1382185	anim-inanim	authors	by	vans	like	fencing	GSLD_plur_semantic	The authors by the vans like fencing.	0	4703106084	42845288	963840	709849832	1887055	2	7	4	4	7	semantic	84	0
1034586	anim-anim	waiter	by	banker	dislikes	boxing	GSLS_sing_syntactic	The waiter by the banker dislikes boxing.	0	4703106084	3340926	5135467	1451937	2262574	2	6	6	8	6	syntactic	0	0
1434432	inanim-anim	truck	near	teacher	dislikes	fishing	GDLS_sing_semantic	The truck near the teacher dislikes fishing.	1	154954539	14274010	74147301	1451937	21745307	4	5	7	8	7	semantic	0	0
5468353	anim-anim	teacher	that	bakers	dislike	coughs	GDLS_C_sing_syntactic	The teacher that the bakers dislike coughs.	0	8000768228	74147301	997597	6703610	582381	4	7	6	7	6	syntactic	0	0
9379604	anim-anim	pilot	near	barber	hate	gambling	GDLD_sing_syntactic	The pilot near the barber hate gambling.	1	154954539	16262831	4668021	16538862	6130169	4	5	6	4	8	syntactic	0	0
3681569	anim-anim	bankers	that	banker	hate	sit	GSLD_C_plur_syntactic	The bankers that the banker hate sit.	1	8000768228	6179440	5135467	16538862	40245691	4	7	6	4	3	syntactic	0	0
9838418	anim-anim	doctors	by	nurses	loves	skating	GDLD_plur_syntactic	The doctors by the nurses loves skating.	1	4703106084	19521968	14176931	12028067	1784648	2	7	6	5	7	syntactic	0	0
4848177	anim-anim	tailor	that	plumbers	likes	cries	GSLD_C_sing_syntactic	The tailor that the plumbers likes cries.	1	8000768228	3371396	543869	9285296	9051102	4	6	8	5	5	syntactic	0	0
1409157	anim-inanim	teachers	beside	vans	crash	noisily	GDLS_plur_semantic	The teachers beside the vans crash noisily.	1	29718597	73279702	963840	6995312	807804	6	8	4	5	7	semantic	0	0
4370446	anim-anim	author	beside	nurses	dislikes	cycling	GSLD_sing_syntactic	The author beside the nurses dislikes cycling.	0	29718597	99092074	14176931	1451937	2334761	6	6	6	8	7	syntactic	0	0
1331602	inanim-inanim	taxis	by	scooters	skid	abruptly	GSLS_plur_semantic	The taxis by the scooters skid abruptly.	0	4703106084	1073931	182717	816187	7262021	2	5	8	4	8	semantic	0	0
