	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
8905009	anim-anim	bakers	that	actors	loves	move	GDLD_C_plur_syntactic	The bakers that the actors loves move.	1	8000768228	997597	18120032	12028067	93962800	4	6	6	5	4	syntactic	0	0
3376164	anim-anim	teachers	near	actor	like	dancing	GSLD_plur_syntactic	The teachers near the actor like dancing.	0	154954539	73279702	14665285	709849832	15565681	4	8	5	4	7	syntactic	100	0
5942786	anim-anim	nurses	near	teacher	likes	skiing	GDLS_plur_syntactic	The nurses near the teacher likes skiing.	1	154954539	14176931	74147301	9285296	1934331	4	6	7	5	6	syntactic	0	0
3078225	anim-anim	baker	that	teachers	dislikes	runs	GSLD_C_sing_syntactic	The baker that the teachers dislikes runs.	1	8000768228	13610150	73279702	1451937	26702428	4	5	8	8	4	syntactic	0	0
1091118	anim-anim	lawyer	near	barber	likes	driving	GSLS_sing_syntactic	The lawyer near the barber likes driving.	0	154954539	21493788	4668021	9285296	25592961	4	6	6	5	7	syntactic	0	0
7779201	anim-anim	tailor	that	tailors	love	swims	GDLS_C_sing_syntactic	The tailor that the tailors love swims.	0	8000768228	3371396	1121681	210137973	692721	4	6	7	4	5	syntactic	0	0
8437432	anim-anim	judges	beside	doctors	dislikes	painting	GDLD_plur_syntactic	The judges beside the doctors dislikes painting.	1	29718597	24677643	19521968	1451937	32738623	6	6	7	8	8	syntactic	0	0
6500368	anim-anim	nurse	beside	bankers	dislike	fishing	GDLS_sing_syntactic	The nurse beside the bankers dislike fishing.	1	29718597	23875250	6179440	6703610	21745307	6	5	7	7	7	syntactic	0	0
7232209	anim-anim	waiters	that	nurse	dislikes	turn	GDLS_C_plur_syntactic	The waiters that the nurse dislikes turn.	0	8000768228	1363954	23875250	1451937	134505772	4	7	5	8	4	syntactic	0	0
1382504	anim-inanim	authors	beside	vans	dislike	fishing	GSLD_plur_semantic	The authors beside the vans dislike fishing.	0	29718597	42845288	963840	6703610	21745307	6	7	4	7	7	semantic	0	0
1456299	inanim-anim	jeeps	near	authors	love	sailing	GDLS_plur_semantic	The jeeps near the authors love sailing.	1	154954539	406341	42845288	210137973	8731451	4	5	7	4	7	semantic	0	0
9798289	anim-anim	waiters	that	judges	loves	run	GDLD_C_plur_syntactic	The waiters that the judges loves run.	1	8000768228	1363954	24677643	12028067	109873076	4	7	6	5	3	syntactic	0	0
1366412	anim-inanim	lawyer	beside	tractor	loves	acting	GSLD_sing_semantic	The lawyer beside the tractor loves acting.	0	29718597	21493788	3282135	12028067	38536231	6	6	7	5	6	semantic	0	0
1458325	inanim-anim	van	near	author	hates	studying	GDLS_sing_semantic	The van near the author hates studying.	1	154954539	54213864	99092074	2416713	19754110	4	3	6	5	8	semantic	0	0
1442837	anim-anim	bakers	that	dentists	know	run	GSLS_C_plur_syntactic	The bakers that the dentists know run.	0	8000768228	997597	1487700	405542218	109873076	4	6	8	4	3	syntactic	0	0
5903694	anim-anim	author	beside	teachers	love	camping	GDLS_sing_syntactic	The author beside the teachers love camping.	1	29718597	99092074	73279702	210137973	3430548	6	6	8	4	7	syntactic	0	0
4194170	anim-anim	baker	by	judges	dislikes	boxing	GSLD_sing_syntactic	The baker by the judges dislikes boxing.	0	4703106084	13610150	24677643	1451937	2262574	2	5	6	8	6	syntactic	0	0
1485625	anim-anim	athletes	beside	authors	smash	noisily	GDLD_plur_semantic	The athletes beside the authors smash noisily.	1	29718597	4726603	42845288	1655337	807804	6	8	7	5	7	semantic	0	0
6563000	anim-anim	athletes	near	barber	dislikes	yachting	GDLS_plur_syntactic	The athletes near the barber dislikes yachting.	1	154954539	4726603	4668021	1451937	382785	4	8	6	8	8	syntactic	0	0
