	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1437731	inanim-anim	vans	near	teachers	hate	shopping	GDLS_plur_semantic	The vans near the teachers hate shopping.	1	154954539	963840	73279702	16538862	11206466	4	4	8	4	8	semantic	0	0
7476838	anim-anim	nurse	beside	pilots	dislike	shopping	GDLS_sing_syntactic	The nurse beside the pilots dislike shopping.	1	29718597	23875250	5455700	6703610	11206466	6	5	6	7	8	syntactic	0	0
1064998	anim-anim	athletes	beside	barbers	hate	sailing	GSLS_plur_syntactic	The athletes beside the barbers hate sailing.	0	29718597	4726603	607437	16538862	8731451	6	8	7	4	7	syntactic	0	0
8864162	anim-anim	tailors	near	lawyers	loves	fencing	GDLD_plur_syntactic	The tailors near the lawyers loves fencing.	1	154954539	1121681	15702570	12028067	1887055	4	7	7	5	7	syntactic	0	0
1381363	anim-inanim	actor	near	van	dislikes	shopping	GSLD_sing_semantic	The actor near the van dislikes shopping.	0	154954539	14665285	54213864	1451937	11206466	4	5	3	8	8	semantic	0	0
6884902	anim-anim	authors	beside	dentist	dislikes	sailing	GDLS_plur_syntactic	The authors beside the dentist dislikes sailing.	1	29718597	42845288	3198534	1451937	8731451	6	7	7	8	7	syntactic	0	0
8437137	anim-anim	judges	that	doctors	hates	turn	GDLD_C_plur_syntactic	The judges that the doctors hates turn.	1	8000768228	24677643	19521968	2416713	134505772	4	6	7	5	4	syntactic	0	0
1366842	anim-inanim	lawyers	beside	tractors	love	gambling	GSLD_plur_semantic	The lawyers beside the tractors love gambling.	0	29718597	15702570	1908544	210137973	6130169	6	7	8	4	8	semantic	0	0
1325607	inanim-inanim	scooter	near	bus	honks	once	GSLS_sing_semantic	The scooter near the bus honks once.	0	154954539	405037	19370874	0	267334111	4	7	3	5	4	semantic	0	0
1135690	anim-anim	nurse	beside	barber	hates	boxing	GSLS_sing_syntactic	The nurse beside the barber hates boxing.	0	29718597	23875250	4668021	2416713	2262574	6	5	6	5	6	syntactic	0	0
