	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
4	anim-anim	lawyer	beside	doctors	hates	farming	GSLD_sing_syntactic	The lawyer beside the doctors hates farming.	0	29718597	21493788	19521968	2416713	15602571	6	6	7	5	7	syntactic
1	anim-inanim	pilot	beside	truck	prefers	climbing	GSLD_sing_semantic	The pilot beside the truck prefers climbing.	0	29718597	16262831	14274010	4149558	7755370	6	5	5	7	8	semantic
5	anim-anim	teacher	near	actors	hate	dancing	GDLS_sing_syntactic	The teacher near the actors hate dancing.	1	154954539	74147301	18120032	16538862	15565681	4	7	6	4	7	syntactic
6	anim-anim	pilots	near	barber	dislike	shopping	GSLD_plur_syntactic	The pilots near the barber dislike shopping.	0	154954539	5455700	4668021	6703610	11206466	4	6	6	7	8	syntactic
9	inanim-inanim	scooter	near	van	rusts	suddenly	GSLS_sing_semantic	The scooter near the van rusts suddenly.	0	154954539	405037	54213864	219876	58025537	4	7	3	5	8	semantic
8	anim-anim	bankers	beside	judge	detests	gambling	GDLS_plur_syntactic	The bankers beside the judge detests gambling.	1	29718597	6179440	63704000	181255	6130169	6	7	5	7	8	syntactic
0	anim-anim	plumber	near	bankers	love	dancing	GDLS_C_sing_syntactic	The plumber that the bankers love sits.	0	154954539	734834	6179440	210137973	15565681	4	7	7	4	7	syntactic
0	anim-anim	tailors	near	authors	hates	spinning	GDLD_C_plur_syntactic	The tailors that the authors hates arrive.	1	154954539	1121681	42845288	2416713	6978676	4	7	7	5	8	syntactic
8	anim-anim	baker	near	painters	fears	hunting	GSLD_sing_syntactic	The baker near the painters fears hunting.	0	154954539	13610150	7084827	17721106	19801295	4	5	8	5	7	syntactic
3	inanim-inanim	car	beside	truck	fears	cooking	GDLD_sing_semantic	The car beside the truck fears cooking.	1	29718597	71566944	14274010	17721106	13672366	6	3	5	5	7	semantic
2	anim-anim	lawyers	by	barbers	dislikes	acting	GDLD_plur_syntactic	The lawyers by the barbers dislikes acting.	1	4703106084	15702570	607437	1451937	38536231	2	7	7	8	6	syntactic
7	inanim-anim	trucks	by	bankers	leak	abruptly	GSLD_plur_semantic	The trucks by the bankers leak abruptly.	0	4703106084	6808013	6179440	3272091	7262021	2	6	7	4	8	semantic
7	anim-anim	actor	by	barber	likes	studying	GSLS_C_sing_syntactic	The actor that the barber likes dies.	0	4703106084	14665285	4668021	9285296	19754110	2	5	6	5	8	syntactic
9	anim-inanim	bankers	by	vans	love	bowling	GSLD_plur_semantic	The bankers by the vans love bowling.	0	4703106084	6179440	963840	210137973	2476732	2	7	4	4	7	semantic
6	inanim-inanim	tractors	beside	trucks	hate	sailing	GDLD_plur_semantic	The tractors beside the trucks hate sailing.	1	29718597	1908544	6808013	16538862	8731451	6	8	6	4	7	semantic
8	anim-anim	chefs	near	judges	malfunction	suddenly	GDLD_plur_semantic	The chefs near the judges malfunction suddenly.	1	154954539	752773	24677643	818548	58025537	4	5	6	11	8	semantic
1	anim-anim	judges	by	dentists	hate	acting	GSLS_C_plur_syntactic	The judges that the dentists hate die.	0	4703106084	24677643	1487700	16538862	38536231	2	6	8	4	6	syntactic
3	inanim-anim	bus	near	nurse	dislikes	boxing	GDLS_sing_semantic	The bus near the nurse dislikes boxing.	1	154954539	19370874	23875250	1451937	2262574	4	3	5	8	6	semantic
2	anim-anim	bankers	near	doctors	avoid	skating	GSLS_plur_syntactic	The bankers near the doctors avoid skating.	0	154954539	6179440	19521968	60713817	1784648	4	7	7	5	7	syntactic
4	anim-anim	waiter	near	vet	hate	farming	GDLD_C_sing_syntactic	The waiter that the vet hate prays.	1	154954539	3340926	2597895	16538862	15602571	4	6	3	4	7	syntactic
8	anim-anim	tailors	beside	nurse	likes	climbing	GDLS_C_plur_syntactic	The tailors that the nurse likes arrive.	0	29718597	1121681	23875250	9285296	7755370	6	7	5	5	8	syntactic
0	anim-anim	painter	beside	baker	like	cooking	GDLD_sing_syntactic	The painter beside the baker like cooking.	1	29718597	13065194	13610150	709849832	13672366	6	7	5	4	7	syntactic
7	anim-inanim	athletes	by	scooters	rust	suddenly	GDLS_plur_semantic	The athletes by the scooters rust suddenly.	1	4703106084	4726603	182717	3598446	58025537	2	8	8	4	8	semantic
9	anim-anim	lawyers	beside	barber	love	fencing	GSLD_C_plur_syntactic	The lawyers that the barber love arrive.	1	29718597	15702570	4668021	210137973	1887055	6	7	6	4	7	syntactic
6	anim-anim	teacher	by	dentist	detests	acting	GSLS_sing_syntactic	The teacher by the dentist detests acting.	0	4703106084	74147301	3198534	181255	38536231	2	7	7	7	6	syntactic
0	anim-anim	tailor	by	lawyer	love	climbing	GDLD_C_sing_syntactic	The tailor that the lawyer love dies.	1	4703106084	3371396	21493788	210137973	7755370	2	6	6	4	8	syntactic
2	anim-inanim	plumber	beside	van	leaks	suddenly	GDLS_sing_semantic	The plumber beside the van leaks suddenly.	1	29718597	734834	54213864	1935324	58025537	6	7	3	5	8	semantic
6	anim-anim	bankers	beside	author	fear	walking	GSLD_C_plur_syntactic	The bankers that the author fear pray.	1	29718597	6179440	99092074	83025936	30746983	6	7	6	4	7	syntactic
9	anim-anim	vet	near	judges	detest	driving	GDLS_sing_syntactic	The vet near the judges detest driving.	1	154954539	2597895	24677643	740903	25592961	4	3	6	6	7	syntactic
5	anim-anim	authors	by	barbers	love	climbing	GSLS_plur_syntactic	The authors by the barbers love climbing.	0	4703106084	42845288	607437	210137973	7755370	2	7	7	4	8	syntactic
9	anim-anim	tailor	by	pilot	hates	skating	GSLS_sing_syntactic	The tailor by the pilot hates skating.	0	4703106084	3371396	16262831	2416713	1784648	2	6	5	5	7	syntactic
4	anim-anim	bakers	beside	waiters	detest	fishing	GSLS_C_plur_syntactic	The bakers that the waiters detest arrive.	0	29718597	997597	1363954	740903	21745307	6	6	7	6	7	syntactic
5	anim-anim	athlete	beside	chef	hates	painting	GSLS_C_sing_syntactic	The athlete that the chef hates prays.	0	29718597	3419291	2470923	2416713	32738623	6	7	4	5	8	syntactic
0	anim-anim	barbers	by	chef	hates	acting	GDLS_plur_syntactic	The barbers by the chef hates acting.	1	4703106084	607437	2470923	2416713	38536231	2	7	4	5	6	syntactic
7	anim-anim	plumbers	near	bakers	hate	boxing	GSLS_plur_semantic	The plumbers near the bakers hate boxing.	0	154954539	543869	997597	16538862	2262574	4	8	6	4	6	semantic
5	inanim-inanim	cars	beside	taxis	malfunction	abruptly	GSLS_plur_semantic	The cars beside the taxis malfunction abruptly.	0	29718597	24371897	1073931	818548	7262021	6	4	5	11	8	semantic
1	anim-anim	plumber	by	baker	hates	fencing	GSLS_sing_semantic	The plumber by the baker hates fencing.	0	4703106084	734834	13610150	2416713	1887055	2	7	5	5	7	semantic
0	anim-anim	actors	by	waiter	prefers	cycling	GDLS_C_plur_syntactic	The actors that the waiter prefers arrive.	0	4703106084	18120032	3340926	4149558	2334761	2	6	6	7	7	syntactic
8	anim-anim	plumber	by	dentist	fear	cooking	GDLD_sing_syntactic	The plumber by the dentist fear cooking.	1	4703106084	734834	3198534	83025936	13672366	2	7	7	4	7	syntactic
4	anim-anim	pilot	beside	tailors	detest	painting	GDLS_C_sing_syntactic	The pilot that the tailors detest sits.	0	29718597	16262831	1121681	740903	32738623	6	5	7	6	8	syntactic
5	anim-anim	author	near	actors	prefers	spinning	GSLD_C_sing_syntactic	The author that the actors prefers sits.	1	154954539	99092074	18120032	4149558	6978676	4	6	6	7	8	syntactic
1	anim-anim	teachers	beside	nurses	hates	driving	GDLD_plur_syntactic	The teachers beside the nurses hates driving.	1	29718597	73279702	14176931	2416713	25592961	6	8	6	5	7	syntactic
