	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
3	anim-anim	doctor	beside	lawyer	prefer	skating	GDLD_sing_syntactic	The doctor beside the lawyer prefer skating.	1	29718597	52110730	21493788	20278168	1784648	6	6	6	6	7	syntactic
9	anim-anim	pilots	near	athlete	fear	dancing	GSLD_C_plur_syntactic	The pilots that the athlete fear pray.	1	154954539	5455700	3419291	83025936	15565681	4	6	7	4	7	syntactic
1	anim-anim	doctor	near	waiter	fears	driving	GSLS_C_sing_syntactic	The doctor that the waiter fears dies.	0	154954539	52110730	3340926	17721106	25592961	4	6	6	5	7	syntactic
2	anim-anim	doctors	near	plumbers	detest	spinning	GSLS_plur_syntactic	The doctors near the plumbers detest spinning.	0	154954539	19521968	543869	740903	6978676	4	7	8	6	8	syntactic
6	anim-anim	pilots	by	judge	fears	shopping	GDLS_plur_syntactic	The pilots by the judge fears shopping.	1	4703106084	5455700	63704000	17721106	11206466	2	6	5	5	8	syntactic
3	anim-inanim	waiter	by	van	leaks	suddenly	GDLS_sing_semantic	The waiter by the van leaks suddenly.	1	4703106084	3340926	54213864	1935324	58025537	2	6	3	5	8	semantic
1	anim-anim	waiter	by	athletes	detests	fishing	GSLD_C_sing_syntactic	The waiter that the athletes detests dies.	1	4703106084	3340926	4726603	181255	21745307	2	6	8	7	7	syntactic
8	anim-anim	barbers	beside	tailors	dislikes	spinning	GDLD_plur_syntactic	The barbers beside the tailors dislikes spinning.	1	29718597	607437	1121681	1451937	6978676	6	7	7	8	8	syntactic
4	anim-anim	waiters	beside	farmers	fear	cycling	GSLS_plur_semantic	The waiters beside the farmers fear cycling.	0	29718597	1363954	33753767	83025936	2334761	6	7	7	4	7	semantic
7	anim-anim	doctors	beside	bakers	hates	fishing	GDLD_C_plur_syntactic	The doctors that the bakers hates die.	1	29718597	19521968	997597	2416713	21745307	6	7	6	5	7	syntactic
9	anim-anim	dentist	beside	bankers	likes	bowling	GSLD_C_sing_syntactic	The dentist that the bankers likes sits.	1	29718597	3198534	6179440	9285296	2476732	6	7	7	5	7	syntactic
8	anim-anim	waiters	by	farmer	likes	camping	GDLS_plur_syntactic	The waiters by the farmer likes camping.	1	4703106084	1363954	20568429	9285296	3430548	2	7	6	5	7	syntactic
1	anim-anim	pilot	by	author	fear	fishing	GDLD_C_sing_syntactic	The pilot that the author fear sits.	1	4703106084	16262831	99092074	83025936	21745307	2	5	6	4	7	syntactic
6	inanim-anim	bus	near	vet	fears	boxing	GDLS_sing_semantic	The bus near the vet fears boxing.	1	154954539	19370874	2597895	17721106	2262574	4	3	3	5	6	semantic
0	anim-inanim	chef	near	bus	hates	climbing	GSLD_sing_semantic	The chef near the bus hates climbing.	0	154954539	2470923	19370874	2416713	7755370	4	4	3	5	8	semantic
4	anim-anim	authors	beside	painter	fear	fencing	GSLD_plur_syntactic	The authors beside the painter fear fencing.	0	29718597	42845288	13065194	83025936	1887055	6	7	7	4	7	syntactic
6	inanim-inanim	vans	beside	cars	leak	abruptly	GSLS_plur_semantic	The vans beside the cars leak abruptly.	0	29718597	963840	24371897	3272091	7262021	6	4	4	4	8	semantic
1	anim-anim	doctor	near	dentists	love	shopping	GDLS_sing_syntactic	The doctor near the dentists love shopping.	1	154954539	52110730	1487700	210137973	11206466	4	6	8	4	8	syntactic
6	anim-anim	lawyers	by	teachers	avoid	sailing	GSLS_C_plur_syntactic	The lawyers that the teachers avoid sit.	0	4703106084	15702570	73279702	60713817	8731451	2	7	8	5	7	syntactic
1	anim-anim	chef	beside	dentist	detest	camping	GDLD_sing_syntactic	The chef beside the dentist detest camping.	1	29718597	2470923	3198534	740903	3430548	6	4	7	6	7	syntactic
0	anim-anim	bankers	beside	author	prefers	studying	GDLS_C_plur_syntactic	The bankers that the author prefers pray.	0	29718597	6179440	99092074	4149558	19754110	6	7	6	7	8	syntactic
7	anim-anim	author	near	waiters	fears	walking	GSLD_sing_syntactic	The author near the waiters fears walking.	0	154954539	99092074	1363954	17721106	30746983	4	6	7	5	7	syntactic
1	inanim-anim	truck	near	doctor	leaks	suddenly	GSLD_sing_semantic	The truck near the doctor leaks suddenly.	0	154954539	14274010	52110730	1935324	58025537	4	5	6	5	8	semantic
4	anim-anim	nurses	near	vet	loves	camping	GDLS_C_plur_syntactic	The nurses that the vet loves arrive.	0	154954539	14176931	2597895	12028067	3430548	4	6	3	5	7	syntactic
2	anim-anim	waiters	by	nurses	fear	knitting	GSLS_C_plur_syntactic	The waiters that the nurses fear sit.	0	4703106084	1363954	14176931	83025936	2033048	2	7	6	4	8	syntactic
7	anim-anim	doctors	near	chefs	hates	camping	GDLD_plur_syntactic	The doctors near the chefs hates camping.	1	154954539	19521968	752773	2416713	3430548	4	7	5	5	7	syntactic
5	anim-anim	pilot	beside	lawyer	avoids	spinning	GSLS_sing_semantic	The pilot beside the lawyer avoids spinning.	0	29718597	16262831	21493788	3608938	6978676	6	5	6	6	8	semantic
6	anim-anim	authors	near	bankers	avoids	skating	GDLD_C_plur_syntactic	The authors that the bankers avoids arrive.	1	154954539	42845288	6179440	3608938	1784648	4	7	7	6	7	syntactic
1	inanim-inanim	tractor	near	car	rusts	suddenly	GSLS_sing_semantic	The tractor near the car rusts suddenly.	0	154954539	3282135	71566944	219876	58025537	4	7	3	5	8	semantic
1	anim-inanim	barbers	near	trucks	like	fishing	GSLD_plur_semantic	The barbers near the trucks like fishing.	0	154954539	607437	6808013	709849832	21745307	4	7	6	4	7	semantic
4	anim-anim	builder	by	banker	malfunctions	suddenly	GDLD_sing_semantic	The builder by the banker malfunctions suddenly.	1	4703106084	4915470	5135467	327422	58025537	2	7	6	12	8	semantic
8	inanim-inanim	van	near	tractor	loves	gambling	GDLD_sing_semantic	The van near the tractor loves gambling.	1	154954539	54213864	3282135	12028067	6130169	4	3	7	5	8	semantic
5	anim-anim	lawyers	by	chef	hate	camping	GSLD_C_plur_syntactic	The lawyers that the chef hate die.	1	4703106084	15702570	2470923	16538862	3430548	2	7	4	4	7	syntactic
6	anim-anim	vet	near	plumber	prefers	yachting	GSLS_C_sing_syntactic	The vet that the plumber prefers arrives.	0	154954539	2597895	734834	4149558	382785	4	3	7	7	8	syntactic
8	anim-anim	doctors	by	nurse	prefer	camping	GSLD_plur_syntactic	The doctors by the nurse prefer camping.	0	4703106084	19521968	23875250	20278168	3430548	2	7	5	6	7	syntactic
6	anim-anim	chefs	beside	tailors	leak	suddenly	GDLD_plur_semantic	The chefs beside the tailors leak suddenly.	1	29718597	752773	1121681	3272091	58025537	6	5	7	4	8	semantic
4	anim-anim	doctor	by	tailor	likes	studying	GSLS_sing_syntactic	The doctor by the tailor likes studying.	0	4703106084	52110730	3371396	9285296	19754110	2	6	6	5	8	syntactic
6	anim-inanim	tailors	by	scooters	rust	abruptly	GDLS_plur_semantic	The tailors by the scooters rust abruptly.	1	4703106084	1121681	182717	3598446	7262021	2	7	8	4	8	semantic
4	inanim-anim	taxis	near	lawyers	prefer	climbing	GDLS_plur_semantic	The taxis near the lawyers prefer climbing.	1	154954539	1073931	15702570	20278168	7755370	4	5	7	6	8	semantic
0	inanim-anim	tractors	beside	plumbers	rust	suddenly	GSLD_plur_semantic	The tractors beside the plumbers rust suddenly.	0	29718597	1908544	543869	3598446	58025537	6	8	8	4	8	semantic
2	anim-anim	pilot	beside	vets	detest	climbing	GDLS_sing_syntactic	The pilot beside the vets detest climbing.	1	29718597	16262831	262330	740903	7755370	6	5	4	6	8	syntactic
7	inanim-inanim	taxis	near	tractors	love	knitting	GDLD_plur_semantic	The taxis near the tractors love knitting.	1	154954539	1073931	1908544	210137973	2033048	4	5	8	4	8	semantic
1	anim-anim	waiter	beside	teacher	avoids	walking	GSLS_sing_syntactic	The waiter beside the teacher avoids walking.	0	29718597	3340926	74147301	3608938	30746983	6	6	7	6	7	syntactic
0	anim-anim	judge	near	builders	prefers	bowling	GSLD_sing_syntactic	The judge near the builders prefers bowling.	0	154954539	63704000	5454568	4149558	2476732	4	5	8	7	7	syntactic
7	anim-anim	lawyer	by	teacher	prefer	walking	GDLD_C_sing_syntactic	The lawyer that the teacher prefer sits.	1	4703106084	21493788	74147301	20278168	30746983	2	6	7	6	7	syntactic
8	anim-anim	dentists	beside	painters	hate	spinning	GSLS_plur_syntactic	The dentists beside the painters hate spinning.	0	29718597	1487700	7084827	16538862	6978676	6	8	8	4	8	syntactic
