	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
2	anim-inanim	teacher	beside	van	likes	studying	GSLD_sing_semantic	The teacher beside the van likes studying.	0	29718597	74147301	54213864	9285296	19754110	6	7	3	5	8	semantic
8	inanim-anim	truck	near	doctor	honks	twice	GSLD_sing_semantic	The truck near the doctor honks twice.	0	154954539	14274010	52110730	0	36389658	4	5	6	5	5	semantic
4	anim-inanim	plumbers	beside	buses	prefer	cycling	GSLD_plur_semantic	The plumbers beside the buses prefer cycling.	0	29718597	543869	4213326	20278168	2334761	6	8	5	6	7	semantic
5	inanim-inanim	scooters	by	cars	honk	once	GSLS_plur_semantic	The scooters by the cars honk once.	0	4703106084	182717	24371897	186601	267334111	2	8	4	4	4	semantic
2	inanim-inanim	tractors	beside	cars	prefer	camping	GDLD_plur_semantic	The tractors beside the cars prefer camping.	1	29718597	1908544	24371897	20278168	3430548	6	8	4	6	7	semantic
6	anim-anim	tailor	near	doctors	avoid	dancing	GDLS_sing_syntactic	The tailor near the doctors avoid dancing.	1	154954539	3371396	19521968	60713817	15565681	4	6	7	5	7	syntactic
6	anim-anim	farmer	beside	builders	avoids	skating	GSLD_C_sing_syntactic	The farmer that the builders avoids dies.	1	29718597	20568429	5454568	3608938	1784648	6	6	8	6	7	syntactic
6	anim-inanim	builder	by	scooter	leaks	abruptly	GDLS_sing_semantic	The builder by the scooter leaks abruptly.	1	4703106084	4915470	405037	1935324	7262021	2	7	7	5	8	semantic
0	anim-anim	actor	near	chef	avoids	bowling	GSLS_C_sing_syntactic	The actor that the chef avoids arrives.	0	154954539	14665285	2470923	3608938	2476732	4	5	4	6	7	syntactic
8	anim-anim	athletes	by	painter	detest	driving	GSLD_C_plur_syntactic	The athletes that the painter detest sit.	1	4703106084	4726603	13065194	740903	25592961	2	8	7	6	7	syntactic
3	anim-anim	farmer	by	builders	prefer	cooking	GDLS_C_sing_syntactic	The farmer that the builders prefer arrives.	0	4703106084	20568429	5454568	20278168	13672366	2	6	8	6	7	syntactic
9	anim-anim	tailors	near	waiters	love	walking	GSLS_C_plur_syntactic	The tailors that the waiters love die.	0	154954539	1121681	1363954	210137973	30746983	4	7	7	4	7	syntactic
4	inanim-anim	taxi	by	dentist	hates	knitting	GDLS_sing_semantic	The taxi by the dentist hates knitting.	1	4703106084	4478068	3198534	2416713	2033048	2	4	7	5	8	semantic
6	anim-anim	athlete	near	painter	detests	bowling	GSLS_sing_syntactic	The athlete near the painter detests bowling.	0	154954539	3419291	13065194	181255	2476732	4	7	7	7	7	syntactic
7	anim-anim	farmers	beside	waiter	likes	farming	GDLS_plur_syntactic	The farmers beside the waiter likes farming.	1	29718597	33753767	3340926	9285296	15602571	6	7	6	5	7	syntactic
8	anim-anim	nurses	near	teachers	dislike	driving	GSLS_plur_semantic	The nurses near the teachers dislike driving.	0	154954539	14176931	73279702	6703610	25592961	4	6	8	7	7	semantic
3	anim-anim	tailors	beside	teacher	fear	cycling	GSLD_C_plur_syntactic	The tailors that the teacher fear arrive.	1	29718597	1121681	74147301	83025936	2334761	6	7	7	4	7	syntactic
9	anim-anim	vets	by	baker	prefers	fishing	GDLS_C_plur_syntactic	The vets that the baker prefers pray.	0	4703106084	262330	13610150	4149558	21745307	2	4	5	7	7	syntactic
0	anim-anim	teachers	by	barbers	loves	shopping	GDLD_plur_syntactic	The teachers by the barbers loves shopping.	1	4703106084	73279702	607437	12028067	11206466	2	8	7	5	8	syntactic
7	inanim-inanim	bus	near	car	hates	walking	GDLD_sing_semantic	The bus near the car hates walking.	1	154954539	19370874	71566944	2416713	30746983	4	3	3	5	7	semantic
7	anim-anim	waiter	beside	authors	detests	skating	GSLD_sing_syntactic	The waiter beside the authors detests skating.	0	29718597	3340926	42845288	181255	1784648	6	6	7	7	7	syntactic
0	anim-anim	dentists	beside	pilots	fear	cycling	GSLS_C_plur_syntactic	The dentists that the pilots fear arrive.	0	29718597	1487700	5455700	83025936	2334761	6	8	6	4	7	syntactic
4	anim-anim	vet	by	barber	fear	walking	GDLD_sing_syntactic	The vet by the barber fear walking.	1	4703106084	2597895	4668021	83025936	30746983	2	3	6	4	7	syntactic
3	anim-anim	farmers	beside	waiters	honk	once	GDLD_plur_semantic	The farmers beside the waiters honk once.	1	29718597	33753767	1363954	186601	267334111	6	7	7	4	4	semantic
5	anim-anim	banker	by	nurses	dislikes	hunting	GSLD_sing_syntactic	The banker by the nurses dislikes hunting.	0	4703106084	5135467	14176931	1451937	19801295	2	6	6	8	7	syntactic
9	anim-anim	builders	near	bakers	loves	cooking	GDLD_C_plur_syntactic	The builders that the bakers loves arrive.	1	154954539	5454568	997597	12028067	13672366	4	8	6	5	7	syntactic
7	inanim-anim	tractors	by	nurses	leak	abruptly	GSLD_plur_semantic	The tractors by the nurses leak abruptly.	0	4703106084	1908544	14176931	3272091	7262021	2	8	6	4	8	semantic
7	anim-anim	actors	near	chefs	prefers	painting	GDLD_plur_syntactic	The actors near the chefs prefers painting.	1	154954539	18120032	752773	4149558	32738623	4	6	5	7	8	syntactic
8	anim-anim	vet	by	chefs	avoid	dancing	GDLS_C_sing_syntactic	The vet that the chefs avoid arrives.	0	4703106084	2597895	752773	60713817	15565681	2	3	5	5	7	syntactic
9	anim-anim	dentist	beside	doctor	honks	once	GDLD_sing_semantic	The dentist beside the doctor honks once.	1	29718597	3198534	52110730	0	267334111	6	7	6	5	4	semantic
2	anim-anim	actors	beside	nurse	avoids	fencing	GDLS_C_plur_syntactic	The actors that the nurse avoids sit.	0	29718597	18120032	23875250	3608938	1887055	6	6	5	6	7	syntactic
0	anim-anim	dentist	by	painter	love	painting	GDLD_sing_syntactic	The dentist by the painter love painting.	1	4703106084	3198534	13065194	210137973	32738623	2	7	7	4	8	syntactic
9	anim-anim	banker	beside	dentist	prefer	farming	GDLD_C_sing_syntactic	The banker that the dentist prefer sits.	1	29718597	5135467	3198534	20278168	15602571	6	6	7	6	7	syntactic
0	anim-anim	judges	near	doctors	avoids	boxing	GDLD_C_plur_syntactic	The judges that the doctors avoids arrive.	1	154954539	24677643	19521968	3608938	2262574	4	6	7	6	6	syntactic
3	anim-anim	dentist	near	pilots	dislike	gambling	GDLS_sing_syntactic	The dentist near the pilots dislike gambling.	1	154954539	3198534	5455700	6703610	6130169	4	7	6	7	8	syntactic
1	anim-anim	chef	by	banker	hate	acting	GDLD_C_sing_syntactic	The chef that the banker hate arrives.	1	4703106084	2470923	5135467	16538862	38536231	2	4	6	4	6	syntactic
6	inanim-anim	trucks	beside	vets	fear	cooking	GDLS_plur_semantic	The trucks beside the vets fear cooking.	1	29718597	6808013	262330	83025936	13672366	6	6	4	4	7	semantic
7	anim-anim	baker	near	barber	hates	gambling	GSLS_C_sing_syntactic	The baker that the barber hates prays.	0	154954539	13610150	4668021	2416713	6130169	4	5	6	5	8	syntactic
0	anim-anim	nurse	by	builder	avoids	climbing	GSLS_sing_syntactic	The nurse by the builder avoids climbing.	0	4703106084	23875250	4915470	3608938	7755370	2	5	7	6	8	syntactic
0	anim-anim	chefs	beside	banker	detests	farming	GDLS_plur_syntactic	The chefs beside the banker detests farming.	1	29718597	752773	5135467	181255	15602571	6	5	6	7	7	syntactic
8	anim-anim	dentists	near	waiter	detest	climbing	GSLD_plur_syntactic	The dentists near the waiter detest climbing.	0	154954539	1487700	3340926	740903	7755370	4	8	6	6	8	syntactic
6	inanim-inanim	car	beside	van	honks	noisily	GSLS_sing_semantic	The car beside the van honks noisily.	0	29718597	71566944	54213864	0	807804	6	3	3	5	7	semantic
0	anim-inanim	barbers	by	trucks	leak	suddenly	GDLS_plur_semantic	The barbers by the trucks leak suddenly.	1	4703106084	607437	6808013	3272091	58025537	2	7	6	4	8	semantic
7	anim-anim	tailor	near	plumbers	dislikes	hunting	GSLD_C_sing_syntactic	The tailor that the plumbers dislikes sits.	1	154954539	3371396	543869	1451937	19801295	4	6	8	8	7	syntactic
7	anim-anim	lawyer	beside	chef	hates	walking	GSLS_sing_semantic	The lawyer beside the chef hates walking.	0	29718597	21493788	2470923	2416713	30746983	6	6	4	5	7	semantic
1	anim-anim	builders	by	actors	prefer	driving	GSLS_plur_syntactic	The builders by the actors prefer driving.	0	4703106084	5454568	18120032	20278168	25592961	2	8	6	6	7	syntactic
6	anim-anim	authors	near	doctors	love	boxing	GSLS_plur_syntactic	The authors near the doctors love boxing.	0	154954539	42845288	19521968	210137973	2262574	4	7	7	4	6	syntactic
0	anim-anim	waiters	beside	banker	avoid	farming	GSLD_plur_syntactic	The waiters beside the banker avoid farming.	0	29718597	1363954	5135467	60713817	15602571	6	7	6	5	7	syntactic
