	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
2	anim-anim	actor	near	bakers	prefers	hunting	GSLD_C_sing_syntactic	The actor that the bakers prefers prays.	1	154954539	14665285	997597	4149558	19801295	4	5	6	7	7	syntactic
3	anim-inanim	doctor	by	car	leaks	suddenly	GDLS_sing_semantic	The doctor by the car leaks suddenly.	1	4703106084	52110730	71566944	1935324	58025537	2	6	3	5	8	semantic
5	anim-anim	barbers	beside	waiters	detests	hunting	GDLD_plur_syntactic	The barbers beside the waiters detests hunting.	1	29718597	607437	1363954	181255	19801295	6	7	7	7	7	syntactic
3	anim-anim	athletes	near	doctor	detest	yachting	GSLD_C_plur_syntactic	The athletes that the doctor detest arrive.	1	154954539	4726603	52110730	740903	382785	4	8	6	6	8	syntactic
7	anim-anim	plumbers	near	waiters	detest	acting	GSLS_plur_syntactic	The plumbers near the waiters detest acting.	0	154954539	543869	1363954	740903	38536231	4	8	7	6	6	syntactic
6	anim-anim	barbers	by	teachers	detests	acting	GDLD_C_plur_syntactic	The barbers that the teachers detests die.	1	4703106084	607437	73279702	181255	38536231	2	7	8	7	6	syntactic
9	anim-anim	bankers	near	farmers	prefer	acting	GSLS_C_plur_syntactic	The bankers that the farmers prefer die.	0	154954539	6179440	33753767	20278168	38536231	4	7	7	6	6	syntactic
9	anim-anim	farmer	beside	plumber	dislikes	acting	GSLS_sing_semantic	The farmer beside the plumber dislikes acting.	0	29718597	20568429	734834	1451937	38536231	6	6	7	8	6	semantic
7	anim-anim	pilots	near	judges	likes	boxing	GDLD_plur_syntactic	The pilots near the judges likes boxing.	1	154954539	5455700	24677643	9285296	2262574	4	6	6	5	6	syntactic
4	inanim-anim	buses	by	plumbers	detest	walking	GDLS_plur_semantic	The buses by the plumbers detest walking.	1	4703106084	4213326	543869	740903	30746983	2	5	8	6	7	semantic
6	anim-anim	doctors	by	nurses	love	spinning	GSLS_plur_syntactic	The doctors by the nurses love spinning.	0	4703106084	19521968	14176931	210137973	6978676	2	7	6	4	8	syntactic
3	anim-anim	athlete	by	farmers	detest	shopping	GDLS_sing_syntactic	The athlete by the farmers detest shopping.	1	4703106084	3419291	33753767	740903	11206466	2	7	7	6	8	syntactic
5	anim-anim	teachers	near	judge	loves	yachting	GDLS_plur_syntactic	The teachers near the judge loves yachting.	1	154954539	73279702	63704000	12028067	382785	4	8	5	5	8	syntactic
0	anim-anim	plumber	beside	judges	love	climbing	GDLS_sing_syntactic	The plumber beside the judges love climbing.	1	29718597	734834	24677643	210137973	7755370	6	7	6	4	8	syntactic
0	anim-inanim	authors	near	scooters	leak	suddenly	GDLS_plur_semantic	The authors near the scooters leak suddenly.	1	154954539	42845288	182717	3272091	58025537	4	7	8	4	8	semantic
1	anim-anim	painters	beside	dentists	fear	painting	GSLS_plur_semantic	The painters beside the dentists fear painting.	0	29718597	7084827	1487700	83025936	32738623	6	8	8	4	8	semantic
2	anim-anim	vet	beside	pilot	avoid	studying	GDLD_sing_syntactic	The vet beside the pilot avoid studying.	1	29718597	2597895	16262831	60713817	19754110	6	3	5	5	8	syntactic
