	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
5	anim-inanim	tailor	near	truck	leaks	abruptly	GDLS_sing_semantic	The tailor near the truck leaks abruptly.	1	154954539	3371396	14274010	1935324	7262021	4	6	5	5	8	semantic
6	anim-inanim	judge	beside	tractor	hates	hunting	GSLD_sing_semantic	The judge beside the tractor hates hunting.	0	29718597	63704000	3282135	2416713	19801295	6	5	7	5	7	semantic
8	anim-anim	chef	near	judge	hate	camping	GDLD_sing_syntactic	The chef near the judge hate camping.	1	154954539	2470923	63704000	16538862	3430548	4	4	5	4	7	syntactic
0	anim-anim	athlete	beside	lawyers	avoids	cooking	GSLD_sing_syntactic	The athlete beside the lawyers avoids cooking.	0	29718597	3419291	15702570	3608938	13672366	6	7	7	6	7	syntactic
5	anim-anim	athlete	beside	teacher	honks	noisily	GDLD_sing_semantic	The athlete beside the teacher honks noisily.	1	29718597	3419291	74147301	0	807804	6	7	7	5	7	semantic
4	anim-anim	banker	by	bakers	dislike	shopping	GDLS_C_sing_syntactic	The banker that the bakers dislike arrives.	0	4703106084	5135467	997597	6703610	11206466	2	6	6	7	8	syntactic
6	anim-anim	athletes	by	actors	crash	noisily	GDLD_plur_semantic	The athletes by the actors crash noisily.	1	4703106084	4726603	18120032	6995312	807804	2	8	6	5	7	semantic
4	inanim-inanim	tractors	by	scooters	hate	gambling	GDLD_plur_semantic	The tractors by the scooters hate gambling.	1	4703106084	1908544	182717	16538862	6130169	2	8	8	4	8	semantic
7	anim-anim	painter	by	farmer	prefers	cycling	GSLS_C_sing_syntactic	The painter that the farmer prefers arrives.	0	4703106084	13065194	20568429	4149558	2334761	2	7	6	7	7	syntactic
1	anim-anim	athlete	near	judges	dislike	camping	GDLS_sing_syntactic	The athlete near the judges dislike camping.	1	154954539	3419291	24677643	6703610	3430548	4	7	6	7	7	syntactic
2	anim-anim	plumber	near	judge	detests	dancing	GSLS_C_sing_syntactic	The plumber that the judge detests arrives.	0	154954539	734834	63704000	181255	15565681	4	7	5	7	7	syntactic
0	anim-anim	farmers	by	actors	prefer	painting	GSLS_plur_syntactic	The farmers by the actors prefer painting.	0	4703106084	33753767	18120032	20278168	32738623	2	7	6	6	8	syntactic
9	inanim-inanim	taxi	by	scooter	honks	twice	GSLS_sing_semantic	The taxi by the scooter honks twice.	0	4703106084	4478068	405037	0	36389658	2	4	7	5	5	semantic
4	anim-anim	tailor	by	teacher	fears	gambling	GSLS_sing_syntactic	The tailor by the teacher fears gambling.	0	4703106084	3371396	74147301	17721106	6130169	2	6	7	5	8	syntactic
0	anim-anim	farmer	beside	vets	avoids	farming	GSLD_C_sing_syntactic	The farmer that the vets avoids arrives.	1	29718597	20568429	262330	3608938	15602571	6	6	4	6	7	syntactic
