	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
0	inanim-inanim	bus	beside	tractor	honks	loudly	GSLS_sing_semantic	The bus beside the tractor honks loudly.	0	29718597	19370874	3282135	0	5998778	6	3	7	5	6	semantic
4	anim-anim	chefs	by	judges	hates	fishing	GDLD_C_plur_syntactic	The chefs that the judges hates die.	1	4703106084	752773	24677643	2416713	21745307	2	5	6	5	7	syntactic
2	anim-anim	plumbers	beside	farmers	hate	cycling	GSLS_plur_syntactic	The plumbers beside the farmers hate cycling.	0	29718597	543869	33753767	16538862	2334761	6	8	7	4	7	syntactic
2	anim-anim	baker	by	judges	love	cooking	GDLS_sing_syntactic	The baker by the judges love cooking.	1	4703106084	13610150	24677643	210137973	13672366	2	5	6	4	7	syntactic
8	anim-anim	barbers	near	teacher	dislikes	fencing	GDLS_plur_syntactic	The barbers near the teacher dislikes fencing.	1	154954539	607437	74147301	1451937	1887055	4	7	7	8	7	syntactic
8	anim-anim	chefs	by	teacher	dislike	yachting	GSLD_C_plur_syntactic	The chefs that the teacher dislike arrive.	1	4703106084	752773	74147301	6703610	382785	2	5	7	7	8	syntactic
1	anim-inanim	authors	by	scooters	honk	twice	GDLS_plur_semantic	The authors by the scooters honk twice.	1	4703106084	42845288	182717	186601	36389658	2	7	8	4	5	semantic
0	anim-inanim	lawyer	near	truck	dislikes	spinning	GSLD_sing_semantic	The lawyer near the truck dislikes spinning.	0	154954539	21493788	14274010	1451937	6978676	4	6	5	8	8	semantic
7	anim-anim	tailors	near	builder	hates	yachting	GDLS_plur_syntactic	The tailors near the builder hates yachting.	1	154954539	1121681	4915470	2416713	382785	4	7	7	5	8	syntactic
0	anim-anim	barbers	by	builders	detest	walking	GSLS_plur_syntactic	The barbers by the builders detest walking.	0	4703106084	607437	5454568	740903	30746983	2	7	8	6	7	syntactic
2	anim-anim	judge	by	painters	prefer	skating	GDLS_C_sing_syntactic	The judge that the painters prefer dies.	0	4703106084	63704000	7084827	20278168	1784648	2	5	8	6	7	syntactic
9	anim-anim	baker	near	painters	loves	skating	GSLD_C_sing_syntactic	The baker that the painters loves prays.	1	154954539	13610150	7084827	12028067	1784648	4	5	8	5	7	syntactic
4	inanim-inanim	cars	beside	buses	honk	noisily	GSLS_plur_semantic	The cars beside the buses honk noisily.	0	29718597	24371897	4213326	186601	807804	6	4	5	4	7	semantic
7	anim-inanim	dentists	beside	buses	prefer	dancing	GSLD_plur_semantic	The dentists beside the buses prefer dancing.	0	29718597	1487700	4213326	20278168	15565681	6	8	5	6	7	semantic
0	inanim-inanim	scooters	near	cars	hate	driving	GDLD_plur_semantic	The scooters near the cars hate driving.	1	154954539	182717	24371897	16538862	25592961	4	8	4	4	7	semantic
4	anim-anim	farmers	beside	pilots	like	cycling	GSLS_C_plur_syntactic	The farmers that the pilots like die.	0	29718597	33753767	5455700	709849832	2334761	6	7	6	4	7	syntactic
4	anim-anim	teacher	near	plumbers	likes	gambling	GSLD_C_sing_syntactic	The teacher that the plumbers likes prays.	1	154954539	74147301	543869	9285296	6130169	4	7	8	5	8	syntactic
7	anim-inanim	plumber	near	truck	crashes	noisily	GDLS_sing_semantic	The plumber near the truck crashes noisily.	1	154954539	734834	14274010	1060077	807804	4	7	5	7	7	semantic
5	anim-anim	dentists	near	vets	hates	acting	GDLD_plur_syntactic	The dentists near the vets hates acting.	1	154954539	1487700	262330	2416713	38536231	4	8	4	5	6	syntactic
2	anim-anim	barber	beside	lawyers	likes	hunting	GSLD_sing_syntactic	The barber beside the lawyers likes hunting.	0	29718597	4668021	15702570	9285296	19801295	6	6	7	5	7	syntactic
9	anim-anim	doctors	by	vets	honk	noisily	GDLD_plur_semantic	The doctors by the vets honk noisily.	1	4703106084	19521968	262330	186601	807804	2	7	4	4	7	semantic
9	anim-anim	chef	beside	pilot	dislike	driving	GDLD_C_sing_syntactic	The chef that the pilot dislike prays.	1	29718597	2470923	16262831	6703610	25592961	6	4	5	7	7	syntactic
8	anim-anim	dentist	beside	vets	detests	acting	GSLD_sing_syntactic	The dentist beside the vets detests acting.	0	29718597	3198534	262330	181255	38536231	6	7	4	7	6	syntactic
0	anim-anim	tailor	near	plumber	honks	once	GDLD_sing_semantic	The tailor near the plumber honks once.	1	154954539	3371396	734834	0	267334111	4	6	7	5	4	semantic
