	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
4	anim-anim	chefs	near	waiters	loves	painting	GDLD_C_plur_syntactic	The chefs that the waiters loves arrive.	1	154954539	752773	1363954	12028067	32738623	4	5	7	5	8	syntactic
7	anim-anim	barbers	near	authors	detests	fencing	GDLD_plur_syntactic	The barbers near the authors detests fencing.	1	154954539	607437	42845288	181255	1887055	4	7	7	7	7	syntactic
6	inanim-anim	vans	near	nurses	detest	shopping	GDLS_plur_semantic	The vans near the nurses detest shopping.	1	154954539	963840	14176931	740903	11206466	4	4	6	6	8	semantic
5	anim-anim	tailor	by	banker	love	sailing	GDLD_C_sing_syntactic	The tailor that the banker love dies.	1	4703106084	3371396	5135467	210137973	8731451	2	6	6	4	7	syntactic
4	anim-anim	painters	near	dentist	dislikes	fencing	GDLS_C_plur_syntactic	The painters that the dentist dislikes pray.	0	154954539	7084827	3198534	1451937	1887055	4	8	7	8	7	syntactic
4	anim-anim	barber	near	pilot	likes	yachting	GSLS_sing_syntactic	The barber near the pilot likes yachting.	0	154954539	4668021	16262831	9285296	382785	4	6	5	5	8	syntactic
7	inanim-anim	tractors	by	barbers	leak	suddenly	GSLD_plur_semantic	The tractors by the barbers leak suddenly.	0	4703106084	1908544	607437	3272091	58025537	2	8	7	4	8	semantic
5	anim-anim	banker	near	nurses	hates	shopping	GSLD_C_sing_syntactic	The banker that the nurses hates prays.	1	154954539	5135467	14176931	2416713	11206466	4	6	6	5	8	syntactic
9	anim-anim	lawyer	by	vet	avoids	yachting	GSLS_sing_syntactic	The lawyer by the vet avoids yachting.	0	4703106084	21493788	2597895	3608938	382785	2	6	3	6	8	syntactic
4	anim-anim	barber	by	chef	fears	boxing	GSLS_C_sing_syntactic	The barber that the chef fears dies.	0	4703106084	4668021	2470923	17721106	2262574	2	6	4	5	6	syntactic
3	anim-anim	actor	by	doctor	like	fencing	GDLD_sing_syntactic	The actor by the doctor like fencing.	1	4703106084	14665285	52110730	709849832	1887055	2	5	6	4	7	syntactic
1	anim-anim	tailors	near	judge	love	skiing	GSLD_C_plur_syntactic	The tailors that the judge love sit.	1	154954539	1121681	63704000	210137973	1934331	4	7	5	4	6	syntactic
8	anim-anim	bakers	near	teachers	prefer	boxing	GSLS_C_plur_syntactic	The bakers that the teachers prefer die.	0	154954539	997597	73279702	20278168	2262574	4	6	8	6	6	syntactic
6	anim-anim	dentist	by	lawyer	fear	sailing	GDLD_sing_syntactic	The dentist by the lawyer fear sailing.	1	4703106084	3198534	21493788	83025936	8731451	2	7	6	4	7	syntactic
2	anim-anim	doctor	near	plumbers	avoids	studying	GSLD_sing_syntactic	The doctor near the plumbers avoids studying.	0	154954539	52110730	543869	3608938	19754110	4	6	8	6	8	syntactic
8	anim-anim	chefs	beside	lawyer	likes	camping	GDLS_plur_syntactic	The chefs beside the lawyer likes camping.	1	29718597	752773	21493788	9285296	3430548	6	5	6	5	7	syntactic
8	anim-anim	plumbers	by	farmers	detests	studying	GDLD_C_plur_syntactic	The plumbers that the farmers detests die.	1	4703106084	543869	33753767	181255	19754110	2	8	7	7	8	syntactic
1	anim-anim	painter	by	nurse	skids	abruptly	GDLD_sing_semantic	The painter by the nurse skids abruptly.	1	4703106084	13065194	23875250	250523	7262021	2	7	5	5	8	semantic
8	anim-inanim	tailor	by	van	hates	spinning	GSLD_sing_semantic	The tailor by the van hates spinning.	0	4703106084	3371396	54213864	2416713	6978676	2	6	3	5	8	semantic
1	anim-anim	barbers	near	authors	fear	sailing	GSLS_plur_semantic	The barbers near the authors fear sailing.	0	154954539	607437	42845288	83025936	8731451	4	7	7	4	7	semantic
6	anim-anim	baker	beside	actors	detest	skiing	GDLS_sing_syntactic	The baker beside the actors detest skiing.	1	29718597	13610150	18120032	740903	1934331	6	5	6	6	6	syntactic
3	anim-inanim	doctors	beside	trucks	leak	suddenly	GDLS_plur_semantic	The doctors beside the trucks leak suddenly.	1	29718597	19521968	6808013	3272091	58025537	6	7	6	4	8	semantic
0	anim-anim	judge	near	barbers	likes	yachting	GSLD_sing_syntactic	The judge near the barbers likes yachting.	0	154954539	63704000	607437	9285296	382785	4	5	7	5	8	syntactic
1	anim-anim	athletes	by	waiter	fears	shopping	GDLS_plur_syntactic	The athletes by the waiter fears shopping.	1	4703106084	4726603	3340926	17721106	11206466	2	8	6	5	8	syntactic
0	anim-anim	plumbers	by	doctors	like	skiing	GSLS_plur_syntactic	The plumbers by the doctors like skiing.	0	4703106084	543869	19521968	709849832	1934331	2	8	7	4	6	syntactic
9	anim-anim	pilots	by	author	like	knitting	GSLD_C_plur_syntactic	The pilots that the author like die.	1	4703106084	5455700	99092074	709849832	2033048	2	6	6	4	8	syntactic
5	anim-anim	athletes	beside	builder	love	acting	GSLD_plur_syntactic	The athletes beside the builder love acting.	0	29718597	4726603	4915470	210137973	38536231	6	8	7	4	6	syntactic
7	anim-anim	waiters	beside	baker	fears	studying	GDLS_C_plur_syntactic	The waiters that the baker fears pray.	0	29718597	1363954	13610150	17721106	19754110	6	7	5	5	8	syntactic
3	anim-anim	actor	by	teachers	hate	acting	GDLS_C_sing_syntactic	The actor that the teachers hate prays.	0	4703106084	14665285	73279702	16538862	38536231	2	5	8	4	6	syntactic
1	anim-inanim	builder	beside	bus	leaks	abruptly	GDLS_sing_semantic	The builder beside the bus leaks abruptly.	1	29718597	4915470	19370874	1935324	7262021	6	7	3	5	8	semantic
2	inanim-inanim	tractors	beside	cars	hate	fishing	GDLD_plur_semantic	The tractors beside the cars hate fishing.	1	29718597	1908544	24371897	16538862	21745307	6	8	4	4	7	semantic
0	anim-anim	athlete	by	author	loves	bowling	GSLS_C_sing_syntactic	The athlete that the author loves dies.	0	4703106084	3419291	99092074	12028067	2476732	2	7	6	5	7	syntactic
2	anim-anim	vet	by	bakers	dislike	dancing	GDLS_sing_syntactic	The vet by the bakers dislike dancing.	1	4703106084	2597895	997597	6703610	15565681	2	3	6	7	7	syntactic
8	anim-inanim	waiters	by	tractors	like	skating	GSLD_plur_semantic	The waiters by the tractors like skating.	0	4703106084	1363954	1908544	709849832	1784648	2	7	8	4	7	semantic
2	anim-anim	judges	by	barbers	likes	skiing	GDLD_plur_syntactic	The judges by the barbers likes skiing.	1	4703106084	24677643	607437	9285296	1934331	2	6	7	5	6	syntactic
3	inanim-inanim	tractors	near	scooters	crash	loudly	GSLS_plur_semantic	The tractors near the scooters crash loudly.	0	154954539	1908544	182717	6995312	5998778	4	8	8	5	6	semantic
6	anim-anim	plumber	beside	barber	hates	cycling	GSLS_sing_semantic	The plumber beside the barber hates cycling.	0	29718597	734834	4668021	2416713	2334761	6	7	6	5	7	semantic
0	anim-anim	baker	near	barber	hate	fencing	GDLD_C_sing_syntactic	The baker that the barber hate arrives.	1	154954539	13610150	4668021	16538862	1887055	4	5	6	4	7	syntactic
1	anim-anim	athlete	by	bankers	loves	camping	GSLD_C_sing_syntactic	The athlete that the bankers loves arrives.	1	4703106084	3419291	6179440	12028067	3430548	2	7	7	5	7	syntactic
6	inanim-anim	van	beside	banker	leaks	suddenly	GSLD_sing_semantic	The van beside the banker leaks suddenly.	0	29718597	54213864	5135467	1935324	58025537	6	3	6	5	8	semantic
6	anim-anim	lawyers	beside	painters	leak	abruptly	GDLD_plur_semantic	The lawyers beside the painters leak abruptly.	1	29718597	15702570	7084827	3272091	7262021	6	7	8	4	8	semantic
9	anim-anim	lawyers	beside	actor	hate	studying	GSLD_plur_syntactic	The lawyers beside the actor hate studying.	0	29718597	15702570	14665285	16538862	19754110	6	7	5	4	8	syntactic
