	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
3	anim-inanim	plumber	beside	bus	honks	loudly	GDLS_sing_semantic	The plumber beside the bus honks loudly.	1	29718597	734834	19370874	0	5998778	6	7	3	5	6	semantic
0	anim-anim	lawyer	beside	judge	like	knitting	GDLD_C_sing_syntactic	The lawyer that the judge like prays.	1	29718597	21493788	63704000	709849832	2033048	6	6	5	4	8	syntactic
2	anim-anim	author	beside	plumbers	detest	spinning	GDLS_sing_syntactic	The author beside the plumbers detest spinning.	1	29718597	99092074	543869	740903	6978676	6	6	8	6	8	syntactic
9	anim-anim	actor	by	waiter	hate	studying	GDLD_sing_syntactic	The actor by the waiter hate studying.	1	4703106084	14665285	3340926	16538862	19754110	2	5	6	4	8	syntactic
9	anim-anim	chefs	beside	nurse	avoid	fencing	GSLD_C_plur_syntactic	The chefs that the nurse avoid sit.	1	29718597	752773	23875250	60713817	1887055	6	5	5	5	7	syntactic
3	anim-anim	doctors	by	banker	loves	fishing	GDLS_plur_syntactic	The doctors by the banker loves fishing.	1	4703106084	19521968	5135467	12028067	21745307	2	7	6	5	7	syntactic
6	anim-anim	pilots	near	athlete	hate	acting	GSLD_C_plur_syntactic	The pilots that the athlete hate pray.	1	154954539	5455700	3419291	16538862	38536231	4	6	7	4	6	syntactic
8	inanim-anim	vans	beside	pilots	fear	bowling	GDLS_plur_semantic	The vans beside the pilots fear bowling.	1	29718597	963840	5455700	83025936	2476732	6	4	6	4	7	semantic
4	anim-anim	baker	beside	doctor	hates	walking	GSLS_C_sing_syntactic	The baker that the doctor hates arrives.	0	29718597	13610150	52110730	2416713	30746983	6	5	6	5	7	syntactic
0	anim-anim	actor	by	vet	fears	hunting	GSLS_C_sing_syntactic	The actor that the vet fears arrives.	0	4703106084	14665285	2597895	17721106	19801295	2	5	3	5	7	syntactic
1	anim-anim	waiters	near	doctor	dislikes	walking	GDLS_C_plur_syntactic	The waiters that the doctor dislikes sit.	0	154954539	1363954	52110730	1451937	30746983	4	7	6	8	7	syntactic
6	anim-anim	actors	by	waiters	fear	dancing	GSLS_plur_semantic	The actors by the waiters fear dancing.	0	4703106084	18120032	1363954	83025936	15565681	2	6	7	4	7	semantic
1	anim-anim	farmer	beside	lawyers	like	sailing	GDLS_C_sing_syntactic	The farmer that the lawyers like dies.	0	29718597	20568429	15702570	709849832	8731451	6	6	7	4	7	syntactic
6	anim-anim	judges	near	plumbers	prefer	gambling	GSLS_C_plur_syntactic	The judges that the plumbers prefer pray.	0	154954539	24677643	543869	20278168	6130169	4	6	8	6	8	syntactic
5	anim-anim	painter	by	barber	like	knitting	GDLD_sing_syntactic	The painter by the barber like knitting.	1	4703106084	13065194	4668021	709849832	2033048	2	7	6	4	8	syntactic
4	inanim-inanim	trucks	by	tractors	brake	abruptly	GSLS_plur_semantic	The trucks by the tractors brake abruptly.	0	4703106084	6808013	1908544	4685005	7262021	2	6	8	5	8	semantic
4	anim-anim	lawyers	near	bakers	skid	loudly	GDLD_plur_semantic	The lawyers near the bakers skid loudly.	1	154954539	15702570	997597	816187	5998778	4	7	6	4	6	semantic
1	anim-anim	doctor	beside	painter	hate	climbing	GDLD_C_sing_syntactic	The doctor that the painter hate sits.	1	29718597	52110730	13065194	16538862	7755370	6	6	7	4	8	syntactic
2	anim-anim	chefs	by	barber	love	fishing	GSLD_plur_syntactic	The chefs by the barber love fishing.	0	4703106084	752773	4668021	210137973	21745307	2	5	6	4	7	syntactic
3	anim-anim	nurses	by	teachers	loves	boxing	GDLD_plur_syntactic	The nurses by the teachers loves boxing.	1	4703106084	14176931	73279702	12028067	2262574	2	6	8	5	6	syntactic
2	anim-anim	tailor	by	judges	avoid	yachting	GDLS_C_sing_syntactic	The tailor that the judges avoid arrives.	0	4703106084	3371396	24677643	60713817	382785	2	6	6	5	8	syntactic
6	anim-anim	actor	near	painters	loves	acting	GSLD_sing_syntactic	The actor near the painters loves acting.	0	154954539	14665285	7084827	12028067	38536231	4	5	8	5	6	syntactic
2	anim-anim	waiter	beside	barber	fears	boxing	GSLS_sing_syntactic	The waiter beside the barber fears boxing.	0	29718597	3340926	4668021	17721106	2262574	6	6	6	5	6	syntactic
0	anim-anim	bankers	near	athletes	fears	knitting	GDLD_C_plur_syntactic	The bankers that the athletes fears sit.	1	154954539	6179440	4726603	17721106	2033048	4	7	8	5	8	syntactic
1	inanim-anim	bus	by	painter	skids	abruptly	GSLD_sing_semantic	The bus by the painter skids abruptly.	0	4703106084	19370874	13065194	250523	7262021	2	3	7	5	8	semantic
2	anim-anim	waiters	beside	teacher	fears	shopping	GDLS_plur_syntactic	The waiters beside the teacher fears shopping.	1	29718597	1363954	74147301	17721106	11206466	6	7	7	5	8	syntactic
