	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
9	anim-anim	farmer	near	teacher	like	cooking	GDLD_sing_syntactic	The farmer near the teacher like cooking.	1	154954539	20568429	74147301	709849832	13672366	4	6	7	4	7	syntactic
2	anim-anim	painter	near	tailors	dislike	boxing	GDLS_C_sing_syntactic	The painter that the tailors dislike arrives.	0	154954539	13065194	1121681	6703610	2262574	4	7	7	7	6	syntactic
2	anim-anim	painters	near	farmers	dislike	studying	GSLS_plur_syntactic	The painters near the farmers dislike studying.	0	154954539	7084827	33753767	6703610	19754110	4	8	7	7	8	syntactic
5	anim-anim	pilot	beside	teachers	loves	farming	GSLD_sing_syntactic	The pilot beside the teachers loves farming.	0	29718597	16262831	73279702	12028067	15602571	6	5	8	5	7	syntactic
5	anim-anim	teacher	beside	barber	fear	skating	GDLD_C_sing_syntactic	The teacher that the barber fear dies.	1	29718597	74147301	4668021	83025936	1784648	6	7	6	4	7	syntactic
7	anim-anim	builders	beside	actor	detest	yachting	GSLD_C_plur_syntactic	The builders that the actor detest arrive.	1	29718597	5454568	14665285	740903	382785	6	8	5	6	8	syntactic
3	anim-anim	vet	by	athlete	detests	farming	GSLS_sing_syntactic	The vet by the athlete detests farming.	0	4703106084	2597895	3419291	181255	15602571	2	3	7	7	7	syntactic
5	anim-anim	doctors	near	waiters	hates	boxing	GDLD_plur_syntactic	The doctors near the waiters hates boxing.	1	154954539	19521968	1363954	2416713	2262574	4	7	7	5	6	syntactic
4	inanim-inanim	truck	beside	bus	detests	gambling	GDLD_sing_semantic	The truck beside the bus detests gambling.	1	29718597	14274010	19370874	181255	6130169	6	5	3	7	8	semantic
6	anim-anim	bankers	near	plumbers	fear	fencing	GSLS_plur_syntactic	The bankers near the plumbers fear fencing.	0	154954539	6179440	543869	83025936	1887055	4	7	8	4	7	syntactic
2	anim-anim	athletes	beside	chefs	prefer	yachting	GSLS_C_plur_syntactic	The athletes that the chefs prefer die.	0	29718597	4726603	752773	20278168	382785	6	8	5	6	8	syntactic
6	anim-anim	waiter	beside	authors	avoids	cycling	GSLD_sing_syntactic	The waiter beside the authors avoids cycling.	0	29718597	3340926	42845288	3608938	2334761	6	6	7	6	7	syntactic
4	anim-anim	plumber	by	tailors	likes	dancing	GSLD_C_sing_syntactic	The plumber that the tailors likes arrives.	1	4703106084	734834	1121681	9285296	15565681	2	7	7	5	7	syntactic
9	anim-anim	judges	by	barbers	dislike	farming	GSLS_C_plur_syntactic	The judges that the barbers dislike sit.	0	4703106084	24677643	607437	6703610	15602571	2	6	7	7	7	syntactic
9	anim-inanim	pilots	near	cars	leak	abruptly	GDLS_plur_semantic	The pilots near the cars leak abruptly.	1	154954539	5455700	24371897	3272091	7262021	4	6	4	4	8	semantic
4	anim-anim	builders	near	athlete	prefers	fencing	GDLS_plur_syntactic	The builders near the athlete prefers fencing.	1	154954539	5454568	3419291	4149558	1887055	4	8	7	7	7	syntactic
3	anim-anim	doctors	beside	lawyers	brake	suddenly	GDLD_plur_semantic	The doctors beside the lawyers brake suddenly.	1	29718597	19521968	15702570	4685005	58025537	6	7	7	5	8	semantic
0	anim-anim	actor	by	barbers	avoid	yachting	GDLS_C_sing_syntactic	The actor that the barbers avoid dies.	0	4703106084	14665285	607437	60713817	382785	2	5	7	5	8	syntactic
7	anim-anim	nurses	near	chef	fears	hunting	GDLS_plur_syntactic	The nurses near the chef fears hunting.	1	154954539	14176931	2470923	17721106	19801295	4	6	4	5	7	syntactic
8	anim-anim	athlete	near	builder	detests	hunting	GSLS_sing_semantic	The athlete near the builder detests hunting.	0	154954539	3419291	4915470	181255	19801295	4	7	7	7	7	semantic
2	anim-anim	vets	by	barber	prefer	skating	GSLD_plur_syntactic	The vets by the barber prefer skating.	0	4703106084	262330	4668021	20278168	1784648	2	4	6	6	7	syntactic
7	anim-anim	farmers	near	athletes	detest	gambling	GSLS_plur_semantic	The farmers near the athletes detest gambling.	0	154954539	33753767	4726603	740903	6130169	4	7	8	6	8	semantic
0	anim-anim	doctor	near	pilots	detest	bowling	GDLS_sing_syntactic	The doctor near the pilots detest bowling.	1	154954539	52110730	5455700	740903	2476732	4	6	6	6	7	syntactic
