	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1335945	anim-inanim	bakers	by	buses	hate	skating	GSLD_plur_semantic	The bakers by the buses hate skating.	0	4703106084	997597	4213326	16538862	1784648	2	6	5	4	7	semantic	0	0
2474932	anim-anim	painters	beside	vets	like	cooking	GSLS_plur_syntactic	The painters beside the vets like cooking.	0	29718597	7084827	262330	709849832	13672366	6	8	4	4	7	syntactic	44	0
3524952	anim-anim	actor	beside	authors	likes	yachting	GSLD_sing_syntactic	The actor beside the authors likes yachting.	0	29718597	14665285	42845288	9285296	382785	6	5	7	5	8	syntactic	0	0
990146	anim-anim	dentist	near	banker	loves	skating	GSLS_sing_syntactic	The dentist near the banker loves skating.	0	154954539	3198534	5135467	12028067	1784648	4	7	6	5	7	syntactic	0	0
6407254	anim-anim	pilots	by	author	knows	japanese	GDLS_plur_syntactic	The pilots by the author knows Japanese.	1	4703106084	5455700	99092074	50729807	65199997	2	6	6	5	8	syntactic	0	0
3916686	anim-anim	bakers	beside	chef	love	driving	GSLD_plur_syntactic	The bakers beside the chef love driving.	0	29718597	997597	2470923	210137973	25592961	6	6	4	4	7	syntactic	0	0
1321675	anim-anim	dentists	that	chefs	admire	pray	GSLS_C_plur_syntactic	The dentists that the chefs admire pray.	0	8000768228	1487700	752773	6461497	20289141	4	8	5	6	4	syntactic	0	0
1456560	inanim-anim	tractor	by	author	likes	fishing	GDLS_sing_semantic	The tractor by the author likes fishing.	1	4703106084	3282135	99092074	9285296	21745307	2	7	6	5	7	semantic	0	0
124117	anim-anim	athlete	that	baker	admires	sits	GSLS_C_sing_syntactic	The athlete that the baker admires sits.	0	8000768228	3419291	13610150	929819	8154939	4	7	5	7	4	syntactic	0	0
6803868	anim-anim	tailor	beside	chefs	dislike	walking	GDLS_sing_syntactic	The tailor beside the chefs dislike walking.	1	29718597	3371396	752773	6703610	30746983	6	6	5	7	7	syntactic	0	0
1328418	inanim-inanim	tractor	by	truck	brakes	abruptly	GSLS_sing_semantic	The tractor by the truck brakes abruptly.	0	4703106084	3282135	14274010	2506876	7262021	2	7	5	6	8	semantic	0	0
7091729	anim-anim	waiters	that	judge	hates	study	GDLS_C_plur_syntactic	The waiters that the judge hates study.	0	8000768228	1363954	63704000	2416713	251146114	4	7	5	5	5	syntactic	0	0
7946733	anim-anim	actors	that	waiter	admires	die	GDLS_C_plur_syntactic	The actors that the waiter admires die.	0	8000768228	18120032	3340926	929819	104147370	4	6	6	7	3	syntactic	0	0
1379772	anim-inanim	teacher	by	van	hates	yachting	GSLD_sing_semantic	The teacher by the van hates yachting.	0	4703106084	74147301	54213864	2416713	382785	2	7	3	5	8	semantic	0	0
6085761	anim-anim	painter	that	lawyers	like	swims	GDLS_C_sing_syntactic	The painter that the lawyers like swims.	0	8000768228	13065194	15702570	709849832	692721	4	7	7	4	5	syntactic	0	78
8356427	anim-anim	doctors	that	bakers	admires	pray	GDLD_C_plur_syntactic	The doctors that the bakers admires pray.	1	8000768228	19521968	997597	929819	20289141	4	7	6	7	4	syntactic	0	0
5299768	anim-anim	pilots	beside	vet	admire	loyalty	GSLD_plur_syntactic	The pilots beside the vet admire loyalty.	0	29718597	5455700	2597895	6461497	15810585	6	6	3	6	7	syntactic	0	0
1853601	anim-anim	pilots	that	painters	admire	smile	GSLS_C_plur_syntactic	The pilots that the painters admire smile.	0	8000768228	5455700	7084827	6461497	32358171	4	6	8	6	5	syntactic	0	0
