	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1338559	anim-inanim	lawyer	beside	bus	loves	camping	GSLD_sing_semantic	The lawyer beside the bus loves camping.	0	29718597	21493788	19370874	12028067	3430548	6	6	3	5	7	semantic	0	0
7382612	anim-anim	judge	beside	painters	know	english	GDLS_sing_syntactic	The judge beside the painters know English.	1	29718597	63704000	7084827	405542218	195298116	6	5	8	4	7	syntactic	0	0
2233670	anim-anim	vet	by	tailor	dislikes	knitting	GSLS_sing_syntactic	The vet by the tailor dislikes knitting.	0	4703106084	2597895	3371396	1451937	2033048	2	3	6	8	8	syntactic	0	0
4697164	anim-anim	pilot	by	pilots	loves	bowling	GSLD_sing_syntactic	The pilot by the pilots loves bowling.	0	4703106084	16262831	5455700	12028067	2476732	2	5	6	5	7	syntactic	0	0
1361708	anim-inanim	bakers	by	jeeps	know	french	GSLD_plur_semantic	The bakers by the jeeps know French.	0	4703106084	997597	406341	405542218	154091688	2	6	5	4	6	semantic	0	0
255689	anim-anim	tailors	that	doctors	know	sit	GSLS_C_plur_syntactic	The tailors that the doctors know sit.	0	8000768228	1121681	19521968	405542218	40245691	4	7	7	4	3	syntactic	0	77
7308206	anim-anim	bankers	near	painter	loves	camping	GDLS_plur_syntactic	The bankers near the painter loves camping.	1	154954539	6179440	13065194	12028067	3430548	4	7	7	5	7	syntactic	0	0
4966274	anim-anim	nurses	beside	tailor	like	skating	GSLD_plur_syntactic	The nurses beside the tailor like skating.	0	29718597	14176931	3371396	709849832	1784648	6	6	6	4	7	syntactic	0	0
10640792	anim-anim	farmers	near	vets	hates	yachting	GDLD_plur_syntactic	The farmers near the vets hates yachting.	1	154954539	33753767	262330	2416713	382785	4	7	4	5	8	syntactic	0	0
1521199	anim-anim	tailors	near	waiters	brake	suddenly	GDLD_plur_semantic	The tailors near the waiters brake suddenly.	1	154954539	1121681	1363954	4685005	58025537	4	7	7	5	8	semantic	0	0
5222817	anim-anim	barbers	that	vet	hate	leave	GSLD_C_plur_syntactic	The barbers that the vet hate leave.	1	8000768228	607437	2597895	16538862	111442661	4	7	3	4	5	syntactic	0	0
1546780	inanim-inanim	bus	beside	jeep	hates	painting	GDLD_sing_semantic	The bus beside the jeep hates painting.	1	29718597	19370874	2009598	2416713	32738623	6	3	4	5	8	semantic	0	0
6264581	anim-anim	author	that	actors	know	studies	GDLS_C_sing_syntactic	The author that the actors know studies.	0	8000768228	99092074	18120032	405542218	159772512	4	6	6	4	7	syntactic	0	0
1485626	anim-anim	athletes	beside	authors	smash	abruptly	GDLD_plur_semantic	The athletes beside the authors smash abruptly.	1	29718597	4726603	42845288	1655337	7262021	6	8	7	5	8	semantic	0	0
1474924	anim-anim	nurse	near	farmer	crashes	loudly	GDLD_sing_semantic	The nurse near the farmer crashes loudly.	1	154954539	23875250	20568429	1060077	5998778	4	5	6	7	6	semantic	0	0
10200290	anim-anim	vet	near	pilot	dislike	skiing	GDLD_sing_syntactic	The vet near the pilot dislike skiing.	1	154954539	2597895	16262831	6703610	1934331	4	3	5	7	6	syntactic	0	0
1333109	inanim-inanim	tractors	beside	vans	skid	noisily	GSLS_plur_semantic	The tractors beside the vans skid noisily.	0	29718597	1908544	963840	816187	807804	6	8	4	4	7	semantic	0	0
2949128	anim-anim	farmer	near	farmers	loves	painting	GSLD_sing_syntactic	The farmer near the farmers loves painting.	0	154954539	20568429	33753767	12028067	32738623	4	6	7	5	8	syntactic	0	0
6105368	anim-anim	tailor	beside	lawyers	hate	acting	GDLS_sing_syntactic	The tailor beside the lawyers hate acting.	1	29718597	3371396	15702570	16538862	38536231	6	6	7	4	6	syntactic	0	0
2680972	anim-anim	teachers	beside	baker	dislike	spinning	GSLD_plur_syntactic	The teachers beside the baker dislike spinning.	0	29718597	73279702	13610150	6703610	6978676	6	8	5	7	8	syntactic	0	0
8484825	anim-anim	dentist	that	doctor	know	laughs	GDLD_C_sing_syntactic	The dentist that the doctor know laughs.	1	8000768228	3198534	52110730	405542218	2942362	4	7	6	4	6	syntactic	0	34
1407888	anim-inanim	teachers	by	scooters	smash	loudly	GDLS_plur_semantic	The teachers by the scooters smash loudly.	1	4703106084	73279702	182717	1655337	5998778	2	8	8	5	6	semantic	0	0
1367180	anim-inanim	actor	near	tractor	loves	acting	GSLD_sing_semantic	The actor near the tractor loves acting.	0	154954539	14665285	3282135	12028067	38536231	4	5	7	5	6	semantic	0	0
9434654	anim-anim	bakers	near	chefs	loves	driving	GDLD_plur_syntactic	The bakers near the chefs loves driving.	1	154954539	997597	752773	12028067	25592961	4	6	5	5	7	syntactic	0	0
6840417	anim-anim	athletes	that	dentist	loves	laugh	GDLS_C_plur_syntactic	The athletes that the dentist loves laugh.	0	8000768228	4726603	3198534	12028067	18161896	4	8	7	5	5	syntactic	0	0
1331309	inanim-inanim	car	by	scooter	crashes	noisily	GSLS_sing_semantic	The car by the scooter crashes noisily.	0	4703106084	71566944	405037	1060077	807804	2	3	7	7	7	semantic	167	0
1415787	inanim-anim	scooter	beside	baker	dislikes	sailing	GDLS_sing_semantic	The scooter beside the baker dislikes sailing.	1	29718597	405037	13610150	1451937	8731451	6	7	5	8	7	semantic	0	0
10577112	anim-anim	pilot	by	waiter	like	acting	GDLD_sing_syntactic	The pilot by the waiter like acting.	1	4703106084	16262831	3340926	709849832	38536231	2	5	6	4	6	syntactic	0	0
