	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1460846	inanim-anim	buses	near	bankers	like	bowling	GDLS_plur_semantic	The buses near the bankers like bowling.	1	154954539	4213326	6179440	709849832	2476732	4	5	7	4	7	semantic	0	0
960284	anim-anim	lawyer	near	banker	hates	bowling	GSLS_sing_syntactic	The lawyer near the banker hates bowling.	0	154954539	21493788	5135467	2416713	2476732	4	6	6	5	7	syntactic	0	0
8660244	anim-anim	actor	by	teacher	like	gambling	GDLD_sing_syntactic	The actor by the teacher like gambling.	1	4703106084	14665285	74147301	709849832	6130169	2	5	7	4	8	syntactic	0	31
1575697	inanim-inanim	van	by	crane	loves	skating	GDLD_sing_semantic	The van by the crane loves skating.	1	4703106084	54213864	5664326	12028067	1784648	2	3	5	5	7	semantic	0	0
2933110	anim-anim	athletes	beside	farmer	like	knitting	GSLD_plur_syntactic	The athletes beside the farmer like knitting.	0	29718597	4726603	20568429	709849832	2033048	6	8	6	4	8	syntactic	68	0
1475984	anim-anim	authors	by	teachers	honk	loudly	GDLD_plur_semantic	The authors by the teachers honk loudly.	1	4703106084	42845288	73279702	186601	5998778	2	7	8	4	6	semantic	0	0
3282000	anim-anim	dentists	near	lawyer	dislike	fishing	GSLD_plur_syntactic	The dentists near the lawyer dislike fishing.	0	154954539	1487700	21493788	6703610	21745307	4	8	6	7	7	syntactic	0	0
2402754	anim-anim	doctors	by	vets	hate	fencing	GSLS_plur_syntactic	The doctors by the vets hate fencing.	0	4703106084	19521968	262330	16538862	1887055	2	7	4	4	7	syntactic	0	0
6011601	anim-anim	bakers	that	lawyer	dislikes	turn	GDLS_C_plur_syntactic	The bakers that the lawyer dislikes turn.	0	8000768228	997597	21493788	1451937	134505772	4	6	6	8	4	syntactic	0	0
5181556	anim-anim	farmer	by	vets	loves	gambling	GSLD_sing_syntactic	The farmer by the vets loves gambling.	0	4703106084	20568429	262330	12028067	6130169	2	6	4	5	8	syntactic	0	0
9744286	anim-anim	bankers	by	judges	dislikes	driving	GDLD_plur_syntactic	The bankers by the judges dislikes driving.	1	4703106084	6179440	24677643	1451937	25592961	2	7	6	8	7	syntactic	0	0
1517026	anim-anim	bankers	near	tailors	crash	abruptly	GDLD_plur_semantic	The bankers near the tailors crash abruptly.	1	154954539	6179440	1121681	6995312	7262021	4	7	7	5	8	semantic	0	0
448322	anim-anim	barber	by	teacher	hates	skiing	GSLS_sing_syntactic	The barber by the teacher hates skiing.	0	4703106084	4668021	74147301	2416713	1934331	2	6	7	5	6	syntactic	0	0
8390433	anim-anim	lawyer	that	doctor	hate	laughs	GDLD_C_sing_syntactic	The lawyer that the doctor hate laughs.	1	8000768228	21493788	52110730	16538862	2942362	4	6	6	4	6	syntactic	0	0
2820977	anim-anim	teachers	that	doctor	dislike	move	GSLD_C_plur_syntactic	The teachers that the doctor dislike move.	1	8000768228	73279702	52110730	6703610	93962800	4	8	6	7	4	syntactic	0	0
7371798	anim-anim	vet	near	painters	like	knitting	GDLS_sing_syntactic	The vet near the painters like knitting.	1	154954539	2597895	7084827	709849832	2033048	4	3	8	4	8	syntactic	0	44
2341041	anim-anim	painter	that	waiter	hates	sneezes	GSLS_C_sing_syntactic	The painter that the waiter hates sneezes.	0	8000768228	13065194	3340926	2416713	134227	4	7	6	5	7	syntactic	0	0
1568889	inanim-inanim	scooter	near	van	hates	fencing	GDLD_sing_semantic	The scooter near the van hates fencing.	1	154954539	405037	54213864	2416713	1887055	4	7	3	5	7	semantic	0	0
1332532	inanim-inanim	bus	near	van	skids	loudly	GSLS_sing_semantic	The bus near the van skids loudly.	0	154954539	19370874	54213864	250523	5998778	4	3	3	5	6	semantic	0	0
1414968	inanim-anim	tractor	beside	baker	hates	fishing	GDLS_sing_semantic	The tractor beside the baker hates fishing.	1	29718597	3282135	13610150	2416713	21745307	6	7	5	5	7	semantic	0	0
1328656	inanim-inanim	scooters	by	trucks	smash	loudly	GSLS_plur_semantic	The scooters by the trucks smash loudly.	0	4703106084	182717	6808013	1655337	5998778	2	8	6	5	6	semantic	0	0
6928113	anim-anim	painters	that	dentist	dislikes	sneeze	GDLS_C_plur_syntactic	The painters that the dentist dislikes sneeze.	0	8000768228	7084827	3198534	1451937	504411	4	8	7	8	6	syntactic	0	0
7047462	anim-anim	dentists	near	judge	loves	sailing	GDLS_plur_syntactic	The dentists near the judge loves sailing.	1	154954539	1487700	63704000	12028067	8731451	4	8	5	5	7	syntactic	0	0
6603089	anim-anim	author	that	barbers	dislike	runs	GDLS_C_sing_syntactic	The author that the barbers dislike runs.	0	8000768228	99092074	607437	6703610	26702428	4	6	7	7	4	syntactic	0	0
1339751	anim-inanim	actors	beside	buses	hate	cycling	GSLD_plur_semantic	The actors beside the buses hate cycling.	0	29718597	18120032	4213326	16538862	2334761	6	6	5	4	7	semantic	0	0
8490357	anim-anim	lawyers	that	doctors	admires	sit	GDLD_C_plur_syntactic	The lawyers that the doctors admires sit.	1	8000768228	15702570	19521968	929819	40245691	4	7	7	7	3	syntactic	0	0
1445415	inanim-anim	taxi	beside	lawyer	admires	honor	GDLS_sing_semantic	The taxi beside the lawyer admires honor.	1	29718597	4478068	21493788	929819	30299052	6	4	6	7	5	semantic	0	0
8889515	anim-anim	barber	that	lawyer	admire	prays	GDLD_C_sing_syntactic	The barber that the lawyer admire prays.	1	8000768228	4668021	21493788	6461497	1506735	4	6	6	6	5	syntactic	0	0
220385	anim-anim	pilot	that	doctor	hates	sits	GSLS_C_sing_syntactic	The pilot that the doctor hates sits.	0	8000768228	16262831	52110730	2416713	8154939	4	5	6	5	4	syntactic	0	0
5856803	anim-anim	nurse	that	farmers	admire	runs	GDLS_C_sing_syntactic	The nurse that the farmers admire runs.	0	8000768228	23875250	33753767	6461497	26702428	4	5	7	6	4	syntactic	0	0
2293340	anim-anim	actors	by	waiters	like	walking	GSLS_plur_syntactic	The actors by the waiters like walking.	0	4703106084	18120032	1363954	709849832	30746983	2	6	7	4	7	syntactic	87	0
1344642	anim-inanim	teacher	near	taxi	likes	gambling	GSLD_sing_semantic	The teacher near the taxi likes gambling.	0	154954539	74147301	4478068	9285296	6130169	4	7	4	5	8	semantic	0	0
1325893	inanim-inanim	taxis	beside	buses	crash	noisily	GSLS_plur_semantic	The taxis beside the buses crash noisily.	0	29718597	1073931	4213326	6995312	807804	6	5	5	5	7	semantic	0	0
5541202	anim-anim	plumber	near	bakers	hate	skating	GDLS_sing_syntactic	The plumber near the bakers hate skating.	1	154954539	734834	997597	16538862	1784648	4	7	6	4	7	syntactic	0	0
1453862	inanim-anim	buses	near	authors	like	walking	GDLS_plur_semantic	The buses near the authors like walking.	1	154954539	4213326	42845288	709849832	30746983	4	5	7	4	7	semantic	0	84
9064586	anim-anim	actor	by	author	love	studying	GDLD_sing_syntactic	The actor by the author love studying.	1	4703106084	14665285	99092074	210137973	19754110	2	5	6	4	8	syntactic	0	0
3538788	anim-anim	banker	near	authors	hates	cooking	GSLD_sing_syntactic	The banker near the authors hates cooking.	0	154954539	5135467	42845288	2416713	13672366	4	6	7	5	7	syntactic	0	0
4179357	anim-anim	actor	that	dentists	admires	laughs	GSLD_C_sing_syntactic	The actor that the dentists admires laughs.	1	8000768228	14665285	1487700	929819	2942362	4	5	8	7	6	syntactic	0	0
5883014	anim-anim	farmers	beside	teacher	hates	sailing	GDLS_plur_syntactic	The farmers beside the teacher hates sailing.	1	29718597	33753767	74147301	2416713	8731451	6	7	7	5	7	syntactic	0	0
1846925	anim-anim	vets	that	painters	know	cry	GSLS_C_plur_syntactic	The vets that the painters know cry.	0	8000768228	262330	7084827	405542218	24708519	4	4	8	4	3	syntactic	0	0
1347995	anim-inanim	actors	by	taxis	know	russian	GSLD_plur_semantic	The actors by the taxis know Russian.	0	4703106084	18120032	1073931	405542218	53427209	2	6	5	4	7	semantic	0	0
3612753	anim-anim	teachers	that	author	know	arrive	GSLD_C_plur_syntactic	The teachers that the author know arrive.	1	8000768228	73279702	99092074	405542218	19261937	4	8	6	4	6	syntactic	144	0
10603441	anim-anim	teachers	that	waiters	knows	cough	GDLD_C_plur_syntactic	The teachers that the waiters knows cough.	1	8000768228	73279702	1363954	50729807	5632779	4	8	7	5	5	syntactic	0	0
1354659	anim-inanim	athlete	near	truck	knows	russian	GSLD_sing_semantic	The athlete near the truck knows Russian.	0	154954539	3419291	14274010	50729807	53427209	4	7	5	5	7	semantic	0	0
4089473	anim-anim	author	that	dentists	likes	swims	GSLD_C_sing_syntactic	The author that the dentists likes swims.	1	8000768228	99092074	1487700	9285296	692721	4	6	8	5	5	syntactic	0	0
9767322	anim-anim	nurses	near	judges	loves	hunting	GDLD_plur_syntactic	The nurses near the judges loves hunting.	1	154954539	14176931	24677643	12028067	19801295	4	6	6	5	7	syntactic	0	0
1330547	inanim-inanim	truck	near	tractor	skids	suddenly	GSLS_sing_semantic	The truck near the tractor skids suddenly.	0	154954539	14274010	3282135	250523	58025537	4	5	7	5	8	semantic	0	0
1315297	anim-anim	pilots	that	chefs	know	swim	GSLS_C_plur_syntactic	The pilots that the chefs know swim.	0	8000768228	5455700	752773	405542218	6237963	4	6	5	4	4	syntactic	0	0
