	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1453531	inanim-anim	bus	near	author	likes	knitting	GDLS_sing_semantic	The bus near the author likes knitting.	1	154954539	19370874	99092074	9285296	2033048	4	3	6	5	8	semantic	0	0
1327176	inanim-inanim	jeep	by	taxi	brakes	loudly	GSLS_sing_semantic	The jeep by the taxi brakes loudly.	0	4703106084	2009598	4478068	2506876	5998778	2	4	4	6	6	semantic	0	0
3896161	anim-anim	plumber	that	barbers	knows	swims	GSLD_C_sing_syntactic	The plumber that the barbers knows swims.	1	8000768228	734834	607437	50729807	692721	4	7	7	5	5	syntactic	0	0
717393	anim-anim	barbers	that	actors	dislike	pray	GSLS_C_plur_syntactic	The barbers that the actors dislike pray.	0	8000768228	607437	18120032	6703610	20289141	4	7	6	7	4	syntactic	0	0
1392557	inanim-anim	tractor	near	doctor	brakes	noisily	GSLD_sing_semantic	The tractor near the doctor brakes noisily.	0	154954539	3282135	52110730	2506876	807804	4	7	6	6	7	semantic	0	0
1479794	anim-anim	doctors	near	lawyers	smash	abruptly	GDLD_plur_semantic	The doctors near the lawyers smash abruptly.	1	154954539	19521968	15702570	1655337	7262021	4	7	7	5	8	semantic	0	0
1369453	anim-inanim	athlete	near	scooter	likes	boxing	GSLD_sing_semantic	The athlete near the scooter likes boxing.	0	154954539	3419291	405037	9285296	2262574	4	7	7	5	6	semantic	0	0
1424836	inanim-anim	car	by	farmer	likes	acting	GDLS_sing_semantic	The car by the farmer likes acting.	1	4703106084	71566944	20568429	9285296	38536231	2	3	6	5	6	semantic	0	0
1416082	inanim-anim	scooters	by	bakers	hate	cooking	GDLS_plur_semantic	The scooters by the bakers hate cooking.	1	4703106084	182717	997597	16538862	13672366	2	8	6	4	7	semantic	0	0
1342893	anim-inanim	bakers	beside	taxis	hate	boxing	GSLD_plur_semantic	The bakers beside the taxis hate boxing.	0	29718597	997597	1073931	16538862	2262574	6	6	5	4	6	semantic	0	0
911402	anim-anim	vets	by	authors	dislike	boxing	GSLS_plur_syntactic	The vets by the authors dislike boxing.	0	4703106084	262330	42845288	6703610	2262574	2	4	7	7	6	syntactic	0	0
10070433	anim-anim	vets	that	painters	hates	die	GDLD_C_plur_syntactic	The vets that the painters hates die.	1	8000768228	262330	7084827	2416713	104147370	4	4	8	5	3	syntactic	0	0
8601889	anim-anim	waiter	that	farmer	like	leaves	GDLD_C_sing_syntactic	The waiter that the farmer like leaves.	1	8000768228	3340926	20568429	709849832	59706459	4	6	6	4	6	syntactic	0	0
5564437	anim-anim	athletes	that	baker	knows	run	GDLS_C_plur_syntactic	The athletes that the baker knows run.	0	8000768228	4726603	13610150	50729807	109873076	4	8	5	5	3	syntactic	0	0
10082173	anim-anim	authors	that	painters	admires	laugh	GDLD_C_plur_syntactic	The authors that the painters admires laugh.	1	8000768228	42845288	7084827	929819	18161896	4	7	8	7	5	syntactic	0	0
9121454	anim-anim	plumber	by	author	dislike	driving	GDLD_sing_syntactic	The plumber by the author dislike driving.	1	4703106084	734834	99092074	6703610	25592961	2	7	6	7	7	syntactic	0	0
10506514	anim-anim	farmers	near	waiters	likes	skating	GDLD_plur_syntactic	The farmers near the waiters likes skating.	1	154954539	33753767	1363954	9285296	1784648	4	7	7	5	7	syntactic	0	0
6891304	anim-anim	bankers	by	dentist	dislikes	painting	GDLS_plur_syntactic	The bankers by the dentist dislikes painting.	1	4703106084	6179440	3198534	1451937	32738623	2	7	7	8	8	syntactic	0	0
