	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
0	inanim-anim	taxis	beside	judges	avoid	bowling	GDLS_plur_semantic	The taxis beside the judges avoid bowling.	1	29718597	1073931	24677643	60713817	2476732	6	5	6	5	7	semantic
3	anim-anim	dentist	near	bankers	avoids	spinning	GSLD_C_sing_syntactic	The dentist that the bankers avoids sits.	1	154954539	3198534	6179440	3608938	6978676	4	7	7	6	8	syntactic
7	anim-anim	dentist	beside	builder	dislikes	knitting	GSLS_C_sing_syntactic	The dentist that the builder dislikes arrives.	0	29718597	3198534	4915470	1451937	2033048	6	7	7	8	8	syntactic
7	inanim-inanim	scooter	by	truck	malfunctions	abruptly	GSLS_sing_semantic	The scooter by the truck malfunctions abruptly.	0	4703106084	405037	14274010	327422	7262021	2	7	5	12	8	semantic
4	anim-anim	plumbers	by	vets	fears	yachting	GDLD_plur_syntactic	The plumbers by the vets fears yachting.	1	4703106084	543869	262330	17721106	382785	2	8	4	5	8	syntactic
2	anim-anim	farmer	near	lawyer	loves	fencing	GSLS_sing_semantic	The farmer near the lawyer loves fencing.	0	154954539	20568429	21493788	12028067	1887055	4	6	6	5	7	semantic
7	inanim-inanim	car	by	van	hates	bowling	GDLD_sing_semantic	The car by the van hates bowling.	1	4703106084	71566944	54213864	2416713	2476732	2	3	3	5	7	semantic
3	anim-inanim	judge	beside	car	leaks	suddenly	GDLS_sing_semantic	The judge beside the car leaks suddenly.	1	29718597	63704000	71566944	1935324	58025537	6	5	3	5	8	semantic
3	anim-anim	bakers	beside	painter	fears	studying	GDLS_plur_syntactic	The bakers beside the painter fears studying.	1	29718597	997597	13065194	17721106	19754110	6	6	7	5	8	syntactic
1	anim-anim	farmer	beside	barbers	dislikes	studying	GSLD_C_sing_syntactic	The farmer that the barbers dislikes arrives.	1	29718597	20568429	607437	1451937	19754110	6	6	7	8	8	syntactic
5	anim-anim	teachers	beside	builders	hates	walking	GDLD_C_plur_syntactic	The teachers that the builders hates pray.	1	29718597	73279702	5454568	2416713	30746983	6	8	8	5	7	syntactic
9	anim-anim	dentists	beside	farmers	detest	fencing	GSLS_plur_syntactic	The dentists beside the farmers detest fencing.	0	29718597	1487700	33753767	740903	1887055	6	8	7	6	7	syntactic
7	anim-inanim	nurses	near	scooters	dislike	acting	GSLD_plur_semantic	The nurses near the scooters dislike acting.	0	154954539	14176931	182717	6703610	38536231	4	6	8	7	6	semantic
4	inanim-anim	scooter	by	athlete	fears	dancing	GDLS_sing_semantic	The scooter by the athlete fears dancing.	1	4703106084	405037	3419291	17721106	15565681	2	7	7	5	7	semantic
0	anim-anim	nurses	near	teacher	love	bowling	GSLD_C_plur_syntactic	The nurses that the teacher love die.	1	154954539	14176931	74147301	210137973	2476732	4	6	7	4	7	syntactic
1	anim-anim	authors	near	bankers	dislike	cooking	GSLS_C_plur_syntactic	The authors that the bankers dislike pray.	0	154954539	42845288	6179440	6703610	13672366	4	7	7	7	7	syntactic
5	anim-anim	waiters	beside	actor	hates	climbing	GDLS_C_plur_syntactic	The waiters that the actor hates sit.	0	29718597	1363954	14665285	2416713	7755370	6	7	5	5	8	syntactic
5	anim-anim	nurses	beside	actor	dislike	fishing	GSLD_plur_syntactic	The nurses beside the actor dislike fishing.	0	29718597	14176931	14665285	6703610	21745307	6	6	5	7	7	syntactic
