	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
1	anim-anim	waiter	beside	bankers	fear	driving	GDLS_C_sing_syntactic	The waiter that the bankers fear dies.	0	29718597	3340926	6179440	83025936	25592961	6	6	7	4	7	syntactic
5	inanim-inanim	tractor	by	scooter	malfunctions	abruptly	GSLS_sing_semantic	The tractor by the scooter malfunctions abruptly.	0	4703106084	3282135	405037	327422	7262021	2	7	7	12	8	semantic
1	inanim-anim	tractor	by	baker	leaks	abruptly	GSLD_sing_semantic	The tractor by the baker leaks abruptly.	0	4703106084	3282135	13610150	1935324	7262021	2	7	5	5	8	semantic
4	anim-anim	pilot	beside	waiters	detests	camping	GSLD_sing_syntactic	The pilot beside the waiters detests camping.	0	29718597	16262831	1363954	181255	3430548	6	5	7	7	7	syntactic
9	anim-anim	banker	by	authors	love	camping	GDLS_sing_syntactic	The banker by the authors love camping.	1	4703106084	5135467	42845288	210137973	3430548	2	6	7	4	7	syntactic
5	anim-anim	barber	beside	teacher	like	driving	GDLD_sing_syntactic	The barber beside the teacher like driving.	1	29718597	4668021	74147301	709849832	25592961	6	6	7	4	7	syntactic
3	inanim-anim	trucks	by	nurses	detest	cooking	GDLS_plur_semantic	The trucks by the nurses detest cooking.	1	4703106084	6808013	14176931	740903	13672366	2	6	6	6	7	semantic
8	anim-anim	chef	beside	athlete	likes	spinning	GSLS_sing_syntactic	The chef beside the athlete likes spinning.	0	29718597	2470923	3419291	9285296	6978676	6	4	7	5	8	syntactic
5	anim-anim	plumbers	by	pilots	avoids	gambling	GDLD_plur_syntactic	The plumbers by the pilots avoids gambling.	1	4703106084	543869	5455700	3608938	6130169	2	8	6	6	8	syntactic
4	anim-anim	plumbers	by	waiters	hate	fencing	GSLS_C_plur_syntactic	The plumbers that the waiters hate die.	0	4703106084	543869	1363954	16538862	1887055	2	8	7	4	7	syntactic
6	anim-anim	waiters	by	dentists	love	driving	GSLS_plur_syntactic	The waiters by the dentists love driving.	0	4703106084	1363954	1487700	210137973	25592961	2	7	8	4	7	syntactic
4	anim-anim	barber	near	plumbers	detests	painting	GSLD_C_sing_syntactic	The barber that the plumbers detests arrives.	1	154954539	4668021	543869	181255	32738623	4	6	8	7	8	syntactic
6	anim-anim	dentist	near	banker	malfunctions	suddenly	GDLD_sing_semantic	The dentist near the banker malfunctions suddenly.	1	154954539	3198534	5135467	327422	58025537	4	7	6	12	8	semantic
9	anim-anim	authors	by	barbers	detests	sailing	GDLD_plur_syntactic	The authors by the barbers detests sailing.	1	4703106084	42845288	607437	181255	8731451	2	7	7	7	7	syntactic
2	anim-anim	pilot	by	tailors	hate	bowling	GDLS_C_sing_syntactic	The pilot that the tailors hate arrives.	0	4703106084	16262831	1121681	16538862	2476732	2	5	7	4	7	syntactic
3	anim-anim	actor	near	barbers	avoids	hunting	GSLD_sing_syntactic	The actor near the barbers avoids hunting.	0	154954539	14665285	607437	3608938	19801295	4	5	7	6	7	syntactic
7	anim-anim	nurse	beside	actor	prefers	cooking	GSLS_sing_semantic	The nurse beside the actor prefers cooking.	0	29718597	23875250	14665285	4149558	13672366	6	5	5	7	7	semantic
3	anim-anim	judges	by	baker	avoids	dancing	GDLS_plur_syntactic	The judges by the baker avoids dancing.	1	4703106084	24677643	13610150	3608938	15565681	2	6	5	6	7	syntactic
8	anim-anim	athlete	by	actors	fear	painting	GDLS_sing_syntactic	The athlete by the actors fear painting.	1	4703106084	3419291	18120032	83025936	32738623	2	7	6	4	8	syntactic
7	anim-anim	lawyers	by	judge	likes	studying	GDLS_C_plur_syntactic	The lawyers that the judge likes die.	0	4703106084	15702570	63704000	9285296	19754110	2	7	5	5	8	syntactic
3	anim-anim	bankers	beside	teachers	avoids	dancing	GDLD_C_plur_syntactic	The bankers that the teachers avoids sit.	1	29718597	6179440	73279702	3608938	15565681	6	7	8	6	7	syntactic
3	anim-anim	vets	by	plumber	love	spinning	GSLD_plur_syntactic	The vets by the plumber love spinning.	0	4703106084	262330	734834	210137973	6978676	2	4	7	4	8	syntactic
6	anim-anim	author	near	builders	fears	bowling	GSLD_C_sing_syntactic	The author that the builders fears sits.	1	154954539	99092074	5454568	17721106	2476732	4	6	8	5	7	syntactic
8	anim-anim	dentists	near	chef	dislike	fencing	GSLD_C_plur_syntactic	The dentists that the chef dislike pray.	1	154954539	1487700	2470923	6703610	1887055	4	8	4	7	7	syntactic
5	anim-anim	chefs	by	lawyer	like	spinning	GSLD_C_plur_syntactic	The chefs that the lawyer like die.	1	4703106084	752773	21493788	709849832	6978676	2	5	6	4	8	syntactic
3	anim-anim	bankers	by	tailor	dislikes	fencing	GDLS_C_plur_syntactic	The bankers that the tailor dislikes die.	0	4703106084	6179440	3371396	1451937	1887055	2	7	6	8	7	syntactic
9	anim-anim	waiters	by	farmers	like	fishing	GSLS_plur_semantic	The waiters by the farmers like fishing.	0	4703106084	1363954	33753767	709849832	21745307	2	7	7	4	7	semantic
8	anim-anim	athlete	by	pilot	detests	farming	GSLS_C_sing_syntactic	The athlete that the pilot detests dies.	0	4703106084	3419291	16262831	181255	15602571	2	7	5	7	7	syntactic
