	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
8	anim-anim	tailor	by	vet	detest	bowling	GDLD_sing_syntactic	The tailor by the vet detest bowling.	1	4703106084	3371396	2597895	740903	2476732	2	6	3	6	7	syntactic
7	anim-inanim	teachers	beside	scooters	honk	once	GDLS_plur_semantic	The teachers beside the scooters honk once.	1	29718597	73279702	182717	186601	267334111	6	8	8	4	4	semantic
2	anim-anim	nurse	by	tailors	dislikes	climbing	GSLD_C_sing_syntactic	The nurse that the tailors dislikes prays.	1	4703106084	23875250	1121681	1451937	7755370	2	5	7	8	8	syntactic
2	anim-anim	athletes	near	teachers	fear	skating	GSLS_plur_syntactic	The athletes near the teachers fear skating.	0	154954539	4726603	73279702	83025936	1784648	4	8	8	4	7	syntactic
0	anim-anim	vets	beside	chefs	fear	dancing	GSLS_plur_semantic	The vets beside the chefs fear dancing.	0	29718597	262330	752773	83025936	15565681	6	4	5	4	7	semantic
9	anim-anim	teachers	by	painter	avoid	climbing	GSLD_plur_syntactic	The teachers by the painter avoid climbing.	0	4703106084	73279702	13065194	60713817	7755370	2	8	7	5	8	syntactic
1	anim-anim	chefs	by	nurse	dislike	farming	GSLD_C_plur_syntactic	The chefs that the nurse dislike arrive.	1	4703106084	752773	23875250	6703610	15602571	2	5	5	7	7	syntactic
3	anim-anim	banker	by	painters	avoids	knitting	GSLD_C_sing_syntactic	The banker that the painters avoids arrives.	1	4703106084	5135467	7084827	3608938	2033048	2	6	8	6	8	syntactic
5	anim-anim	baker	beside	chef	brakes	suddenly	GDLD_sing_semantic	The baker beside the chef brakes suddenly.	1	29718597	13610150	2470923	2506876	58025537	6	5	4	6	8	semantic
4	anim-anim	vet	by	doctors	love	shopping	GDLS_C_sing_syntactic	The vet that the doctors love sits.	0	4703106084	2597895	19521968	210137973	11206466	2	3	7	4	8	syntactic
1	anim-anim	tailor	by	lawyers	like	gambling	GDLS_sing_syntactic	The tailor by the lawyers like gambling.	1	4703106084	3371396	15702570	709849832	6130169	2	6	7	4	8	syntactic
0	inanim-anim	taxis	near	farmers	honk	loudly	GSLD_plur_semantic	The taxis near the farmers honk loudly.	0	154954539	1073931	33753767	186601	5998778	4	5	7	4	6	semantic
9	inanim-inanim	car	beside	taxi	likes	boxing	GDLD_sing_semantic	The car beside the taxi likes boxing.	1	29718597	71566944	4478068	9285296	2262574	6	3	4	5	6	semantic
