	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
5	anim-anim	farmers	near	builders	hates	hunting	GDLD_C_plur_syntactic	The farmers that the builders hates die.	1	154954539	33753767	5454568	2416713	19801295	4	7	8	5	7	syntactic
8	anim-anim	plumber	near	farmer	avoids	fishing	GSLS_sing_semantic	The plumber near the farmer avoids fishing.	0	154954539	734834	20568429	3608938	21745307	4	7	6	6	7	semantic
1	anim-anim	nurses	near	builder	fear	skiing	GSLD_plur_syntactic	The nurses near the builder fear skiing.	0	154954539	14176931	4915470	83025936	1934331	4	6	7	4	6	syntactic
2	inanim-inanim	buses	beside	trucks	brake	loudly	GSLS_plur_semantic	The buses beside the trucks brake loudly.	0	29718597	4213326	6808013	4685005	5998778	6	5	6	5	6	semantic
5	anim-anim	tailor	by	waiter	likes	walking	GSLS_sing_syntactic	The tailor by the waiter likes walking.	0	4703106084	3371396	3340926	9285296	30746983	2	6	6	5	7	syntactic
4	anim-anim	plumbers	beside	lawyers	dislike	yachting	GSLS_plur_syntactic	The plumbers beside the lawyers dislike yachting.	0	29718597	543869	15702570	6703610	382785	6	8	7	7	8	syntactic
1	anim-anim	waiter	beside	tailors	dislikes	shopping	GSLD_sing_syntactic	The waiter beside the tailors dislikes shopping.	0	29718597	3340926	1121681	1451937	11206466	6	6	7	8	8	syntactic
8	anim-anim	judges	near	actor	detests	gambling	GDLS_C_plur_syntactic	The judges that the actor detests pray.	0	154954539	24677643	14665285	181255	6130169	4	6	5	7	8	syntactic
2	anim-anim	waiters	by	farmers	avoid	hunting	GSLS_plur_syntactic	The waiters by the farmers avoid hunting.	0	4703106084	1363954	33753767	60713817	19801295	2	7	7	5	7	syntactic
4	inanim-inanim	scooters	near	buses	hate	fencing	GDLD_plur_semantic	The scooters near the buses hate fencing.	1	154954539	182717	4213326	16538862	1887055	4	8	5	4	7	semantic
0	anim-anim	doctor	by	actors	detests	gambling	GSLD_sing_syntactic	The doctor by the actors detests gambling.	0	4703106084	52110730	18120032	181255	6130169	2	6	6	7	8	syntactic
4	anim-anim	dentists	beside	barbers	detest	fencing	GSLS_plur_semantic	The dentists beside the barbers detest fencing.	0	29718597	1487700	607437	740903	1887055	6	8	7	6	7	semantic
3	anim-anim	barber	beside	actors	like	climbing	GDLS_sing_syntactic	The barber beside the actors like climbing.	1	29718597	4668021	18120032	709849832	7755370	6	6	6	4	8	syntactic
0	anim-inanim	barbers	by	buses	prefer	studying	GSLD_plur_semantic	The barbers by the buses prefer studying.	0	4703106084	607437	4213326	20278168	19754110	2	7	5	6	8	semantic
3	anim-anim	bankers	by	baker	dislike	skiing	GSLD_plur_syntactic	The bankers by the baker dislike skiing.	0	4703106084	6179440	13610150	6703610	1934331	2	7	5	7	6	syntactic
7	anim-anim	plumbers	near	lawyers	prefers	fishing	GDLD_C_plur_syntactic	The plumbers that the lawyers prefers arrive.	1	154954539	543869	15702570	4149558	21745307	4	8	7	7	7	syntactic
0	anim-anim	banker	near	doctor	avoid	walking	GDLD_sing_syntactic	The banker near the doctor avoid walking.	1	154954539	5135467	52110730	60713817	30746983	4	6	6	5	7	syntactic
5	anim-anim	nurse	near	farmer	leaks	abruptly	GDLD_sing_semantic	The nurse near the farmer leaks abruptly.	1	154954539	23875250	20568429	1935324	7262021	4	5	6	5	8	semantic
3	anim-inanim	nurse	beside	truck	likes	walking	GSLD_sing_semantic	The nurse beside the truck likes walking.	0	29718597	23875250	14274010	9285296	30746983	6	5	5	5	7	semantic
2	anim-anim	baker	beside	barbers	love	driving	GDLS_C_sing_syntactic	The baker that the barbers love prays.	0	29718597	13610150	607437	210137973	25592961	6	5	7	4	7	syntactic
