	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type
0	anim-anim	doctors	beside	authors	detest	driving	GSLS_C_plur_syntactic	The doctors that the authors detest arrive.	0	29718597	19521968	42845288	740903	25592961	6	7	7	6	7	syntactic
7	anim-anim	pilot	by	waiter	detest	studying	GDLD_C_sing_syntactic	The pilot that the waiter detest prays.	1	4703106084	16262831	3340926	740903	19754110	2	5	6	6	8	syntactic
5	anim-anim	actors	near	vets	love	shopping	GSLS_plur_syntactic	The actors near the vets love shopping.	0	154954539	18120032	262330	210137973	11206466	4	6	4	4	8	syntactic
6	anim-anim	chef	by	pilots	love	cycling	GDLS_C_sing_syntactic	The chef that the pilots love dies.	0	4703106084	2470923	5455700	210137973	2334761	2	4	6	4	7	syntactic
4	inanim-inanim	truck	beside	car	prefers	spinning	GDLD_sing_semantic	The truck beside the car prefers spinning.	1	29718597	14274010	71566944	4149558	6978676	6	5	3	7	8	semantic
2	anim-anim	dentist	beside	barbers	fears	yachting	GSLD_sing_syntactic	The dentist beside the barbers fears yachting.	0	29718597	3198534	607437	17721106	382785	6	7	7	5	8	syntactic
9	anim-anim	bankers	by	pilots	likes	bowling	GDLD_C_plur_syntactic	The bankers that the pilots likes pray.	1	4703106084	6179440	5455700	9285296	2476732	2	7	6	5	7	syntactic
6	anim-anim	painters	by	author	likes	fencing	GDLS_C_plur_syntactic	The painters that the author likes pray.	0	4703106084	7084827	99092074	9285296	1887055	2	8	6	5	7	syntactic
9	anim-anim	waiter	by	painter	prefers	boxing	GSLS_sing_syntactic	The waiter by the painter prefers boxing.	0	4703106084	3340926	13065194	4149558	2262574	2	6	7	7	6	syntactic
2	inanim-inanim	scooters	near	trucks	prefer	driving	GDLD_plur_semantic	The scooters near the trucks prefer driving.	1	154954539	182717	6808013	20278168	25592961	4	8	6	6	7	semantic
1	anim-anim	lawyers	near	teachers	avoids	camping	GDLD_plur_syntactic	The lawyers near the teachers avoids camping.	1	154954539	15702570	73279702	3608938	3430548	4	7	8	6	7	syntactic
0	inanim-inanim	trucks	by	scooters	leak	abruptly	GSLS_plur_semantic	The trucks by the scooters leak abruptly.	0	4703106084	6808013	182717	3272091	7262021	2	6	8	4	8	semantic
7	anim-anim	bakers	by	actor	detest	skating	GSLD_plur_syntactic	The bakers by the actor detest skating.	0	4703106084	997597	14665285	740903	1784648	2	6	5	6	7	syntactic
7	anim-inanim	painters	by	vans	love	spinning	GSLD_plur_semantic	The painters by the vans love spinning.	0	4703106084	7084827	963840	210137973	6978676	2	8	4	4	8	semantic
1	anim-inanim	actors	beside	trucks	crash	noisily	GDLS_plur_semantic	The actors beside the trucks crash noisily.	1	29718597	18120032	6808013	6995312	807804	6	6	6	5	7	semantic
5	anim-anim	builder	beside	nurse	avoids	dancing	GSLS_sing_syntactic	The builder beside the nurse avoids dancing.	0	29718597	4915470	23875250	3608938	15565681	6	7	5	6	7	syntactic
9	anim-anim	banker	near	author	hates	bowling	GSLS_sing_semantic	The banker near the author hates bowling.	0	154954539	5135467	99092074	2416713	2476732	4	6	6	5	7	semantic
5	anim-anim	bankers	by	pilot	loves	camping	GDLS_plur_syntactic	The bankers by the pilot loves camping.	1	4703106084	6179440	16262831	12028067	3430548	2	7	5	5	7	syntactic
4	anim-anim	baker	near	authors	avoids	sailing	GSLD_C_sing_syntactic	The baker that the authors avoids dies.	1	154954539	13610150	42845288	3608938	8731451	4	5	7	6	7	syntactic
6	anim-anim	farmer	beside	authors	love	fishing	GDLS_sing_syntactic	The farmer beside the authors love fishing.	1	29718597	20568429	42845288	210137973	21745307	6	6	7	4	7	syntactic
3	inanim-anim	scooters	beside	dentists	prefer	spinning	GDLS_plur_semantic	The scooters beside the dentists prefer spinning.	1	29718597	182717	1487700	20278168	6978676	6	8	8	6	8	semantic
3	anim-anim	painters	near	farmers	dislike	camping	GSLS_C_plur_syntactic	The painters that the farmers dislike pray.	0	154954539	7084827	33753767	6703610	3430548	4	8	7	7	7	syntactic
1	anim-anim	lawyers	by	teachers	dislikes	climbing	GDLD_C_plur_syntactic	The lawyers that the teachers dislikes arrive.	1	4703106084	15702570	73279702	1451937	7755370	2	7	8	8	8	syntactic
