	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
19250	anim-anim	teacher	beside	baker	loves	skiing	GSLS_sing_syntactic	The teacher beside the baker loves skiing.	0	29718597	74147301	13610150	12028067	1934331	6	7	5	5	6	syntactic	0	0
1338502	anim-inanim	lawyer	beside	bus	loves	walking	GSLD_sing_semantic	The lawyer beside the bus loves walking.	0	29718597	21493788	19370874	12028067	30746983	6	6	3	5	7	semantic	0	0
2385937	anim-anim	athlete	that	vet	likes	prays	GSLS_C_sing_syntactic	The athlete that the vet likes prays.	0	8000768228	3419291	2597895	9285296	1506735	4	7	3	5	5	syntactic	0	0
10060860	anim-anim	waiter	near	painter	hate	bowling	GDLD_sing_syntactic	The waiter near the painter hate bowling.	1	154954539	3340926	13065194	16538862	2476732	4	6	7	4	7	syntactic	0	0
7114850	anim-anim	waiters	by	judge	admires	beauty	GDLS_plur_syntactic	The waiters by the judge admires beauty.	1	4703106084	1363954	63704000	929819	48841623	2	7	5	7	6	syntactic	0	0
1409301	anim-inanim	lawyers	by	vans	smash	noisily	GDLS_plur_semantic	The lawyers by the vans smash noisily.	1	4703106084	15702570	963840	1655337	807804	2	7	4	5	7	semantic	0	0
5800366	anim-anim	nurse	by	farmers	like	camping	GDLS_sing_syntactic	The nurse by the farmers like camping.	1	4703106084	23875250	33753767	709849832	3430548	2	5	7	4	7	syntactic	0	101
1370140	anim-inanim	athletes	beside	scooters	dislike	painting	GSLD_plur_semantic	The athletes beside the scooters dislike painting.	0	29718597	4726603	182717	6703610	32738623	6	8	8	7	8	semantic	0	0
1433414	inanim-anim	taxi	beside	teacher	loves	walking	GDLS_sing_semantic	The taxi beside the teacher loves walking.	1	29718597	4478068	74147301	12028067	30746983	6	4	7	5	7	semantic	0	0
7409921	anim-anim	doctors	that	pilot	likes	smile	GDLS_C_plur_syntactic	The doctors that the pilot likes smile.	0	8000768228	19521968	16262831	9285296	32358171	4	7	5	5	5	syntactic	0	0
4621009	anim-anim	doctors	that	pilot	love	turn	GSLD_C_plur_syntactic	The doctors that the pilot love turn.	1	8000768228	19521968	16262831	210137973	134505772	4	7	5	4	4	syntactic	0	0
432384	anim-anim	actors	near	teachers	love	climbing	GSLS_plur_syntactic	The actors near the teachers love climbing.	0	154954539	18120032	73279702	210137973	7755370	4	6	8	4	8	syntactic	0	0
1429075	inanim-anim	tractors	beside	farmers	like	shopping	GDLS_plur_semantic	The tractors beside the farmers like shopping.	1	29718597	1908544	33753767	709849832	11206466	6	8	7	4	8	semantic	0	101
3328196	anim-anim	vet	by	lawyers	dislikes	cooking	GSLD_sing_syntactic	The vet by the lawyers dislikes cooking.	0	4703106084	2597895	15702570	1451937	13672366	2	3	7	8	7	syntactic	0	0
127967	anim-anim	barbers	that	bakers	admire	lie	GSLS_C_plur_syntactic	The barbers that the bakers admire lie.	0	8000768228	607437	997597	6461497	44672168	4	7	6	6	3	syntactic	0	0
1829904	anim-anim	waiter	beside	painter	dislikes	fishing	GSLS_sing_syntactic	The waiter beside the painter dislikes fishing.	0	29718597	3340926	13065194	1451937	21745307	6	6	7	8	7	syntactic	0	0
7857052	anim-anim	author	by	waiters	love	walking	GDLS_sing_syntactic	The author by the waiters love walking.	1	4703106084	99092074	1363954	210137973	30746983	2	6	7	4	7	syntactic	0	0
7938365	anim-anim	actor	that	waiters	know	sneezes	GDLS_C_sing_syntactic	The actor that the waiters know sneezes.	0	8000768228	14665285	1363954	405542218	134227	4	5	7	4	7	syntactic	0	0
10095649	anim-anim	baker	that	pilot	hate	leaves	GDLD_C_sing_syntactic	The baker that the pilot hate leaves.	1	8000768228	13610150	16262831	16538862	59706459	4	5	5	4	6	syntactic	0	0
4721089	anim-anim	vet	that	pilots	likes	coughs	GSLD_C_sing_syntactic	The vet that the pilots likes coughs.	1	8000768228	2597895	5455700	9285296	582381	4	3	6	5	6	syntactic	0	0
1361350	anim-inanim	authors	near	jeeps	love	walking	GSLD_plur_semantic	The authors near the jeeps love walking.	0	154954539	42845288	406341	210137973	30746983	4	7	5	4	7	semantic	0	0
