	pair_index	n1	pp	n2	v1	v2/n3/adverb	condition	sentence	violIndex	pp_freq	n1_freq	n2_freq	v1_freq	v2/n3/adverb_freq	pp_nl	n1_nl	n2_nl	v1_nl	v2/n3/adverb_nl	violation_type	n1_v1_freq	n2_v1_freq
1378187	anim-inanim	doctor	near	van	hates	sailing	GSLD_sing_semantic	The doctor near the van hates sailing.	0	154954539	52110730	54213864	2416713	8731451	4	6	3	5	7	semantic	0	0
1332257	inanim-inanim	truck	near	van	honks	noisily	GSLS_sing_semantic	The truck near the van honks noisily.	0	154954539	14274010	54213864	0	807804	4	5	3	5	7	semantic	0	0
1561052	inanim-inanim	jeep	near	scooter	likes	painting	GDLD_sing_semantic	The jeep near the scooter likes painting.	1	154954539	2009598	405037	9285296	32738623	4	4	7	5	8	semantic	0	0
3530721	anim-anim	actors	that	author	dislike	die	GSLD_C_plur_syntactic	The actors that the author dislike die.	1	8000768228	18120032	99092074	6703610	104147370	4	6	6	7	3	syntactic	0	0
307364	anim-anim	authors	beside	farmers	dislike	dancing	GSLS_plur_syntactic	The authors beside the farmers dislike dancing.	0	29718597	42845288	33753767	6703610	15565681	6	7	7	7	7	syntactic	0	0
1323200	anim-anim	pilot	beside	chef	admires	humility	GSLS_sing_syntactic	The pilot beside the chef admires humility.	0	29718597	16262831	2470923	929819	5981773	6	5	4	7	8	syntactic	0	0
1546048	inanim-inanim	car	beside	jeep	hates	fishing	GDLD_sing_semantic	The car beside the jeep hates fishing.	1	29718597	71566944	2009598	2416713	21745307	6	3	4	5	7	semantic	0	0
1437459	inanim-anim	van	by	teacher	dislikes	sailing	GDLS_sing_semantic	The van by the teacher dislikes sailing.	1	4703106084	54213864	74147301	1451937	8731451	2	3	7	8	7	semantic	0	0
98305	anim-anim	tailor	that	baker	likes	smiles	GSLS_C_sing_syntactic	The tailor that the baker likes smiles.	0	8000768228	3371396	13610150	9285296	5542164	4	6	5	5	6	syntactic	0	0
7646218	anim-anim	waiter	beside	plumbers	hate	studying	GDLS_sing_syntactic	The waiter beside the plumbers hate studying.	1	29718597	3340926	543869	16538862	19754110	6	6	8	4	8	syntactic	0	0
1423691	inanim-anim	vans	beside	doctors	love	knitting	GDLS_plur_semantic	The vans beside the doctors love knitting.	1	29718597	963840	19521968	210137973	2033048	6	4	7	4	8	semantic	0	0
9184065	anim-anim	teacher	that	banker	like	smiles	GDLD_C_sing_syntactic	The teacher that the banker like smiles.	1	8000768228	74147301	5135467	709849832	5542164	4	7	6	4	6	syntactic	31	0
1203076	anim-anim	bakers	near	chefs	love	cooking	GSLS_plur_syntactic	The bakers near the chefs love cooking.	0	154954539	997597	752773	210137973	13672366	4	6	5	4	7	syntactic	0	0
10417290	anim-anim	chefs	beside	tailors	likes	studying	GDLD_plur_syntactic	The chefs beside the tailors likes studying.	1	29718597	752773	1121681	9285296	19754110	6	5	7	5	8	syntactic	0	0
10139905	anim-anim	bankers	that	pilots	likes	swim	GDLD_C_plur_syntactic	The bankers that the pilots likes swim.	1	8000768228	6179440	5455700	9285296	6237963	4	7	6	5	4	syntactic	0	0
1374166	anim-inanim	actor	beside	scooter	loves	spinning	GSLD_sing_semantic	The actor beside the scooter loves spinning.	0	29718597	14665285	405037	12028067	6978676	6	5	7	5	8	semantic	0	0
1332656	inanim-inanim	taxi	by	van	skids	loudly	GSLS_sing_semantic	The taxi by the van skids loudly.	0	4703106084	4478068	54213864	250523	5998778	2	4	3	5	6	semantic	0	0
1427778	inanim-anim	trucks	near	farmers	dislike	cooking	GDLS_plur_semantic	The trucks near the farmers dislike cooking.	1	154954539	6808013	33753767	6703610	13672366	4	6	7	7	7	semantic	0	0
6367537	anim-anim	painters	that	author	likes	cry	GDLS_C_plur_syntactic	The painters that the author likes cry.	0	8000768228	7084827	99092074	9285296	24708519	4	8	6	5	3	syntactic	0	0
7918097	anim-anim	tailor	that	waiters	like	studies	GDLS_C_sing_syntactic	The tailor that the waiters like studies.	0	8000768228	3371396	1363954	709849832	159772512	4	6	7	4	7	syntactic	0	0
1350565	anim-inanim	doctors	beside	trucks	love	boxing	GSLD_plur_semantic	The doctors beside the trucks love boxing.	0	29718597	19521968	6808013	210137973	2262574	6	7	6	4	6	semantic	0	0
8309345	anim-anim	nurses	that	bakers	loves	laugh	GDLD_C_plur_syntactic	The nurses that the bakers loves laugh.	1	8000768228	14176931	997597	12028067	18161896	4	6	6	5	5	syntactic	0	0
1422257	anim-anim	plumbers	that	dentists	hate	cry	GSLS_C_plur_syntactic	The plumbers that the dentists hate cry.	0	8000768228	543869	1487700	16538862	24708519	4	8	8	4	3	syntactic	0	0
4401240	anim-anim	judge	beside	nurses	dislikes	yachting	GSLD_sing_syntactic	The judge beside the nurses dislikes yachting.	0	29718597	63704000	14176931	1451937	382785	6	5	6	8	8	syntactic	0	0
1394916	inanim-anim	trucks	beside	teachers	brake	loudly	GSLD_plur_semantic	The trucks beside the teachers brake loudly.	0	29718597	6808013	73279702	4685005	5998778	6	6	8	5	6	semantic	0	0
1329531	inanim-inanim	trucks	near	jeeps	smash	suddenly	GSLS_plur_semantic	The trucks near the jeeps smash suddenly.	0	154954539	6808013	406341	1655337	58025537	4	6	5	5	8	semantic	0	0
10748904	anim-anim	plumbers	near	vets	admires	gratitude	GDLD_plur_syntactic	The plumbers near the vets admires gratitude.	1	154954539	543869	262330	929819	12072922	4	8	4	7	9	syntactic	0	0
7999729	anim-anim	authors	that	vet	loves	sneeze	GDLS_C_plur_syntactic	The authors that the vet loves sneeze.	0	8000768228	42845288	2597895	12028067	504411	4	7	3	5	6	syntactic	0	0
4453113	anim-anim	nurse	that	nurses	knows	dies	GSLD_C_sing_syntactic	The nurse that the nurses knows dies.	1	8000768228	23875250	14176931	50729807	11810645	4	5	6	5	4	syntactic	0	0
1793249	anim-anim	dentist	that	painter	dislikes	sits	GSLS_C_sing_syntactic	The dentist that the painter dislikes sits.	0	8000768228	3198534	13065194	1451937	8154939	4	7	7	8	4	syntactic	0	0
2951456	anim-anim	farmers	beside	farmer	like	fishing	GSLD_plur_syntactic	The farmers beside the farmer like fishing.	0	29718597	33753767	20568429	709849832	21745307	6	7	6	4	7	syntactic	101	0
9145616	anim-anim	lawyer	near	author	know	arabic	GDLD_sing_syntactic	The lawyer near the author know Arabic.	1	154954539	21493788	99092074	405542218	9338211	4	6	6	4	6	syntactic	0	0
1334549	inanim-inanim	vans	beside	cranes	smash	noisily	GSLS_plur_semantic	The vans beside the cranes smash noisily.	0	29718597	963840	1511645	1655337	807804	6	4	6	5	7	semantic	0	0
4454613	anim-anim	tailor	that	nurses	knows	runs	GSLD_C_sing_syntactic	The tailor that the nurses knows runs.	1	8000768228	3371396	14176931	50729807	26702428	4	6	6	5	4	syntactic	0	0
6086337	anim-anim	painter	that	lawyers	love	coughs	GDLS_C_sing_syntactic	The painter that the lawyers love coughs.	0	8000768228	13065194	15702570	210137973	582381	4	7	7	4	6	syntactic	0	0
3747809	anim-anim	vets	that	banker	like	die	GSLD_C_plur_syntactic	The vets that the banker like die.	1	8000768228	262330	5135467	709849832	104147370	4	4	6	4	3	syntactic	0	0
1451484	inanim-anim	van	near	actor	dislikes	yachting	GDLS_sing_semantic	The van near the actor dislikes yachting.	1	154954539	54213864	14665285	1451937	382785	4	3	5	8	8	semantic	0	0
4648790	anim-anim	author	by	pilots	hates	sailing	GSLD_sing_syntactic	The author by the pilots hates sailing.	0	4703106084	99092074	5455700	2416713	8731451	2	6	6	5	7	syntactic	0	0
1497856	anim-anim	bakers	by	dentists	brake	loudly	GDLD_plur_semantic	The bakers by the dentists brake loudly.	1	4703106084	997597	1487700	4685005	5998778	2	6	8	5	6	semantic	0	0
5742916	anim-anim	farmers	beside	farmer	loves	dancing	GDLS_plur_syntactic	The farmers beside the farmer loves dancing.	1	29718597	33753767	20568429	12028067	15565681	6	7	6	5	7	syntactic	0	0
1496744	anim-anim	tailors	by	chefs	brake	loudly	GDLD_plur_semantic	The tailors by the chefs brake loudly.	1	4703106084	1121681	752773	4685005	5998778	2	7	5	5	6	semantic	0	0
5822504	anim-anim	plumbers	beside	farmer	loves	yachting	GDLS_plur_syntactic	The plumbers beside the farmer loves yachting.	1	29718597	543869	20568429	12028067	382785	6	8	6	5	8	syntactic	0	0
6733898	anim-anim	actor	beside	chefs	like	boxing	GDLS_sing_syntactic	The actor beside the chefs like boxing.	1	29718597	14665285	752773	709849832	2262574	6	5	5	4	6	syntactic	0	39
2112145	anim-anim	vets	that	plumbers	know	arrive	GSLS_C_plur_syntactic	The vets that the plumbers know arrive.	0	8000768228	262330	543869	405542218	19261937	4	4	8	4	6	syntactic	0	0
1489556	anim-anim	lawyer	beside	judge	loves	dancing	GSLS_sing_syntactic	The lawyer beside the judge loves dancing.	0	29718597	21493788	63704000	12028067	15565681	6	6	5	5	7	syntactic	0	0
9751249	anim-anim	chef	that	judge	like	prays	GDLD_C_sing_syntactic	The chef that the judge like prays.	1	8000768228	2470923	63704000	709849832	1506735	4	4	5	4	5	syntactic	0	0
4682530	anim-anim	judges	near	pilot	hate	skating	GSLD_plur_syntactic	The judges near the pilot hate skating.	0	154954539	24677643	16262831	16538862	1784648	4	6	5	4	7	syntactic	0	0
10535692	anim-anim	banker	near	waiter	hate	bowling	GDLD_sing_syntactic	The banker near the waiter hate bowling.	1	154954539	5135467	3340926	16538862	2476732	4	6	6	4	7	syntactic	0	0
